path,category,size_mb,status,rows,columns,error
data/processed/legacy_xbrl/regex_all/AEP/AEP_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AFL/AFL_pre2019_regex.parquet,processed_data,0.017,PASS,47,20,
data/processed/legacy_xbrl/regex_all/AFL/AFL_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AIG/AIG_pre2019_regex.parquet,processed_data,0.016,PASS,46,19,
data/processed/legacy_xbrl/regex_all/AIG/AIG_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AJG/AJG_pre2019_regex.parquet,processed_data,0.02,PASS,45,24,
data/processed/legacy_xbrl/regex_all/AJG/AJG_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ALL/ALL_pre2019_regex.parquet,processed_data,0.016,PASS,46,19,
data/processed/legacy_xbrl/regex_all/ALL/ALL_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AMAT/AMAT_pre2019_regex.parquet,processed_data,0.024,PASS,47,29,
data/processed/legacy_xbrl/regex_all/AMAT/AMAT_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AMD/AMD_pre2019_regex.parquet,processed_data,0.023,PASS,45,28,
data/processed/legacy_xbrl/regex_all/AMD/AMD_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AME/AME_pre2019_regex.parquet,processed_data,0.02,PASS,48,23,
data/processed/legacy_xbrl/regex_all/AME/AME_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AMGN/AMGN_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/AMGN/AMGN_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AMP/AMP_pre2019_regex.parquet,processed_data,0.016,PASS,48,18,
data/processed/legacy_xbrl/regex_all/AMP/AMP_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AMT/AMT_pre2019_regex.parquet,processed_data,0.022,PASS,48,27,
data/processed/legacy_xbrl/regex_all/AMT/AMT_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AMZN/AMZN_pre2019_regex.parquet,processed_data,0.022,PASS,48,27,
data/processed/legacy_xbrl/regex_all/AMZN/AMZN_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ANET/ANET_pre2019_regex.parquet,processed_data,0.023,PASS,33,29,
data/processed/legacy_xbrl/regex_all/ANET/ANET_pre2019_summary.parquet,processed_data,0.003,PASS,33,4,
data/processed/legacy_xbrl/regex_all/ANSS/ANSS_pre2019_regex.parquet,processed_data,0.02,PASS,45,24,
data/processed/legacy_xbrl/regex_all/ANSS/ANSS_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AON/AON_pre2019_regex.parquet,processed_data,0.02,PASS,48,24,
data/processed/legacy_xbrl/regex_all/AON/AON_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/APD/APD_pre2019_regex.parquet,processed_data,0.023,PASS,48,27,
data/processed/legacy_xbrl/regex_all/APD/APD_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/APH/APH_pre2019_regex.parquet,processed_data,0.023,PASS,48,28,
data/processed/legacy_xbrl/regex_all/APH/APH_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/APP/APP_pre2019_regex.parquet,processed_data,0.018,PASS,13,27,
data/processed/legacy_xbrl/regex_all/APP/APP_pre2019_summary.parquet,processed_data,0.003,PASS,13,4,
data/processed/legacy_xbrl/regex_all/AVGO/AVGO_pre2019_regex.parquet,processed_data,0.021,PASS,21,30,
data/processed/legacy_xbrl/regex_all/AVGO/AVGO_pre2019_summary.parquet,processed_data,0.003,PASS,21,4,
data/processed/legacy_xbrl/regex_all/AXON/AXON_pre2019_regex.parquet,processed_data,0.024,PASS,42,29,
data/processed/legacy_xbrl/regex_all/AXON/AXON_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AXP/AXP_pre2019_regex.parquet,processed_data,0.017,PASS,47,20,
data/processed/legacy_xbrl/regex_all/AXP/AXP_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/AZO/AZO_pre2019_regex.parquet,processed_data,0.023,PASS,47,27,
data/processed/legacy_xbrl/regex_all/AZO/AZO_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BA/BA_pre2019_regex.parquet,processed_data,0.023,PASS,48,27,
data/processed/legacy_xbrl/regex_all/BA/BA_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BAC/BAC_pre2019_regex.parquet,processed_data,0.017,PASS,48,20,
data/processed/legacy_xbrl/regex_all/BAC/BAC_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BDX/BDX_pre2019_regex.parquet,processed_data,0.021,PASS,48,26,
data/processed/legacy_xbrl/regex_all/BDX/BDX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BIIB/BIIB_pre2019_regex.parquet,processed_data,0.023,PASS,48,28,
data/processed/legacy_xbrl/regex_all/BIIB/BIIB_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BK/BK_pre2019_regex.parquet,processed_data,0.016,PASS,48,19,
data/processed/legacy_xbrl/regex_all/BK/BK_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BKNG/BKNG_pre2019_regex.parquet,processed_data,0.022,PASS,45,27,
data/processed/legacy_xbrl/regex_all/BKNG/BKNG_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BKR/BKR_pre2019_regex.parquet,processed_data,0.018,PASS,24,26,
data/processed/legacy_xbrl/regex_all/BKR/BKR_pre2019_summary.parquet,processed_data,0.003,PASS,24,4,
data/processed/legacy_xbrl/regex_all/BLK/BLK_pre2019_regex.parquet,processed_data,0.012,PASS,2,19,
data/processed/legacy_xbrl/regex_all/BLK/BLK_pre2019_summary.parquet,processed_data,0.003,PASS,2,4,
data/processed/legacy_xbrl/regex_all/BMY/BMY_pre2019_regex.parquet,processed_data,0.023,PASS,48,28,
data/processed/legacy_xbrl/regex_all/BMY/BMY_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BRK-B/BRK-B_pre2019_regex.parquet,processed_data,0.02,PASS,48,23,
data/processed/legacy_xbrl/regex_all/BRK-B/BRK-B_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BSX/BSX_pre2019_regex.parquet,processed_data,0.021,PASS,48,26,
data/processed/legacy_xbrl/regex_all/BSX/BSX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/BX/BX_pre2019_regex.parquet,processed_data,0.016,PASS,45,20,
data/processed/legacy_xbrl/regex_all/BX/BX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/C/C_pre2019_regex.parquet,processed_data,0.016,PASS,48,21,
data/processed/legacy_xbrl/regex_all/C/C_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CARR/CARR_pre2019_regex.parquet,processed_data,0.016,PASS,16,23,
data/processed/legacy_xbrl/regex_all/CARR/CARR_pre2019_summary.parquet,processed_data,0.003,PASS,16,4,
data/processed/legacy_xbrl/regex_all/CAT/CAT_pre2019_regex.parquet,processed_data,0.023,PASS,46,28,
data/processed/legacy_xbrl/regex_all/CAT/CAT_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CB/CB_pre2019_regex.parquet,processed_data,0.015,PASS,48,18,
data/processed/legacy_xbrl/regex_all/CB/CB_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CDNS/CDNS_pre2019_regex.parquet,processed_data,0.021,PASS,45,26,
data/processed/legacy_xbrl/regex_all/CDNS/CDNS_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CDW/CDW_pre2019_regex.parquet,processed_data,0.022,PASS,41,28,
data/processed/legacy_xbrl/regex_all/CDW/CDW_pre2019_summary.parquet,processed_data,0.003,PASS,44,4,
data/processed/legacy_xbrl/regex_all/CEG/CEG_pre2019_regex.parquet,processed_data,0.016,PASS,10,24,
data/processed/legacy_xbrl/regex_all/CEG/CEG_pre2019_summary.parquet,processed_data,0.003,PASS,10,4,
data/processed/legacy_xbrl/regex_all/CHTR/CHTR_pre2019_regex.parquet,processed_data,0.019,PASS,43,23,
data/processed/legacy_xbrl/regex_all/CHTR/CHTR_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CI/CI_pre2019_regex.parquet,processed_data,0.016,PASS,19,22,
data/processed/legacy_xbrl/regex_all/CI/CI_pre2019_summary.parquet,processed_data,0.003,PASS,19,4,
data/processed/legacy_xbrl/regex_all/CL/CL_pre2019_regex.parquet,processed_data,0.023,PASS,48,27,
data/processed/legacy_xbrl/regex_all/CL/CL_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CMCSA/CMCSA_pre2019_regex.parquet,processed_data,0.021,PASS,48,25,
data/processed/legacy_xbrl/regex_all/CMCSA/CMCSA_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CME/CME_pre2019_regex.parquet,processed_data,0.02,PASS,47,24,
data/processed/legacy_xbrl/regex_all/CME/CME_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CMG/CMG_pre2019_regex.parquet,processed_data,0.021,PASS,45,26,
data/processed/legacy_xbrl/regex_all/CMG/CMG_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CMI/CMI_pre2019_regex.parquet,processed_data,0.023,PASS,48,28,
data/processed/legacy_xbrl/regex_all/CMI/CMI_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/COF/COF_pre2019_regex.parquet,processed_data,0.017,PASS,48,20,
data/processed/legacy_xbrl/regex_all/COF/COF_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/COP/COP_pre2019_regex.parquet,processed_data,0.021,PASS,48,24,
data/processed/legacy_xbrl/regex_all/COP/COP_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/COR/COR_pre2019_regex.parquet,processed_data,0.023,PASS,48,26,
data/processed/legacy_xbrl/regex_all/COR/COR_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/COST/COST_pre2019_regex.parquet,processed_data,0.023,PASS,47,27,
data/processed/legacy_xbrl/regex_all/COST/COST_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CPRT/CPRT_pre2019_regex.parquet,processed_data,0.022,PASS,44,27,
data/processed/legacy_xbrl/regex_all/CPRT/CPRT_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CRM/CRM_pre2019_regex.parquet,processed_data,0.023,PASS,47,27,
data/processed/legacy_xbrl/regex_all/CRM/CRM_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CRWD/CRWD_pre2019_regex.parquet,processed_data,0.018,PASS,18,25,
data/processed/legacy_xbrl/regex_all/CRWD/CRWD_pre2019_summary.parquet,processed_data,0.003,PASS,18,4,
data/processed/legacy_xbrl/regex_all/CSCO/CSCO_pre2019_regex.parquet,processed_data,0.024,PASS,47,29,
data/processed/legacy_xbrl/regex_all/CSCO/CSCO_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CSGP/CSGP_pre2019_regex.parquet,processed_data,0.023,PASS,42,29,
data/processed/legacy_xbrl/regex_all/CSGP/CSGP_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CSX/CSX_pre2019_regex.parquet,processed_data,0.021,PASS,49,26,
data/processed/legacy_xbrl/regex_all/CSX/CSX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CTAS/CTAS_pre2019_regex.parquet,processed_data,0.02,PASS,45,25,
data/processed/legacy_xbrl/regex_all/CTAS/CTAS_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CTSH/CTSH_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/CTSH/CTSH_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CVS/CVS_pre2019_regex.parquet,processed_data,0.024,PASS,48,28,
data/processed/legacy_xbrl/regex_all/CVS/CVS_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/CVX/CVX_pre2019_regex.parquet,processed_data,0.021,PASS,50,25,
data/processed/legacy_xbrl/regex_all/CVX/CVX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/D/D_pre2019_regex.parquet,processed_data,0.024,PASS,48,28,
data/processed/legacy_xbrl/regex_all/D/D_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/DASH/DASH_pre2019_regex.parquet,processed_data,0.016,PASS,13,24,
data/processed/legacy_xbrl/regex_all/DASH/DASH_pre2019_summary.parquet,processed_data,0.003,PASS,13,4,
data/processed/legacy_xbrl/regex_all/DDOG/DDOG_pre2019_regex.parquet,processed_data,0.018,PASS,17,26,
data/processed/legacy_xbrl/regex_all/DDOG/DDOG_pre2019_summary.parquet,processed_data,0.003,PASS,17,4,
data/processed/legacy_xbrl/regex_all/DE/DE_pre2019_regex.parquet,processed_data,0.021,PASS,47,25,
data/processed/legacy_xbrl/regex_all/DE/DE_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/DELL/DELL_pre2019_regex.parquet,processed_data,0.023,PASS,27,30,
data/processed/legacy_xbrl/regex_all/DELL/DELL_pre2019_summary.parquet,processed_data,0.003,PASS,27,4,
data/processed/legacy_xbrl/regex_all/DFS/DFS_pre2019_regex.parquet,processed_data,0.016,PASS,47,19,
data/processed/legacy_xbrl/regex_all/DFS/DFS_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/DHI/DHI_pre2019_regex.parquet,processed_data,0.019,PASS,45,23,
data/processed/legacy_xbrl/regex_all/DHI/DHI_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/DHR/DHR_pre2019_regex.parquet,processed_data,0.023,PASS,47,27,
data/processed/legacy_xbrl/regex_all/DHR/DHR_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/DIS/DIS_pre2019_regex.parquet,processed_data,0.018,PASS,19,25,
data/processed/legacy_xbrl/regex_all/DIS/DIS_pre2019_summary.parquet,processed_data,0.003,PASS,19,4,
data/processed/legacy_xbrl/regex_all/DLR/DLR_pre2019_regex.parquet,processed_data,0.016,PASS,44,19,
data/processed/legacy_xbrl/regex_all/DLR/DLR_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/DUK/DUK_pre2019_regex.parquet,processed_data,0.022,PASS,48,27,
data/processed/legacy_xbrl/regex_all/DUK/DUK_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/DXCM/DXCM_pre2019_regex.parquet,processed_data,0.023,PASS,42,29,
data/processed/legacy_xbrl/regex_all/DXCM/DXCM_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/EA/EA_pre2019_regex.parquet,processed_data,0.024,PASS,48,30,
data/processed/legacy_xbrl/regex_all/EA/EA_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ECL/ECL_pre2019_regex.parquet,processed_data,0.021,PASS,48,26,
data/processed/legacy_xbrl/regex_all/ECL/ECL_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ELV/ELV_pre2019_regex.parquet,processed_data,0.02,PASS,47,24,
data/processed/legacy_xbrl/regex_all/ELV/ELV_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/EMR/EMR_pre2019_regex.parquet,processed_data,0.02,PASS,48,26,
data/processed/legacy_xbrl/regex_all/EMR/EMR_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/EOG/EOG_pre2019_regex.parquet,processed_data,0.02,PASS,47,23,
data/processed/legacy_xbrl/regex_all/EOG/EOG_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/EQIX/EQIX_pre2019_regex.parquet,processed_data,0.022,PASS,45,26,
data/processed/legacy_xbrl/regex_all/EQIX/EQIX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ETN/ETN_pre2019_regex.parquet,processed_data,0.02,PASS,38,26,
data/processed/legacy_xbrl/regex_all/ETN/ETN_pre2019_summary.parquet,processed_data,0.003,PASS,38,4,
data/processed/legacy_xbrl/regex_all/EW/EW_pre2019_regex.parquet,processed_data,0.022,PASS,45,28,
data/processed/legacy_xbrl/regex_all/EW/EW_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/EXC/EXC_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/EXC/EXC_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/FANG/FANG_pre2019_regex.parquet,processed_data,0.02,PASS,37,26,
data/processed/legacy_xbrl/regex_all/FANG/FANG_pre2019_summary.parquet,processed_data,0.003,PASS,38,4,
data/processed/legacy_xbrl/regex_all/FAST/FAST_pre2019_regex.parquet,processed_data,0.021,PASS,48,25,
data/processed/legacy_xbrl/regex_all/FAST/FAST_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/FCX/FCX_pre2019_regex.parquet,processed_data,0.022,PASS,49,27,
data/processed/legacy_xbrl/regex_all/FCX/FCX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/FDX/FDX_pre2019_regex.parquet,processed_data,0.018,PASS,48,21,
data/processed/legacy_xbrl/regex_all/FDX/FDX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/FI/FI_pre2019_regex.parquet,processed_data,0.02,PASS,48,25,
data/processed/legacy_xbrl/regex_all/FI/FI_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/FICO/FICO_pre2019_regex.parquet,processed_data,0.022,PASS,45,27,
data/processed/legacy_xbrl/regex_all/FICO/FICO_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/FIS/FIS_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/FIS/FIS_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/FTNT/FTNT_pre2019_regex.parquet,processed_data,0.023,PASS,42,28,
data/processed/legacy_xbrl/regex_all/FTNT/FTNT_pre2019_summary.parquet,processed_data,0.003,PASS,46,4,
data/processed/legacy_xbrl/regex_all/GD/GD_pre2019_regex.parquet,processed_data,0.02,PASS,48,24,
data/processed/legacy_xbrl/regex_all/GD/GD_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/GE/GE_pre2019_regex.parquet,processed_data,0.024,PASS,48,29,
data/processed/legacy_xbrl/regex_all/GE/GE_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/GEHC/GEHC_pre2019_regex.parquet,processed_data,0.017,PASS,7,26,
data/processed/legacy_xbrl/regex_all/GEHC/GEHC_pre2019_summary.parquet,processed_data,0.003,PASS,7,4,
data/processed/legacy_xbrl/regex_all/GEV/GEV_pre2019_regex.parquet,processed_data,0.014,PASS,4,23,
data/processed/legacy_xbrl/regex_all/GEV/GEV_pre2019_summary.parquet,processed_data,0.003,PASS,4,4,
data/processed/legacy_xbrl/regex_all/GILD/GILD_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/GILD/GILD_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/GM/GM_pre2019_regex.parquet,processed_data,0.022,PASS,42,27,
data/processed/legacy_xbrl/regex_all/GM/GM_pre2019_summary.parquet,processed_data,0.003,PASS,47,4,
data/processed/legacy_xbrl/regex_all/GOOG/GOOG_pre2019_regex.parquet,processed_data,0.02,PASS,29,27,
data/processed/legacy_xbrl/regex_all/GOOG/GOOG_pre2019_summary.parquet,processed_data,0.003,PASS,29,4,
data/processed/legacy_xbrl/regex_all/GOOGL/GOOGL_pre2019_regex.parquet,processed_data,0.02,PASS,29,27,
data/processed/legacy_xbrl/regex_all/GOOGL/GOOGL_pre2019_summary.parquet,processed_data,0.003,PASS,29,4,
data/processed/legacy_xbrl/regex_all/GS/GS_pre2019_regex.parquet,processed_data,0.016,PASS,48,19,
data/processed/legacy_xbrl/regex_all/GS/GS_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/GWW/GWW_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/GWW/GWW_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/HCA/HCA_pre2019_regex.parquet,processed_data,0.021,PASS,43,25,
data/processed/legacy_xbrl/regex_all/HCA/HCA_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/HD/HD_pre2019_regex.parquet,processed_data,0.023,PASS,47,28,
data/processed/legacy_xbrl/regex_all/HD/HD_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/HLT/HLT_pre2019_regex.parquet,processed_data,0.02,PASS,34,26,
data/processed/legacy_xbrl/regex_all/HLT/HLT_pre2019_summary.parquet,processed_data,0.003,PASS,34,4,
data/processed/legacy_xbrl/regex_all/HON/HON_pre2019_regex.parquet,processed_data,0.022,PASS,46,27,
data/processed/legacy_xbrl/regex_all/HON/HON_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/HWM/HWM_pre2019_regex.parquet,processed_data,0.023,PASS,47,27,
data/processed/legacy_xbrl/regex_all/HWM/HWM_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/IBM/IBM_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/IBM/IBM_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ICE/ICE_pre2019_regex.parquet,processed_data,0.02,PASS,36,26,
data/processed/legacy_xbrl/regex_all/ICE/ICE_pre2019_summary.parquet,processed_data,0.003,PASS,36,4,
data/processed/legacy_xbrl/regex_all/IDXX/IDXX_pre2019_regex.parquet,processed_data,0.025,PASS,45,30,
data/processed/legacy_xbrl/regex_all/IDXX/IDXX_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/INTC/INTC_pre2019_regex.parquet,processed_data,0.022,PASS,48,26,
data/processed/legacy_xbrl/regex_all/INTC/INTC_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/INTU/INTU_pre2019_regex.parquet,processed_data,0.022,PASS,47,26,
data/processed/legacy_xbrl/regex_all/INTU/INTU_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ISRG/ISRG_pre2019_regex.parquet,processed_data,0.024,PASS,48,29,
data/processed/legacy_xbrl/regex_all/ISRG/ISRG_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/ITW/ITW_pre2019_regex.parquet,processed_data,0.019,PASS,48,24,
data/processed/legacy_xbrl/regex_all/ITW/ITW_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/JCI/JCI_pre2019_regex.parquet,processed_data,0.022,PASS,48,27,
data/processed/legacy_xbrl/regex_all/JCI/JCI_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/JNJ/JNJ_pre2019_regex.parquet,processed_data,0.023,PASS,48,28,
data/processed/legacy_xbrl/regex_all/JNJ/JNJ_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/JPM/JPM_pre2019_regex.parquet,processed_data,0.015,PASS,48,18,
data/processed/legacy_xbrl/regex_all/JPM/JPM_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/KDP/KDP_pre2019_regex.parquet,processed_data,0.021,PASS,45,26,
data/processed/legacy_xbrl/regex_all/KDP/KDP_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/KHC/KHC_pre2019_regex.parquet,processed_data,0.02,PASS,29,27,
data/processed/legacy_xbrl/regex_all/KHC/KHC_pre2019_summary.parquet,processed_data,0.003,PASS,30,4,
data/processed/legacy_xbrl/regex_all/KKR/KKR_pre2019_regex.parquet,processed_data,0.016,PASS,42,21,
data/processed/legacy_xbrl/regex_all/KKR/KKR_pre2019_summary.parquet,processed_data,0.003,PASS,45,4,
data/processed/legacy_xbrl/regex_all/KLAC/KLAC_pre2019_regex.parquet,processed_data,0.024,PASS,44,30,
data/processed/legacy_xbrl/regex_all/KLAC/KLAC_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/KMB/KMB_pre2019_regex.parquet,processed_data,0.021,PASS,47,26,
data/processed/legacy_xbrl/regex_all/KMB/KMB_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
data/processed/legacy_xbrl/regex_all/KMI/KMI_pre2019_regex.parquet,processed_data,0.021,PASS,41,26,
data/processed/legacy_xbrl/regex_all/KMI/KMI_pre2019_summary.parquet,processed_data,0.003,PASS,43,4,
data/processed/legacy_xbrl/regex_all/KO/KO_pre2019_regex.parquet,processed_data,0.022,PASS,47,26,
data/processed/legacy_xbrl/regex_all/KO/KO_pre2019_summary.parquet,processed_data,0.003,PASS,50,4,
