status,rows,columns,ciks,tickers,duplicate_ticker_prediction_period_rows,infinite_numeric_values,distress_next_4q_known,distress_next_4q_positive,distress_next_4q_missing,failure_pressure_conservative_v2_next_4obs_known,failure_pressure_conservative_v2_next_4obs_positive,failure_pressure_conservative_v2_next_4obs_missing,success_resilience_next_4q_known,success_resilience_next_4q_positive,success_resilience_next_4q_missing,industry_relative_resilience_next_4obs_known,industry_relative_resilience_next_4obs_positive,industry_relative_resilience_next_4obs_missing,stress_resilience_next_4obs_known,stress_resilience_next_4obs_positive,stress_resilience_next_4obs_missing,recovery_next_4obs_known,recovery_next_4obs_positive,recovery_next_4obs_missing,quality_success_cashflow_next_4obs_known,quality_success_cashflow_next_4obs_positive,quality_success_cashflow_next_4obs_missing,schema_columns,schema_missing_panel_columns,panel_columns_missing_schema_rows,github_panel_rows,github_panel_columns,github_panel_shape_matches_core
PASS,31702,190,540,540,0,0,31702,207,0,29805,3003,1897,20152,12519,11550,20039,8093,11663,5901,3707,25801,11375,5578,20327,16767,9852,14935,190,0,0,31702,190,True
