ticker,cik,adsh,form,period_date,filed_date,prediction_date,post_event_flag,distress_next_4q,net_income,roa,leverage_assets,current_ratio,cash_assets,total_revenue,total_assets,failure_pressure_conservative_v2_next_4obs,recomputed_failure_pressure
PCG,1004980,0001004980-18-000015,10-Q,2018-09-30,2018-11-05,2018-11-05,0,0,567000000.0,0.007942845135532674,,0.6690905258720624,0.0060236744414092595,4381000000.0,71385000000.0,1,0
