model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,target,model_family,seed,params_json,sample_weighted,fit_seconds
gradient_boosting_cfg3_seed42,train,11058,7029,0.3484864583299971,0.976589045821267,0.9855241850674414,0.9184334908845375,0.9675629534784465,0.9423583206318416,3425,604,228,6801,success_resilience_next_4q,gradient_boosting,42,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.775
gradient_boosting_cfg3_seed42,validation,4190,2414,0.3484864583299971,0.9445691937795293,0.9465571294206813,0.8788230739450251,0.9403479701739851,0.9085451270762458,1463,313,144,2270,success_resilience_next_4q,gradient_boosting,42,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.775
gradient_boosting_cfg3_seed42,test,4046,2647,0.3484864583299971,0.9614151778227905,0.9692973781655705,0.9358830146231721,0.9429542878730639,0.9394053443733535,1228,171,151,2496,success_resilience_next_4q,gradient_boosting,42,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.775
gradient_boosting_cfg3_seed202,train,11058,7029,0.34886715558905557,0.976693054173574,0.9854492090995685,0.9180062136971499,0.9668516147389387,0.9417960088691797,3422,607,233,6796,success_resilience_next_4q,gradient_boosting,202,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.685
gradient_boosting_cfg3_seed202,validation,4190,2414,0.34886715558905557,0.9436941601916747,0.9451405213912452,0.878482972136223,0.9403479701739851,0.9083633453381352,1462,314,144,2270,success_resilience_next_4q,gradient_boosting,202,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.685
gradient_boosting_cfg3_seed202,test,4046,2647,0.34886715558905557,0.9606589303763576,0.9692964415843343,0.9343832020997376,0.9414431431809596,0.9378998870907038,1224,175,155,2492,success_resilience_next_4q,gradient_boosting,202,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.685
gradient_boosting_cfg3_seed777,train,11058,7029,0.3793343901440095,0.9767160415907702,0.9854828486121261,0.9247238510841402,0.9647175985204154,0.9442974516084112,3477,552,248,6781,success_resilience_next_4q,gradient_boosting,777,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.871
gradient_boosting_cfg3_seed777,validation,4190,2414,0.3793343901440095,0.9441042119169708,0.9460089422645656,0.882329945269742,0.9349627174813587,0.9078841512469831,1475,301,157,2257,success_resilience_next_4q,gradient_boosting,777,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.871
gradient_boosting_cfg3_seed777,test,4046,2647,0.3793343901440095,0.9620080509770998,0.9708318320947068,0.9377123442808607,0.938420853796751,0.9380664652567976,1234,165,163,2484,success_resilience_next_4q,gradient_boosting,777,"{""learning_rate"": 0.025, ""max_depth"": 3, ""n_estimators"": 350, ""subsample"": 0.85}",True,31.871
hist_gradient_boosting_cfg1,train,11058,7029,0.3290662390828568,0.9889675228049479,0.9936727229359175,0.9350278646187304,0.9786598378147674,0.9563464479354927,3551,478,150,6879,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.0, ""learning_rate"": 0.04, ""max_iter"": 180, ""max_leaf_nodes"": 15}",True,1.631
hist_gradient_boosting_cfg1,validation,4190,2414,0.3290662390828568,0.9413024250431044,0.9357655615695482,0.868361153262519,0.948218724109362,0.9065346534653466,1429,347,125,2289,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.0, ""learning_rate"": 0.04, ""max_iter"": 180, ""max_leaf_nodes"": 15}",True,1.631
hist_gradient_boosting_cfg1,test,4046,2647,0.3290662390828568,0.9629548117509594,0.9704043542338854,0.9309958970533383,0.9429542878730639,0.9369369369369369,1214,185,151,2496,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.0, ""learning_rate"": 0.04, ""max_iter"": 180, ""max_leaf_nodes"": 15}",True,1.631
hist_gradient_boosting_cfg2,train,11058,7029,0.460488845459562,0.9978687027232956,0.9988191750760971,0.983202846975089,0.9826433347560108,0.9829230112423508,3911,118,122,6907,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.05, ""learning_rate"": 0.03, ""max_iter"": 250, ""max_leaf_nodes"": 31}",True,4.302
hist_gradient_boosting_cfg2,validation,4190,2414,0.460488845459562,0.9436636045739195,0.9459632616890219,0.8767496111975117,0.9341342170671085,0.9045326915363017,1459,317,159,2255,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.05, ""learning_rate"": 0.03, ""max_iter"": 250, ""max_leaf_nodes"": 31}",True,4.302
hist_gradient_boosting_cfg2,test,4046,2647,0.460488845459562,0.9636266716498076,0.9700537313526272,0.9366993217784476,0.9391764261428032,0.9379362384455762,1231,168,161,2486,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.05, ""learning_rate"": 0.03, ""max_iter"": 250, ""max_leaf_nodes"": 31}",True,4.302
hist_gradient_boosting_cfg3,train,11058,7029,0.4062984462667677,0.9972994198660932,0.998499607931105,0.9750633981403212,0.9846350832266325,0.9798258653641961,3852,177,108,6921,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.1, ""learning_rate"": 0.02, ""max_iter"": 350, ""max_leaf_nodes"": 31}",True,5.768
hist_gradient_boosting_cfg3,validation,4190,2414,0.4062984462667677,0.9443960064040843,0.9469147950975149,0.8694158075601375,0.9432477216238608,0.9048281343135307,1434,342,137,2277,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.1, ""learning_rate"": 0.02, ""max_iter"": 350, ""max_leaf_nodes"": 31}",True,5.768
hist_gradient_boosting_cfg3,test,4046,2647,0.4062984462667677,0.9637300970281273,0.9702704097138166,0.9349046015712682,0.944087646392142,0.9394736842105262,1225,174,148,2499,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.1, ""learning_rate"": 0.02, ""max_iter"": 350, ""max_leaf_nodes"": 31}",True,5.768
hist_gradient_boosting_cfg4,train,11058,7029,0.4580850215871456,1.0,1.0,0.9998577524893314,1.0,0.9999288711857174,4028,1,0,7029,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.1, ""learning_rate"": 0.04, ""max_iter"": 250, ""max_leaf_nodes"": 63}",True,7.823
hist_gradient_boosting_cfg4,validation,4190,2414,0.4580850215871456,0.9452900497846644,0.9473341871654344,0.8690386071158214,0.9511184755592378,0.9082278481012659,1430,346,118,2296,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.1, ""learning_rate"": 0.04, ""max_iter"": 250, ""max_leaf_nodes"": 63}",True,7.823
hist_gradient_boosting_cfg4,test,4046,2647,0.4580850215871456,0.9632831805761198,0.9720317983886023,0.9306637004078606,0.9482432942954288,0.93937125748503,1212,187,137,2510,success_resilience_next_4q,hist_gradient_boosting,42,"{""l2_regularization"": 0.1, ""learning_rate"": 0.04, ""max_iter"": 250, ""max_leaf_nodes"": 63}",True,7.823
