model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp
logistic_l2,train,8105,4787,0.037447660473981126,0.9183209548968078,0.9286070283287526,0.6811282932416953,0.9937330269479842,0.8082575821935264,1091,2227,30,4757
logistic_l2,validation,4046,2214,0.037447660473981126,0.8234912407348236,0.8039815932286996,0.7087243656586723,0.9209575429087624,0.8010214103319584,994,838,175,2039
logistic_l2,test,3998,2458,0.037447660473981126,0.8884955565183393,0.8933717784871449,0.8271210507632233,0.9479251423921887,0.8834123222748814,1053,487,128,2330
random_forest,train,8105,4787,0.4365490672705261,0.996271610637258,0.9975476392720902,0.9446,0.9866304574890328,0.9651578624706243,3041,277,64,4723
random_forest,validation,4046,2214,0.4365490672705261,0.9348109292592198,0.9334666530520768,0.8487464036169339,0.9327009936766034,0.8887454271573059,1464,368,149,2065
random_forest,test,3998,2458,0.4365490672705261,0.9466407067302105,0.9509725438380754,0.8960338852522141,0.9467046379170057,0.9206726013847675,1270,270,131,2327
gradient_boosting,train,8105,4787,0.33258074024869766,0.9673431144451021,0.9745080179562047,0.8753070092575099,0.9678295383329851,0.9192460317460317,2658,660,154,4633
gradient_boosting,validation,4046,2214,0.33258074024869766,0.9280047967874148,0.9238107401751317,0.848732624693377,0.9376693766937669,0.8909871244635192,1462,370,138,2076
gradient_boosting,test,3998,2458,0.33258074024869766,0.9449407183540626,0.952856420027953,0.8967916505604948,0.9438567941415785,0.9197224975222994,1273,267,138,2320
