model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp
logistic_l2,train,6030,2994,0.4669952462373469,0.9538016524925126,0.9535641604073156,0.882718065991506,0.9024716098864396,0.8924855491329481,2677,359,292,2702
logistic_l2,validation,2557,1181,0.4669952462373469,0.8969198599925172,0.8508425155970352,0.7475592747559274,0.90770533446232,0.8198852772466539,1014,362,109,1072
logistic_l2,test,2419,1199,0.4669952462373469,0.8981029273028069,0.8739378379057473,0.9254079254079254,0.3311092577147623,0.4877149877149876,1188,32,802,397
random_forest,train,6030,2994,0.5208610673298227,0.9971639590115672,0.9971653307807358,0.9739248222146969,0.9605878423513694,0.9672103581637801,2959,77,118,2876
random_forest,validation,2557,1181,0.5208610673298227,0.9499703394836855,0.9416962824125152,0.867056856187291,0.8780694326841659,0.8725283971392511,1217,159,144,1037
random_forest,test,2419,1199,0.5208610673298227,0.9758036068308291,0.9772675870366334,0.9170159262363788,0.9124270225187656,0.9147157190635452,1121,99,105,1094
gradient_boosting,train,6030,2994,0.42218010755759616,0.9880053805458964,0.9881805911392534,0.9360313315926893,0.9579158316633266,0.9468471442720369,2840,196,126,2868
gradient_boosting,validation,2557,1181,0.42218010755759616,0.9465775333280823,0.9365727631790493,0.8378164556962026,0.8966977138018628,0.8662576687116565,1171,205,122,1059
gradient_boosting,test,2419,1199,0.42218010755759616,0.9730868620024884,0.9751149594888632,0.8876494023904382,0.9291075896580484,0.9079054604726975,1079,141,85,1114
