prediction_year,Sector,market_health_regime,rows,firms,distress_next_4q_positive,success_resilience_next_4q_positive,market_stress_score_mean,market_health_score_mean,distress_next_4q_share,success_resilience_next_4q_share
2018,Healthcare,severe_stress,1,1,0,0,0.5728328620783563,-0.5728328620783563,0.0,0.0
2018,Healthcare,stressed,55,36,0,24,0.32950320955346507,-0.32950320955346507,0.0,0.43636363636363634
2018,Industrials,neutral,245,96,0,102,0.09524516461462164,-0.09524516461462164,0.0,0.4163265306122449
2018,Industrials,severe_stress,2,2,0,2,0.5641052178459471,-0.5641052178459471,0.0,1.0
2018,Industrials,stressed,140,85,0,67,0.3241184621231405,-0.3241184621231405,0.0,0.4785714285714286
2018,Real Estate,neutral,87,33,0,66,0.09333866440189463,-0.09333866440189463,0.0,0.7586206896551724
2018,Real Estate,stressed,44,30,0,34,0.32528314063675645,-0.32528314063675645,0.0,0.7727272727272727
2018,Technology,neutral,185,72,0,93,0.09641045995351975,-0.09641045995351975,0.0,0.5027027027027027
2018,Technology,severe_stress,4,4,0,2,0.5955418005935462,-0.5955418005935462,0.0,0.5
2018,Technology,stressed,105,67,0,52,0.32799323099862365,-0.32799323099862365,0.0,0.49523809523809526
2018,Utilities,neutral,111,37,2,21,0.09326991321644236,-0.09326991321644236,0.018018018018018018,0.1891891891891892
2018,Utilities,stressed,46,29,2,20,0.32030698317589057,-0.32030698317589057,0.043478260869565216,0.43478260869565216
2019,Agriculture,neutral,1,1,0,0,0.20440611913800835,-0.20440611913800835,0.0,0.0
2019,Agriculture,stressed,10,3,0,1,0.36368267584347586,-0.36368267584347586,0.0,0.1
2019,Basic Materials,neutral,6,5,0,4,0.21645239335447894,-0.21645239335447894,0.0,0.6666666666666666
2019,Basic Materials,stressed,18,6,0,12,0.34840257320258566,-0.34840257320258566,0.0,0.6666666666666666
2019,Communication Services,neutral,16,14,2,4,0.21483047220561888,-0.21483047220561888,0.125,0.25
2019,Communication Services,stressed,108,31,2,37,0.3545395599653569,-0.3545395599653569,0.018518518518518517,0.3425925925925926
2019,Consumer Cyclical,neutral,15,15,1,2,0.21187326842987483,-0.21187326842987483,0.06666666666666667,0.13333333333333333
2019,Consumer Cyclical,severe_stress,6,6,0,0,0.6051398333714635,-0.6051398333714635,0.0,0.0
2019,Consumer Cyclical,stressed,174,49,13,32,0.35443354788010023,-0.35443354788010023,0.07471264367816093,0.1839080459770115
2019,Consumer Defensive,neutral,7,7,0,1,0.21792985150045788,-0.21792985150045788,0.0,0.14285714285714285
2019,Consumer Defensive,severe_stress,2,2,0,1,0.5412166502335061,-0.5412166502335061,0.0,0.5
2019,Consumer Defensive,stressed,51,15,0,26,0.338139157704089,-0.338139157704089,0.0,0.5098039215686274
2019,Consumer Discretionary,neutral,1,1,0,1,0.19223571646215945,-0.19223571646215945,0.0,1.0
2019,Consumer Discretionary,stressed,3,1,0,0,0.33173795292441516,-0.33173795292441516,0.0,0.0
2019,Energy,neutral,22,19,4,5,0.21200446870121867,-0.21200446870121867,0.18181818181818182,0.22727272727272727
2019,Energy,stressed,141,41,10,40,0.34954775461300275,-0.34954775461300275,0.07092198581560284,0.28368794326241137
2019,Financial Services,neutral,33,30,0,12,0.20881871501560276,-0.20881871501560276,0.0,0.36363636363636365
2019,Financial Services,stressed,249,70,0,99,0.34227307202433793,-0.34227307202433793,0.0,0.39759036144578314
2019,Healthcare,neutral,19,18,0,6,0.21085024535502872,-0.21085024535502872,0.0,0.3157894736842105
2019,Healthcare,severe_stress,1,1,0,1,0.569171085187547,-0.569171085187547,0.0,1.0
2019,Healthcare,stressed,169,48,0,59,0.3499355354160148,-0.3499355354160148,0.0,0.34911242603550297
2019,Industrials,neutral,35,32,0,18,0.21036365402008758,-0.21036365402008758,0.0,0.5142857142857142
2019,Industrials,severe_stress,3,3,0,1,0.6561791180173048,-0.6561791180173048,0.0,0.3333333333333333
2019,Industrials,stressed,356,98,4,135,0.3419893690892693,-0.3419893690892693,0.011235955056179775,0.3792134831460674
2019,Real Estate,neutral,9,9,0,5,0.1993985410489198,-0.1993985410489198,0.0,0.5555555555555556
2019,Real Estate,stressed,126,34,0,91,0.3379100113847041,-0.3379100113847041,0.0,0.7222222222222222
2019,Technology,neutral,24,24,0,9,0.20117306600124363,-0.20117306600124363,0.0,0.375
2019,Technology,severe_stress,6,6,0,4,0.5825591895521228,-0.5825591895521228,0.0,0.6666666666666666
2019,Technology,stressed,274,78,0,134,0.35002923393396584,-0.35002923393396584,0.0,0.48905109489051096
2019,Utilities,neutral,16,14,0,5,0.21412754996245034,-0.21412754996245034,0.0,0.3125
2019,Utilities,stressed,136,37,0,35,0.34153017311912065,-0.34153017311912065,0.0,0.25735294117647056
2020,Agriculture,neutral,1,1,0,0,0.18998806198682602,-0.18998806198682602,0.0,0.0
2020,Agriculture,severe_stress,8,3,0,3,1.1693345611006472,-1.1693345611006472,0.0,0.375
2020,Agriculture,stressed,1,1,0,1,0.2760794108324534,-0.2760794108324534,0.0,1.0
2020,Basic Materials,neutral,2,2,0,1,0.06011226183613032,-0.06011226183613032,0.0,0.5
2020,Basic Materials,severe_stress,20,6,0,16,1.1222596796566797,-1.1222596796566797,0.0,0.8
2020,Basic Materials,stressed,2,2,0,1,0.3022623633733768,-0.3022623633733768,0.0,0.5
2020,Communication Services,neutral,2,2,0,1,0.11320595320451537,-0.11320595320451537,0.0,0.5
2020,Communication Services,severe_stress,103,30,1,25,1.0958950489898232,-1.0958950489898232,0.009708737864077669,0.24271844660194175
2020,Communication Services,stressed,14,14,0,6,0.3240105050737574,-0.3240105050737574,0.0,0.42857142857142855
2020,Consumer Cyclical,neutral,8,8,0,3,0.12183450899688043,-0.12183450899688043,0.0,0.375
2020,Consumer Cyclical,severe_stress,165,48,2,35,1.0934240234322687,-1.0934240234322687,0.012121212121212121,0.21212121212121213
2020,Consumer Cyclical,stressed,19,19,2,5,0.338359902698359,-0.338359902698359,0.10526315789473684,0.2631578947368421
2020,Consumer Defensive,neutral,4,4,0,1,0.13193123317497593,-0.13193123317497593,0.0,0.25
2020,Consumer Defensive,severe_stress,53,15,0,19,1.1146378413645104,-1.1146378413645104,0.0,0.3584905660377358
2020,Consumer Defensive,stressed,4,4,0,1,0.3279576639822681,-0.3279576639822681,0.0,0.25
2020,Consumer Discretionary,neutral,1,1,0,1,0.18998806198682602,-0.18998806198682602,0.0,1.0
2020,Consumer Discretionary,severe_stress,4,1,0,2,1.0415338920899249,-1.0415338920899249,0.0,0.5
2020,Energy,neutral,8,7,0,2,0.16589082871950256,-0.16589082871950256,0.0,0.25
2020,Energy,severe_stress,137,40,5,23,1.0788103743602664,-1.0788103743602664,0.0364963503649635,0.1678832116788321
2020,Energy,stressed,13,13,1,3,0.38093016580570926,-0.38093016580570926,0.07692307692307693,0.23076923076923078
2020,Financial Services,neutral,16,16,0,6,0.20143756602079552,-0.20143756602079552,0.0,0.375
2020,Financial Services,severe_stress,236,71,0,89,1.1316258145094655,-1.1316258145094655,0.0,0.3771186440677966
2020,Financial Services,stressed,30,30,0,14,0.34121796310322966,-0.34121796310322966,0.0,0.4666666666666667
2020,Healthcare,neutral,14,14,0,8,0.19800084093537254,-0.19800084093537254,0.0,0.5714285714285714
2020,Healthcare,severe_stress,170,49,0,58,1.0999831434855099,-1.0999831434855099,0.0,0.3411764705882353
2020,Healthcare,stressed,18,18,0,4,0.3384634694610791,-0.3384634694610791,0.0,0.2222222222222222
2020,Industrials,neutral,35,35,0,15,0.18033681661461626,-0.18033681661461626,0.0,0.42857142857142855
2020,Industrials,severe_stress,328,101,2,128,1.130417338816343,-1.130417338816343,0.006097560975609756,0.3902439024390244
2020,Industrials,stressed,37,37,0,12,0.3321599863511215,-0.3321599863511215,0.0,0.32432432432432434
2020,Real Estate,neutral,7,7,0,5,0.2006524986866662,-0.2006524986866662,0.0,0.7142857142857143
2020,Real Estate,severe_stress,122,37,0,76,1.096696978842637,-1.096696978842637,0.0,0.6229508196721312
2020,Real Estate,stressed,13,13,0,10,0.364102618642912,-0.364102618642912,0.0,0.7692307692307693
2020,Technology,neutral,22,22,0,9,0.1208361836448168,-0.1208361836448168,0.0,0.4090909090909091
2020,Technology,severe_stress,264,78,0,131,1.0656152092156774,-1.0656152092156774,0.0,0.4962121212121212
2020,Technology,stressed,21,21,0,12,0.312213952911275,-0.312213952911275,0.0,0.5714285714285714
2020,Utilities,neutral,7,6,0,1,0.20587852613180962,-0.20587852613180962,0.0,0.14285714285714285
2020,Utilities,severe_stress,132,37,0,34,1.081214444916194,-1.081214444916194,0.0,0.25757575757575757
2020,Utilities,stressed,15,15,0,4,0.2998183189356934,-0.2998183189356934,0.0,0.26666666666666666
2021,Agriculture,severe_stress,4,2,0,2,0.7125958234602894,-0.7125958234602894,0.0,0.5
2021,Agriculture,stressed,4,2,0,2,0.33563202061413033,-0.33563202061413033,0.0,0.5
2021,Basic Materials,neutral,1,1,0,0,0.16878482416614005,-0.16878482416614005,0.0,0.0
2021,Basic Materials,severe_stress,12,6,0,10,0.6924500045558646,-0.6924500045558646,0.0,0.8333333333333334
2021,Basic Materials,stressed,11,6,0,10,0.36168140154789014,-0.36168140154789014,0.0,0.9090909090909091
2021,Communication Services,neutral,8,8,0,4,0.17816728836786322,-0.17816728836786322,0.0,0.5
2021,Communication Services,severe_stress,59,30,0,13,0.7124588656374711,-0.7124588656374711,0.0,0.22033898305084745
2021,Communication Services,stressed,51,28,0,11,0.3539956195068795,-0.3539956195068795,0.0,0.21568627450980393
2021,Consumer Cyclical,neutral,15,15,0,4,0.19344489529787678,-0.19344489529787678,0.0,0.26666666666666666
2021,Consumer Cyclical,severe_stress,93,50,1,20,0.6815124601987138,-0.6815124601987138,0.010752688172043012,0.21505376344086022
2021,Consumer Cyclical,stressed,94,50,0,21,0.36688305675988964,-0.36688305675988964,0.0,0.22340425531914893
2021,Consumer Defensive,neutral,7,7,0,4,0.19533137456003763,-0.19533137456003763,0.0,0.5714285714285714
2021,Consumer Defensive,severe_stress,29,14,0,12,0.6821636303011239,-0.6821636303011239,0.0,0.41379310344827586
2021,Consumer Defensive,stressed,24,15,0,11,0.3706872819096528,-0.3706872819096528,0.0,0.4583333333333333
2021,Consumer Discretionary,severe_stress,2,1,0,0,0.7675080480676792,-0.7675080480676792,0.0,0.0
2021,Consumer Discretionary,stressed,2,1,0,0,0.3699449343041261,-0.3699449343041261,0.0,0.0
2021,Energy,neutral,12,11,0,2,0.19236978954920092,-0.19236978954920092,0.0,0.16666666666666666
2021,Energy,severe_stress,78,38,0,22,0.7155733470539638,-0.7155733470539638,0.0,0.28205128205128205
2021,Energy,stressed,69,38,0,21,0.35464338430786785,-0.35464338430786785,0.0,0.30434782608695654
2021,Financial Services,neutral,16,16,0,8,0.19107930244874619,-0.19107930244874619,0.0,0.5
2021,Financial Services,severe_stress,145,72,0,47,0.7197773531477618,-0.7197773531477618,0.0,0.32413793103448274
2021,Financial Services,stressed,126,72,0,36,0.3535350233814094,-0.3535350233814094,0.0,0.2857142857142857
2021,Healthcare,neutral,16,16,0,9,0.19587889029759192,-0.19587889029759192,0.0,0.5625
2021,Healthcare,severe_stress,91,50,0,36,0.7066291271615124,-0.7066291271615124,0.0,0.3956043956043956
2021,Healthcare,stressed,94,50,0,36,0.36320269467309485,-0.36320269467309485,0.0,0.3829787234042553
2021,Industrials,neutral,42,41,0,16,0.17355660570273002,-0.17355660570273002,0.0,0.38095238095238093
2021,Industrials,severe_stress,202,101,1,79,0.6987236299699251,-0.6987236299699251,0.0049504950495049506,0.3910891089108911
2021,Industrials,stressed,165,101,2,74,0.36315855047122164,-0.36315855047122164,0.012121212121212121,0.4484848484848485
2021,Real Estate,neutral,5,5,0,5,0.1964309289981334,-0.1964309289981334,0.0,1.0
2021,Real Estate,severe_stress,76,35,0,49,0.6978281652958027,-0.6978281652958027,0.0,0.6447368421052632
2021,Real Estate,stressed,62,35,0,36,0.3420023052523772,-0.3420023052523772,0.0,0.5806451612903226
2021,Technology,neutral,31,30,0,16,0.17131097370832934,-0.17131097370832934,0.0,0.5161290322580645
2021,Technology,severe_stress,155,81,0,70,0.705053072635897,-0.705053072635897,0.0,0.45161290322580644
2021,Technology,stressed,136,81,0,59,0.3669769172123997,-0.3669769172123997,0.0,0.4338235294117647
2021,Utilities,neutral,6,6,0,3,0.18401602700325734,-0.18401602700325734,0.0,0.5
2021,Utilities,severe_stress,76,37,0,18,0.7225481660914106,-0.7225481660914106,0.0,0.23684210526315788
2021,Utilities,stressed,67,35,0,17,0.35758275998195954,-0.35758275998195954,0.0,0.2537313432835821
2022,Agriculture,neutral,1,1,0,0,0.22649923981327139,-0.22649923981327139,0.0,0.0
2022,Agriculture,severe_stress,6,2,0,3,1.5544717655196612,-1.5544717655196612,0.0,0.5
2022,Agriculture,stressed,1,1,0,1,0.34703309266675947,-0.34703309266675947,0.0,1.0
2022,Basic Materials,severe_stress,21,6,0,18,1.4416068373383475,-1.4416068373383475,0.0,0.8571428571428571
2022,Basic Materials,stressed,3,3,0,2,0.32443962100162216,-0.32443962100162216,0.0,0.6666666666666666
2022,Communication Services,neutral,3,3,0,1,0.20353880581747294,-0.20353880581747294,0.0,0.3333333333333333
2022,Communication Services,severe_stress,103,30,0,22,1.484552577270005,-1.484552577270005,0.0,0.21359223300970873
2022,Communication Services,stressed,13,13,0,3,0.33142493224084196,-0.33142493224084196,0.0,0.23076923076923078
2022,Consumer Cyclical,neutral,2,2,0,1,0.19132364899684418,-0.19132364899684418,0.0,0.5
2022,Consumer Cyclical,severe_stress,183,51,17,36,1.4959989883183682,-1.4959989883183682,0.09289617486338798,0.19672131147540983
2022,Consumer Cyclical,stressed,22,22,0,9,0.33329805979417915,-0.33329805979417915,0.0,0.4090909090909091
2022,Consumer Defensive,neutral,2,2,0,1,0.22649923981327139,-0.22649923981327139,0.0,0.5
2022,Consumer Defensive,severe_stress,52,15,0,24,1.4854396909484824,-1.4854396909484824,0.0,0.46153846153846156
2022,Consumer Defensive,stressed,6,6,0,3,0.3387075948195954,-0.3387075948195954,0.0,0.5
2022,Consumer Discretionary,severe_stress,3,1,0,0,1.601749798431859,-1.601749798431859,0.0,0.0
2022,Consumer Discretionary,stressed,1,1,0,0,0.34703309266675947,-0.34703309266675947,0.0,0.0
2022,Energy,neutral,3,3,0,1,0.2276229028483935,-0.2276229028483935,0.0,0.3333333333333333
2022,Energy,severe_stress,132,38,0,55,1.4563122829937714,-1.4563122829937714,0.0,0.4166666666666667
2022,Energy,stressed,16,16,0,6,0.37592059768724984,-0.37592059768724984,0.0,0.375
2022,Financial Services,neutral,4,4,0,2,0.22770945700097778,-0.22770945700097778,0.0,0.5
2022,Financial Services,severe_stress,243,71,8,73,1.478565068548366,-1.478565068548366,0.03292181069958848,0.3004115226337449
2022,Financial Services,stressed,37,37,0,10,0.3746363821785378,-0.3746363821785378,0.0,0.2702702702702703
2022,Healthcare,neutral,4,4,0,3,0.1728571704944183,-0.1728571704944183,0.0,0.75
2022,Healthcare,severe_stress,168,50,3,59,1.5119578938267029,-1.5119578938267029,0.017857142857142856,0.35119047619047616
2022,Healthcare,stressed,27,27,0,13,0.33284434492489046,-0.33284434492489046,0.0,0.48148148148148145
2022,Industrials,neutral,12,12,0,5,0.21575125872721576,-0.21575125872721576,0.0,0.4166666666666667
2022,Industrials,severe_stress,336,101,5,145,1.4987936718401305,-1.4987936718401305,0.01488095238095238,0.43154761904761907
2022,Industrials,stressed,58,58,0,25,0.3511762220680706,-0.3511762220680706,0.0,0.43103448275862066
2022,Real Estate,neutral,2,2,0,2,0.15439069199199237,-0.15439069199199237,0.0,1.0
2022,Real Estate,severe_stress,121,35,3,77,1.4941457960600413,-1.4941457960600413,0.024793388429752067,0.6363636363636364
2022,Real Estate,stressed,17,17,0,15,0.3931228863250209,-0.3931228863250209,0.0,0.8823529411764706
2022,Technology,neutral,2,2,0,2,0.19132364899684418,-0.19132364899684418,0.0,1.0
2022,Technology,severe_stress,290,82,1,128,1.4820419812579673,-1.4820419812579673,0.0034482758620689655,0.4413793103448276
2022,Technology,stressed,36,36,0,19,0.3508471516354638,-0.3508471516354638,0.0,0.5277777777777778
2022,Utilities,neutral,3,2,0,0,0.22649923981327139,-0.22649923981327139,0.0,0.0
2022,Utilities,severe_stress,130,36,0,31,1.4495808940249717,-1.4495808940249717,0.0,0.23846153846153847
2022,Utilities,stressed,14,14,0,3,0.3339555230159151,-0.3339555230159151,0.0,0.21428571428571427
2023,Agriculture,severe_stress,8,2,0,4,1.113007815146708,-1.113007815146708,0.0,0.5
2023,Basic Materials,severe_stress,24,6,0,20,1.160006108673047,-1.160006108673047,0.0,0.8333333333333334
2023,Communication Services,severe_stress,113,29,0,19,1.143902938269963,-1.143902938269963,0.0,0.168141592920354
2023,Consumer Cyclical,severe_stress,196,49,19,49,1.1866142891388525,-1.1866142891388525,0.09693877551020408,0.25
2023,Consumer Defensive,severe_stress,63,16,0,31,1.1753572482445998,-1.1753572482445998,0.0,0.49206349206349204
2023,Consumer Discretionary,severe_stress,4,1,0,3,1.0547136509266384,-1.0547136509266384,0.0,0.75
2023,Energy,severe_stress,140,35,0,66,1.1602782222410732,-1.1602782222410732,0.0,0.4714285714285714
2023,Financial Services,severe_stress,279,70,1,89,1.1555035093062662,-1.1555035093062662,0.0035842293906810036,0.31899641577060933
2023,Healthcare,severe_stress,198,51,11,87,1.1583367689118365,-1.1583367689118365,0.05555555555555555,0.4393939393939394
2023,Industrials,severe_stress,389,100,3,173,1.1835780380256637,-1.1835780380256637,0.007712082262210797,0.44473007712082263
2023,Real Estate,severe_stress,141,35,7,93,1.1473945030124124,-1.1473945030124124,0.04964539007092199,0.6595744680851063
2023,Technology,severe_stress,328,83,9,154,1.1559116582738898,-1.1559116582738898,0.027439024390243903,0.4695121951219512
2023,Utilities,severe_stress,139,34,2,36,1.1193509669287607,-1.1193509669287607,0.014388489208633094,0.2589928057553957
2024,Agriculture,severe_stress,8,2,0,4,0.9651975156638699,-0.9651975156638699,0.0,0.5
2024,Basic Materials,severe_stress,24,6,0,20,0.9467550002503994,-0.9467550002503994,0.0,0.8333333333333334
2024,Communication Services,severe_stress,106,27,0,17,0.9484295622351094,-0.9484295622351094,0.0,0.16037735849056603
2024,Consumer Cyclical,severe_stress,174,45,1,57,0.9234475241235247,-0.9234475241235247,0.005747126436781609,0.3275862068965517
2024,Consumer Defensive,severe_stress,64,16,0,30,0.9236875606250057,-0.9236875606250057,0.0,0.46875
2024,Consumer Discretionary,severe_stress,4,1,0,4,0.987873736871864,-0.987873736871864,0.0,1.0
2024,Energy,severe_stress,127,33,0,65,0.9547582968474818,-0.9547582968474818,0.0,0.5118110236220472
2024,Financial Services,severe_stress,268,69,0,100,0.9536789872211155,-0.9536789872211155,0.0,0.373134328358209
2024,Healthcare,severe_stress,184,47,0,93,0.9516549286245978,-0.9516549286245978,0.0,0.5054347826086957
2024,Industrials,severe_stress,379,96,3,162,0.9471899640871497,-0.9471899640871497,0.0079155672823219,0.42744063324538256
2024,Real Estate,severe_stress,125,31,0,96,0.9453987678067902,-0.9453987678067902,0.0,0.768
2024,Technology,severe_stress,315,79,0,168,0.9295681463678948,-0.9295681463678948,0.0,0.5333333333333333
2024,Utilities,severe_stress,133,33,3,37,0.9593982530406152,-0.9593982530406152,0.022556390977443608,0.2781954887218045
2025,Agriculture,severe_stress,6,2,0,2,0.6139500842101623,-0.6139500842101623,0.0,0.3333333333333333
2025,Agriculture,stressed,2,2,0,0,0.4651277928015422,-0.4651277928015422,0.0,0.0
2025,Basic Materials,severe_stress,17,6,0,9,0.6500472566579447,-0.6500472566579447,0.0,0.5294117647058824
2025,Basic Materials,stressed,7,4,0,1,0.46443279434610674,-0.46443279434610674,0.0,0.14285714285714285
2025,Communication Services,severe_stress,77,25,0,5,0.6350938847441531,-0.6350938847441531,0.0,0.06493506493506493
2025,Communication Services,stressed,25,16,0,4,0.4403614785678657,-0.4403614785678657,0.0,0.16
2025,Consumer Cyclical,severe_stress,109,40,0,19,0.6287524499016803,-0.6287524499016803,0.0,0.1743119266055046
2025,Consumer Cyclical,stressed,51,29,0,7,0.44060588926083305,-0.44060588926083305,0.0,0.13725490196078433
2025,Consumer Defensive,neutral,1,1,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Consumer Defensive,severe_stress,39,16,0,9,0.6514084485507272,-0.6514084485507272,0.0,0.23076923076923078
2025,Consumer Defensive,stressed,24,14,0,3,0.432695892238016,-0.432695892238016,0.0,0.125
2025,Consumer Discretionary,severe_stress,2,1,0,1,0.6774142737612459,-0.6774142737612459,0.0,0.5
2025,Consumer Discretionary,stressed,2,1,0,0,0.4933473199118246,-0.4933473199118246,0.0,0.0
2025,Energy,neutral,2,2,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Energy,severe_stress,80,28,0,23,0.6407834979014209,-0.6407834979014209,0.0,0.2875
2025,Energy,stressed,30,20,0,6,0.44084185590846287,-0.44084185590846287,0.0,0.2
2025,Financial Services,neutral,6,6,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Financial Services,severe_stress,170,64,0,40,0.6501579617684049,-0.6501579617684049,0.0,0.23529411764705882
2025,Financial Services,stressed,80,55,0,10,0.4558812717538407,-0.4558812717538407,0.0,0.125
2025,Healthcare,neutral,2,2,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Healthcare,severe_stress,110,42,0,27,0.6454505073744281,-0.6454505073744281,0.0,0.24545454545454545
2025,Healthcare,stressed,57,36,0,12,0.46176989545616526,-0.46176989545616526,0.0,0.21052631578947367
2025,Industrials,neutral,1,1,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Industrials,severe_stress,225,90,0,54,0.6550317270240599,-0.6550317270240599,0.0,0.24
2025,Industrials,stressed,135,78,0,20,0.4483353131427673,-0.4483353131427673,0.0,0.14814814814814814
2025,Real Estate,neutral,1,1,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Real Estate,severe_stress,74,30,0,28,0.6489254552763144,-0.6489254552763144,0.0,0.3783783783783784
2025,Real Estate,stressed,45,24,0,13,0.4516385599337356,-0.4516385599337356,0.0,0.28888888888888886
2025,Technology,neutral,2,2,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Technology,severe_stress,213,78,0,61,0.6279902919996065,-0.6279902919996065,0.0,0.2863849765258216
2025,Technology,stressed,97,61,0,16,0.4493069204022359,-0.4493069204022359,0.0,0.16494845360824742
2025,Utilities,neutral,1,1,0,0,0.13050191928281807,-0.13050191928281807,0.0,0.0
2025,Utilities,severe_stress,92,31,0,12,0.6391304999374001,-0.6391304999374001,0.0,0.13043478260869565
2025,Utilities,stressed,36,24,0,4,0.4502776859468203,-0.4502776859468203,0.0,0.1111111111111111
2026,Agriculture,severe_stress,2,2,0,0,0.6191980628457345,-0.6191980628457345,0.0,0.0
2026,Basic Materials,severe_stress,5,5,0,0,0.618565119701616,-0.618565119701616,0.0,0.0
2026,Basic Materials,stressed,1,1,0,0,0.30921647979460354,-0.30921647979460354,0.0,0.0
2026,Communication Services,severe_stress,15,15,0,0,0.644342310810245,-0.644342310810245,0.0,0.0
2026,Communication Services,stressed,9,9,0,0,0.4021012910954622,-0.4021012910954622,0.0,0.0
2026,Consumer Cyclical,severe_stress,22,22,0,0,0.6996793661331712,-0.6996793661331712,0.0,0.0
2026,Consumer Cyclical,stressed,17,17,0,0,0.4221566390709527,-0.4221566390709527,0.0,0.0
2026,Consumer Defensive,severe_stress,13,13,0,0,0.6735113111958442,-0.6735113111958442,0.0,0.0
2026,Consumer Defensive,stressed,3,3,0,0,0.4123984522448623,-0.4123984522448623,0.0,0.0
2026,Consumer Discretionary,severe_stress,1,1,0,0,0.6007257852686932,-0.6007257852686932,0.0,0.0
2026,Energy,severe_stress,19,19,0,0,0.6173847089217289,-0.6173847089217289,0.0,0.0
2026,Energy,stressed,9,9,0,0,0.409865623748319,-0.409865623748319,0.0,0.0
2026,Financial Services,severe_stress,51,50,0,0,0.6111784256580202,-0.6111784256580202,0.0,0.0
2026,Financial Services,stressed,14,14,0,0,0.3738069005511373,-0.3738069005511373,0.0,0.0
2026,Healthcare,severe_stress,32,32,0,0,0.5988943569759203,-0.5988943569759203,0.0,0.0
2026,Healthcare,stressed,10,10,0,0,0.3813383623931613,-0.3813383623931613,0.0,0.0
2026,Industrials,severe_stress,58,58,0,0,0.6003256285859664,-0.6003256285859664,0.0,0.0
2026,Industrials,stressed,30,30,0,0,0.4190283901976929,-0.4190283901976929,0.0,0.0
2026,Real Estate,severe_stress,23,23,0,0,0.6203979601209518,-0.6203979601209518,0.0,0.0
2026,Real Estate,stressed,7,7,0,0,0.40185737646604586,-0.40185737646604586,0.0,0.0
2026,Technology,severe_stress,59,58,0,0,0.6412460241286566,-0.6412460241286566,0.0,0.0
2026,Technology,stressed,21,21,0,0,0.39197505293562057,-0.39197505293562057,0.0,0.0
2026,Utilities,severe_stress,25,24,0,0,0.6100294014093,-0.6100294014093,0.0,0.0
2026,Utilities,stressed,8,8,0,0,0.42617396290503734,-0.42617396290503734,0.0,0.0
