model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp
logistic_l2,train,17156,1557,0.890291538156671,0.9500560429021458,0.704144455622528,0.7333836858006042,0.6236351958895312,0.6740715029503646,15246,353,586,971
logistic_l2,validation,6032,836,0.890291538156671,0.8058245945537788,0.5165349482255189,0.5168539325842697,0.5502392344497608,0.5330243337195828,4766,430,376,460
logistic_l2,test,5735,575,0.890291538156671,0.813659588810246,0.4171537790750046,0.1656957928802589,0.8904347826086957,0.279399727148704,2582,2578,63,512
random_forest,train,17156,1557,0.35355880615591984,0.9977698947567698,0.9767000051245616,0.7410756782484531,1.0,0.8512848551120831,15055,544,0,1557
random_forest,validation,6032,836,0.35355880615591984,0.9208044649730562,0.7108311128398855,0.6339937434827946,0.7272727272727273,0.6774373259052926,4845,351,228,608
random_forest,test,5735,575,0.35355880615591984,0.9540138186720593,0.7578791892959569,0.6691176470588235,0.7913043478260869,0.7250996015936254,4935,225,120,455
gradient_boosting,train,17156,1557,0.7822630281145401,0.9770724767323038,0.8284365394795112,0.7030033370411568,0.8118175979447656,0.7535022354694486,15065,534,293,1264
gradient_boosting,validation,6032,836,0.7822630281145401,0.9200071319122917,0.6877371252982405,0.6541524459613197,0.687799043062201,0.6705539358600584,4892,304,261,575
gradient_boosting,test,5735,575,0.7822630281145401,0.9405894843276036,0.7214871628578453,0.6609375,0.7356521739130435,0.6962962962962963,4943,217,152,423
