model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp
logistic_l2,train,11092,4506,0.28911534299435815,0.8959812533250198,0.8546638707392847,0.6313743083595035,0.9369729249889037,0.7544000714732422,4121,2465,284,4222
logistic_l2,validation,4210,1667,0.28911534299435815,0.826834475810304,0.7225591487421765,0.6419694072657743,0.8056388722255549,0.7145517424847033,1794,749,324,1343
logistic_l2,test,4098,1678,0.28911534299435815,0.8570410465036102,0.7700337434526944,0.7162550258472142,0.7431466030989273,0.7294530564492542,1926,494,431,1247
random_forest,train,11092,4506,0.4066518442963086,0.9959676870425085,0.9942045357397015,0.9105939987752603,0.9900133155792277,0.9486443381180224,6148,438,45,4461
random_forest,validation,4210,1667,0.4066518442963086,0.9134571040962866,0.8746814967968717,0.735474006116208,0.865626874625075,0.7952604023146873,2024,519,224,1443
random_forest,test,4098,1678,0.4066518442963086,0.8978866025079049,0.8521350358779484,0.7090222012281531,0.8945172824791419,0.7910408432147563,1804,616,177,1501
gradient_boosting,train,11092,4506,0.4351484519036852,0.9474809475613646,0.9268140145572306,0.78300803673938,0.9081225033288948,0.8409371146732428,5452,1134,414,4092
gradient_boosting,validation,4210,1667,0.4351484519036852,0.9065586017676528,0.8594699562047494,0.736732570239334,0.8494301139772046,0.7890777375313458,2037,506,251,1416
gradient_boosting,test,4098,1678,0.4351484519036852,0.8998981717708014,0.8546067364306824,0.7096310493531385,0.8825983313468415,0.7867197875166002,1814,606,197,1481
