target,target_family,model,calibrator,split,threshold_type,threshold_label,threshold,rows,positives,selected_rows,selected_share,precision,recall,f1,base_rate,lift_vs_base_rate
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,top_rank_share,top_5pct,0.6126126126126126,5734,575,287,0.05,0.8292682926829268,0.41391304347826086,0.5522041763341067,0.10027903732124172,8.269607635206787
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,top_rank_share,top_10pct,0.3829787234042553,5734,575,574,0.1,0.7386759581881533,0.7373913043478261,0.7380330722367276,0.10027903732124172,7.366205120436298
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.10,0.1,5734,575,1222,0.21311475409836064,0.42635024549918166,0.9060869565217391,0.5798553144129104,0.10027903732124172,4.251638795986622
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.25,0.25,5734,575,823,0.1435298221137077,0.5844471445929527,0.8365217391304348,0.6881258941344778,0.10027903732124172,5.828208568862593
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.50,0.5,5734,575,569,0.09923264736658528,0.7416520210896309,0.7339130434782609,0.7377622377622377,0.10027903732124172,7.395882937265989
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.75,0.75,5734,575,209,0.03644925008719916,0.8660287081339713,0.31478260869565217,0.461734693877551,0.10027903732124172,8.636188891200332
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,probability_threshold,p_ge_0.90,0.9,5734,575,141,0.02459016393442623,0.9290780141843972,0.22782608695652173,0.3659217877094972,0.10027903732124172,9.264927536231884
failure_pressure_conservative_v2_next_4obs,production,random_forest,isotonic_validation,test,split_f1_optimal_diagnostic,diagnostic_split_f1_optimal,0.5,5734,575,569,0.09923264736658528,0.7416520210896309,0.7339130434782609,0.7377622377622377,0.10027903732124172,7.395882937265989
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,top_rank_share,top_1pct,1.0,4190,2414,42,0.01,1.0,0.01739850869925435,0.03420195439739414,0.5761336515513127,1.7357083678541838
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,top_rank_share,top_5pct,0.9791666666666666,4190,2414,210,0.05,0.9952380952380953,0.08657829328914664,0.15929878048780488,0.5761336515513127,1.727443089912021
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,top_rank_share,top_10pct,0.9725274725274725,4190,2414,419,0.1,0.9880668257756563,0.17149958574979288,0.2922696787857395,0.5761336515513127,1.7149958574979285
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.10,0.1,4190,2414,3003,0.7167064439140811,0.7938727938727939,0.9875724937862469,0.8801919881853424,0.5761336515513127,1.3779316513367879
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.25,0.25,4190,2414,2818,0.6725536992840095,0.8349893541518808,0.9747307373653686,0.8994648318042815,0.5761336515513127,1.44929800907058
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.50,0.5,4190,2414,2598,0.6200477326968974,0.8783679753656659,0.9453189726594863,0.9106145251396648,0.5761336515513127,1.5245906448973239
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.75,0.75,4190,2414,2200,0.5250596658711217,0.9277272727272727,0.8454846727423364,0.8846987429562202,0.5761336515513127,1.6102639903592677
success_resilience_next_4q,production,random_forest,isotonic_validation,validation,probability_threshold,p_ge_0.90,0.9,4190,2414,1763,0.420763723150358,0.9489506522972206,0.6930405965202983,0.801053387598755,0.5761336515513127,1.647101587872972
