target,target_family,model,calibrator,feature,feature_clean,base_feature,feature_group,reason_code,test_spearman_feature_vs_score,test_top_decile_mean,test_rest_mean,test_top_decile_minus_rest,test_positive_class_mean,test_negative_class_mean,test_positive_minus_negative,direction_label,direction_interpretation
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__roa_lag1,roa_lag1,roa_lag1,firm_trend,firm_momentum_or_deterioration,0.46965275509508914,0.14133521055594123,0.043822121298245316,0.09751308925769592,0.1301950600045671,-0.04521819787218029,0.17541325787674739,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__total_equity,total_equity,total_equity,accounting_fundamental,asset_base_liquidity_and_investment,0.34896277824139693,0.3744913263990426,0.197400086260193,0.17709124013884958,0.2863651651427521,0.14406319161975328,0.14230197352299884,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cfo_assets,cfo_assets,cfo_assets,financial_quality_cashflow,cash_flow_quality,0.397362629821571,0.2441659187041007,0.025347224562596565,0.21881869414150415,0.21544757697574463,-0.1685212514428698,0.38396882841861446,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__net_income,net_income,net_income,accounting_fundamental,earnings_and_scale,0.3120228601932304,0.708787732168305,0.3130513640432525,0.39573636812505253,0.5740596756494647,0.09458013670321759,0.4794795389462471,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__operating_income,operating_income,operating_income,accounting_fundamental,earnings_and_scale,0.4431052251292074,0.919985842752696,0.28469368916055865,0.6352921535921374,0.7037715131219909,-0.06613945426649495,0.7699109673884859,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__net_income_negative_count_prior_4obs,net_income_negative_count_prior_4obs,net_income_negative_count_prior_4obs,accounting_fundamental,accounting_fundamentals,-0.39984624467223734,-0.4873931224346069,0.22165039725592564,-0.7090435196905326,-0.22355041645169876,0.5772549728480946,-0.8008053892997933,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__operating_margin,operating_margin,operating_margin,financial_ratio,profitability_and_efficiency,0.3947429862709503,0.08776272194464368,0.03581176613947677,0.05195095580516691,0.06863269097472771,0.009435372425669563,0.059197318549058145,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__net_margin,net_margin,net_margin,financial_ratio,profitability_and_efficiency,0.41066535788807307,0.08789405646538859,0.0649278512035586,0.02296620526182999,0.06607078668846501,0.07460162317431897,-0.008530836485853954,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__net_margin_lag1,net_margin_lag1,net_margin_lag1,firm_trend,firm_momentum_or_deterioration,0.3978391135144945,0.08942487744223217,0.06812121722143492,0.021303660220797244,0.06206928154454207,0.08844639899029033,-0.026377117445748263,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__operating_margin_lag1,operating_margin_lag1,operating_margin_lag1,firm_trend,firm_momentum_or_deterioration,0.3832812084984911,0.08594620233867917,0.03508549756971932,0.05086070476895985,0.06398963254952417,0.014414873931087951,0.049574758618436215,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cash_flow_operating,cash_flow_operating,cash_flow_operating,accounting_fundamental,asset_base_liquidity_and_investment,0.3149327118881859,0.423649750947582,0.1281148819031868,0.2955348690443952,0.3305442115740679,-0.04702401958888921,0.37756823116295707,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__total_assets,total_assets,total_assets,accounting_fundamental,asset_base_liquidity_and_investment,0.08226095518264911,-0.07084571700933376,0.2199963323357709,-0.29084204934510466,-0.057552228233905184,0.517382788072906,-0.5749350163068112,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__total_liabilities,total_liabilities,total_liabilities,accounting_fundamental,balance_sheet_obligations,-0.02928694130373631,-0.13198387169758352,0.2175920471301883,-0.34957591882777184,-0.10595970440352637,0.5589993015806158,-0.6649590059841421,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cfo_margin,cfo_margin,cfo_margin,financial_quality_cashflow,cash_flow_quality,0.31255051118486005,0.10118570330961052,0.09642760237246606,0.0047581009371444605,0.06896400866777048,0.14264449143005056,-0.07368048276228008,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__accruals_assets,accruals_assets,accruals_assets,financial_quality_cashflow,cash_flow_quality,-0.010962685038320766,0.05044558728446084,0.03777767776164936,0.01266790952281148,0.055131296386222196,0.016421680140147787,0.03870961624607441,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cash_assets,cash_assets,cash_assets,financial_ratio,balance_sheet_leverage_liquidity,-0.18867552456332853,-0.3759033783060956,0.06325149625883889,-0.4391548745649345,-0.1266332675592547,0.1464647048142347,-0.27309797237348943,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__current_liabilities,current_liabilities,current_liabilities,accounting_fundamental,balance_sheet_obligations,0.2823683376716969,0.6255447838110174,0.5280576496693962,0.09748713414162125,0.7836684339825144,0.1688831513457241,0.6147852826367903,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__current_assets,current_assets,current_assets,accounting_fundamental,asset_base_liquidity_and_investment,0.3182064441861525,0.6027612170535931,0.3567015327432748,0.24605968431031827,0.6382144069686128,0.030567358559751928,0.6076470484088609,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__total_revenue,total_revenue,total_revenue,accounting_fundamental,earnings_and_scale,0.22764535651759674,0.41639947390270754,0.3705935704928257,0.04580590340988183,0.5953535423336772,0.034785999547504845,0.5605675427861724,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cash_assets_lag1,cash_assets_lag1,cash_assets_lag1,firm_trend,firm_momentum_or_deterioration,-0.19921349018584217,-0.3817322851932186,0.10626627697387586,-0.4879985621670945,-0.10381354609611364,0.1972593378019307,-0.3010728838980443,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cash_equivalents,cash_equivalents,cash_equivalents,accounting_fundamental,asset_base_liquidity_and_investment,-0.04532565106330299,0.03557537738421731,0.669118943143487,-0.6335435657592696,0.08632202300247586,1.2821402032124534,-1.1958181802099774,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__receivables_assets,receivables_assets,receivables_assets,financial_ratio,profitability_and_efficiency,0.022537347801658145,-0.0602937743365688,0.03228057994881624,-0.09257435428538505,0.02288433939531677,0.0009306657452252128,0.021953673650091557,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__total_revenue_growth_4obs,total_revenue_growth_4obs,total_revenue_growth_4obs,firm_trend,firm_momentum_or_deterioration,0.1092309427147383,0.005934809754169614,0.07772467984157272,-0.0717898700874031,0.03960286378667516,0.1026295071308912,-0.06302664334421604,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__capex,capex,capex,accounting_fundamental,asset_base_liquidity_and_investment,0.2764904456479365,0.5767110434576773,0.13503965383228347,0.4416713896253939,0.3995945971138065,-0.06609502745655095,0.46568962457035745,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,cat__Sector_Financial Services,Sector: Financial Services,Sector,industry_sector,sector_positioning,-0.3050080451793277,0.08041504539559015,0.22249767585993183,-0.14208263046434166,0.12205044751830757,0.3116883116883117,-0.1896378641700041,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__inventory_assets,inventory_assets,inventory_assets,financial_ratio,profitability_and_efficiency,0.0696570234198785,-0.019998015147643468,0.08131451910610309,-0.10131253425374656,0.06179749420063111,0.0617436641113054,5.383008932571126e-05,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__capex_intensity_assets,capex_intensity_assets,capex_intensity_assets,financial_quality_cashflow,cash_flow_quality,0.20525334769460582,0.005406402854225889,-0.05809531366826003,0.06350171652248593,-0.011249653814760107,-0.10107376073388744,0.08982410691912733,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__leverage_assets_change_4obs,leverage_assets_change_4obs,leverage_assets_change_4obs,firm_trend,firm_momentum_or_deterioration,-0.21764629255756796,-0.073399951632378,0.02056986724975888,-0.09396981888213687,-0.07405053392588523,0.12454792941313919,-0.19859846333902442,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__current_ratio_lag1,current_ratio_lag1,current_ratio_lag1,firm_trend,firm_momentum_or_deterioration,0.010670693323386998,-0.10945922944107382,0.0011586076586488532,-0.11061783709972267,-0.03718824995308197,0.006983428181861959,-0.04417167813494392,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__working_capital_assets,working_capital_assets,working_capital_assets,financial_quality_cashflow,cash_flow_quality,-0.0014190065407388695,-0.12414694862344809,-0.06317248217497205,-0.06097446644847604,-0.03990841545451133,-0.13083117674034056,0.09092276128582924,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__current_ratio,current_ratio,current_ratio,financial_ratio,balance_sheet_leverage_liquidity,0.018238138557335064,-0.12353766911802172,-0.023404181581987354,-0.10013348753603436,-0.04732942356566035,-0.03534877514978887,-0.01198064841587148,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__total_assets_growth_4obs,total_assets_growth_4obs,total_assets_growth_4obs,firm_trend,firm_momentum_or_deterioration,0.22758364691896393,-0.05387237081332094,0.026687813770541205,-0.08056018458386215,-0.025520304257288406,0.0696849902629096,-0.095205294520198,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__long_term_debt,long_term_debt,long_term_debt,accounting_fundamental,balance_sheet_obligations,0.09374031610950968,0.0449015244163421,0.1043173966525459,-0.0594158722362038,0.03456798696689805,0.18589818334943498,-0.15133019638253692,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cash_to_current_liabilities,cash_to_current_liabilities,cash_to_current_liabilities,financial_quality_cashflow,cash_flow_quality,-0.05443592061270566,-0.164143097561639,0.05454792004894312,-0.21869101761058213,-0.019837102016198233,0.0637866276193059,-0.08362372963550413,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__gross_margin,gross_margin,gross_margin,financial_ratio,profitability_and_efficiency,0.11797674941858913,0.1712175308002872,0.09042907954291472,0.08078845125737248,0.14934472947159094,0.03684026681223166,0.11250446265935929,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__roa_change_4obs,roa_change_4obs,roa_change_4obs,firm_trend,firm_momentum_or_deterioration,0.09004463628622994,0.01956858476859308,0.0005142128926220598,0.019054371875971022,0.01795984721090194,-0.017791273106052153,0.03575112031695409,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__capex_intensity_revenue,capex_intensity_revenue,capex_intensity_revenue,financial_quality_cashflow,cash_flow_quality,0.11478478152557617,-0.003728044030915664,0.04643524653465798,-0.05016329056557364,-0.007465292307861415,0.10735188773521342,-0.11481718004307484,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cash_assets_change_4obs,cash_assets_change_4obs,cash_assets_change_4obs,firm_trend,firm_momentum_or_deterioration,0.07076869409617204,0.029380809240831234,-0.16413059232735147,0.1935114015681827,-0.07876848909786119,-0.20349602033320752,0.12472753123534633,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__total_liabilities_growth_4obs,total_liabilities_growth_4obs,total_liabilities_growth_4obs,firm_trend,firm_momentum_or_deterioration,0.05262951469526911,-0.13945269672880586,-0.07915076251109321,-0.060301934217712655,-0.10354339167662631,-0.07040771627276597,-0.03313567540386034,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__gross_profit,gross_profit,gross_profit,accounting_fundamental,earnings_and_scale,0.17702790585567513,0.26037338078933403,0.26483470922227226,-0.0044613284329382275,0.4171693851728359,0.019459178242869184,0.3977102069299667,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__debt_to_cfo,debt_to_cfo,debt_to_cfo,financial_quality_cashflow,cash_flow_quality,-0.10085666909141583,-0.10541441195583233,0.05707019789660381,-0.16248460985243612,-0.03997216759306882,0.1306120811286733,-0.17058424872174213,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__net_margin_change_4obs,net_margin_change_4obs,net_margin_change_4obs,firm_trend,firm_momentum_or_deterioration,0.062184051031835934,-0.0022161457178946327,0.016453740970767274,-0.018669886688661905,-0.003234037211661437,0.0385304137859955,-0.04176445099765694,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__current_liabilities_growth_4obs,current_liabilities_growth_4obs,current_liabilities_growth_4obs,firm_trend,firm_momentum_or_deterioration,0.05846927654829989,-0.03771614414839583,0.11936301517062123,-0.15707915931901706,-0.017557982668312662,0.25926157416616497,-0.2768195568344776,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__gross_margin_lag1,gross_margin_lag1,gross_margin_lag1,firm_trend,firm_momentum_or_deterioration,0.11822404873557162,0.1718798902555622,0.09192231255624123,0.07995757769932096,0.15128533175915668,0.03720347567663754,0.11408185608251914,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__short_term_debt,short_term_debt,short_term_debt,accounting_fundamental,balance_sheet_obligations,0.1399010251764472,-0.05002287971292215,0.027325925993288067,-0.07734880570621022,-0.04909016593112612,0.11056931868856205,-0.15965948461968818,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__DCOILWTICO_yoy_pct,DCOILWTICO_yoy_pct,DCOILWTICO_yoy_pct,macro_conditions,macro_price_policy_conditions,-0.020075393131173968,0.02526096088588434,0.06496017219251442,-0.03969921130663008,0.020064780574351945,0.11674249730941802,-0.09667771673506607,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__current_assets_growth_4obs,current_assets_growth_4obs,current_assets_growth_4obs,firm_trend,firm_momentum_or_deterioration,0.1415534111887597,-0.04715190590759869,-0.08270860608528266,0.03555670017768397,-0.028700437186224975,-0.15110981603131474,0.12240937884508976,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__DTWEXBGS,DTWEXBGS,DTWEXBGS,macro_conditions,macro_price_policy_conditions,0.036680061837369465,2.0662561077692674,2.0667912988168355,-0.000535191047568162,2.075687924013389,2.0523234176280023,0.023364506385386896,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,cat__Sector_Real Estate,Sector: Real Estate,Sector,industry_sector,sector_positioning,0.17184069601143392,0.20752269779507135,0.06600557793616361,0.14151711985890775,0.11594792514239219,0.05714285714285714,0.05880506799953505,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__DTWEXBGS_yoy_pct,DTWEXBGS_yoy_pct,DTWEXBGS_yoy_pct,macro_conditions,macro_price_policy_conditions,-0.03634757923748629,0.24394799183078142,0.34975068547757837,-0.10580269364679695,0.31443326953249917,0.3531509007966201,-0.03871763126412092,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__cash_equivalents_growth_4obs,cash_equivalents_growth_4obs,cash_equivalents_growth_4obs,firm_trend,firm_momentum_or_deterioration,0.07656970894923017,-0.032120233158513,-0.05133959004724568,0.019219356888732678,-0.04020083437998289,-0.05949604281927102,0.019295208439288128,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__VIXCLS,VIXCLS,VIXCLS,macro_conditions,macro_price_policy_conditions,-0.03476355119345502,0.48363220397038237,0.5748768784964254,-0.09124467452604307,0.5272170193382638,0.6052653783348554,-0.07804835899659157,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__missingindicator_net_margin,Missing value: net_margin,net_margin,missingness_indicator,data_availability_signal,-0.36370854363147614,-0.35253835058368765,-0.11539637506044159,-0.23714197552324606,-0.3573628882634716,0.15208234333217202,-0.5094452315956437,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__DCOILWTICO,DCOILWTICO,DCOILWTICO,macro_conditions,macro_price_policy_conditions,-0.027867304940787384,0.3549904429739249,0.4011735481808275,-0.04618310520690261,0.3726728587931991,0.4235420679212616,-0.050869209128062476,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__BAMLH0A0HYM2,BAMLH0A0HYM2,BAMLH0A0HYM2,macro_conditions,credit_and_financial_conditions,-0.08748621267143065,-0.939336558966673,-0.821021778731936,-0.11831478023473696,-0.8707904310423814,-0.800820056772136,-0.06997037427024544,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
quality_success_cashflow_next_4obs,validated_secondary_production,random_forest,isotonic_validation,num__HOUST,HOUST,HOUST,macro_conditions,real_activity_conditions,-0.045850842287906646,1.9267765027732817,1.9491585914456169,-0.022382088672335154,1.9309068304939052,1.9670847200514197,-0.03617788955751444,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__net_margin_lag1,net_margin_lag1,net_margin_lag1,firm_trend,firm_momentum_or_deterioration,0.6938188790781668,0.10016919417901807,0.03777919354297251,0.06239000063604556,0.06643239209170976,0.03678595701081524,0.02964643508089452,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__roa_lag1,roa_lag1,roa_lag1,firm_trend,firm_momentum_or_deterioration,0.6595566122170367,0.18982881816791897,0.009111492036979365,0.1807173261309396,0.13954430179337715,-0.014668286880363179,0.15421258867374033,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__operating_margin_lag1,operating_margin_lag1,operating_margin_lag1,firm_trend,firm_momentum_or_deterioration,0.6581037806300193,0.11373281958978829,0.04109986119258902,0.07263295839719927,0.0737506790621066,0.04025490012961316,0.03349577893249344,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__equity_assets,equity_assets,equity_assets,financial_ratio,balance_sheet_leverage_liquidity,0.24388839532710035,0.06480027128802238,-0.07010758252946543,0.13490785381748782,0.03733158349837118,-0.09229652756892462,0.1296281110672958,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__operating_margin,operating_margin,operating_margin,financial_ratio,profitability_and_efficiency,0.5312135777048347,0.09115043362635603,0.04376542873557073,0.047385004890785294,0.06002387563649412,0.0454361948104501,0.014587680826044017,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__total_equity,total_equity,total_equity,accounting_fundamental,asset_base_liquidity_and_investment,0.28861412635150535,0.1748030937177291,0.2845012714437033,-0.1096981777259742,0.36475425321292887,0.2286847286269393,0.13606952458598956,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__net_margin,net_margin,net_margin,financial_ratio,profitability_and_efficiency,0.45601710469177686,0.08944905410189588,0.051737320186256326,0.037711733915639555,0.061094295278676033,0.054645601624520014,0.006448693654156019,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__total_assets,total_assets,total_assets,accounting_fundamental,asset_base_liquidity_and_investment,0.19771817215053014,-0.08480195908257156,0.22420451241334502,-0.3090064714959166,0.02985531247583144,0.2522291496457391,-0.22237383716990766,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__receivables_assets,receivables_assets,receivables_assets,financial_ratio,profitability_and_efficiency,-0.14070721783703793,-0.24485460378028012,-0.02517382969877257,-0.21968077408150755,-0.19270233669437475,0.007687251243073086,-0.20038958793744785,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__roa,roa,roa,financial_ratio,profitability_and_efficiency,0.43921960751144595,0.13529308160900227,0.025689405187272966,0.1096036764217293,0.11053425294015878,0.00873856980487568,0.1017956831352831,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__net_income_negative_count_prior_4obs,net_income_negative_count_prior_4obs,net_income_negative_count_prior_4obs,accounting_fundamental,accounting_fundamentals,-0.43630471175975627,-0.553098003288612,0.2817108694151255,-0.8348088727037375,-0.2491827581475431,0.3599960901303591,-0.6091788482779021,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__total_revenue,total_revenue,total_revenue,accounting_fundamental,earnings_and_scale,0.22945611011275338,0.062464021980640376,0.3241573990209359,-0.2616933770402955,0.40374054467566556,0.24029632793250078,0.16344421674316478,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__operating_income,operating_income,operating_income,accounting_fundamental,earnings_and_scale,0.43572798270452245,0.38936684947694583,0.019016471390201954,0.37035037808674387,0.20364493763759037,0.0067128858442882,0.19693205179330217,higher_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__inventory_assets,inventory_assets,inventory_assets,financial_ratio,profitability_and_efficiency,-0.16821037669694439,-0.2552092855682018,0.018010938887706277,-0.2732202244559081,-0.16517216414506755,0.04778766524784564,-0.2129598293929132,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__current_liabilities,current_liabilities,current_liabilities,accounting_fundamental,balance_sheet_obligations,0.3307899027808821,0.5042946009371174,0.5260942930803344,-0.021799692143216975,0.6406975720716072,0.47153019584740863,0.16916737622419853,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__leverage_assets,leverage_assets,leverage_assets,financial_ratio,balance_sheet_leverage_liquidity,-0.21113477224814978,-0.04337499680535848,0.05267530377895902,-0.0960503005843175,-0.053266187397469064,0.08144934173346012,-0.13471552913092918,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
sector_relative_improvement_next_4obs,robustness_extension,random_forest,isotonic_validation,num__total_liabilities,total_liabilities,total_liabilities,accounting_fundamental,balance_sheet_obligations,0.14191739932153027,-0.15340968141682723,0.2026202361764448,-0.35602991759327207,-0.047959778247484305,0.24665519885424725,-0.29461497710173157,lower_values_associated_with_higher_model_score,Association with model score on the temporal test split; not a causal effect.
