target,prediction_year,Sector,rows,known_rows,positives,positive_share_known
industry_relative_resilience_next_4obs,2011,Consumer Discretionary,4,4,0,0.0
industry_relative_resilience_next_4obs,2011,Energy,144,78,40,0.5128205128205128
industry_relative_resilience_next_4obs,2011,Financial Services,259,246,114,0.4634146341463415
industry_relative_resilience_next_4obs,2011,Healthcare,153,62,25,0.4032258064516129
industry_relative_resilience_next_4obs,2011,Industrials,351,203,86,0.4236453201970443
industry_relative_resilience_next_4obs,2011,Real Estate,101,91,37,0.4065934065934066
industry_relative_resilience_next_4obs,2011,Technology,232,162,59,0.36419753086419754
industry_relative_resilience_next_4obs,2011,Utilities,134,53,21,0.39622641509433965
industry_relative_resilience_next_4obs,2012,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2012,Basic Materials,20,16,8,0.5
industry_relative_resilience_next_4obs,2012,Communication Services,115,55,10,0.18181818181818182
industry_relative_resilience_next_4obs,2012,Consumer Cyclical,191,103,35,0.33980582524271846
industry_relative_resilience_next_4obs,2012,Consumer Defensive,56,32,8,0.25
industry_relative_resilience_next_4obs,2012,Consumer Discretionary,4,4,3,0.75
industry_relative_resilience_next_4obs,2012,Energy,164,98,48,0.4897959183673469
industry_relative_resilience_next_4obs,2012,Financial Services,272,260,115,0.4423076923076923
industry_relative_resilience_next_4obs,2012,Healthcare,185,89,30,0.33707865168539325
industry_relative_resilience_next_4obs,2012,Industrials,374,207,95,0.45893719806763283
industry_relative_resilience_next_4obs,2012,Real Estate,120,107,33,0.308411214953271
industry_relative_resilience_next_4obs,2012,Technology,256,178,62,0.34831460674157305
industry_relative_resilience_next_4obs,2012,Utilities,145,60,15,0.25
industry_relative_resilience_next_4obs,2013,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2013,Basic Materials,20,16,8,0.5
industry_relative_resilience_next_4obs,2013,Communication Services,117,54,24,0.4444444444444444
industry_relative_resilience_next_4obs,2013,Consumer Cyclical,190,106,41,0.3867924528301887
industry_relative_resilience_next_4obs,2013,Consumer Defensive,57,34,11,0.3235294117647059
industry_relative_resilience_next_4obs,2013,Consumer Discretionary,4,4,1,0.25
industry_relative_resilience_next_4obs,2013,Energy,166,100,41,0.41
industry_relative_resilience_next_4obs,2013,Financial Services,275,263,125,0.4752851711026616
industry_relative_resilience_next_4obs,2013,Healthcare,191,88,34,0.38636363636363635
industry_relative_resilience_next_4obs,2013,Industrials,390,221,99,0.4479638009049774
industry_relative_resilience_next_4obs,2013,Real Estate,118,110,34,0.3090909090909091
industry_relative_resilience_next_4obs,2013,Technology,273,187,75,0.40106951871657753
industry_relative_resilience_next_4obs,2013,Utilities,148,60,24,0.4
industry_relative_resilience_next_4obs,2014,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2014,Basic Materials,20,16,5,0.3125
industry_relative_resilience_next_4obs,2014,Communication Services,119,57,24,0.42105263157894735
industry_relative_resilience_next_4obs,2014,Consumer Cyclical,193,110,41,0.37272727272727274
industry_relative_resilience_next_4obs,2014,Consumer Defensive,56,36,11,0.3055555555555556
industry_relative_resilience_next_4obs,2014,Consumer Discretionary,4,4,0,0.0
industry_relative_resilience_next_4obs,2014,Energy,168,103,41,0.39805825242718446
industry_relative_resilience_next_4obs,2014,Financial Services,274,262,127,0.4847328244274809
industry_relative_resilience_next_4obs,2014,Healthcare,193,93,29,0.3118279569892473
industry_relative_resilience_next_4obs,2014,Industrials,376,210,91,0.43333333333333335
industry_relative_resilience_next_4obs,2014,Real Estate,124,116,43,0.3706896551724138
industry_relative_resilience_next_4obs,2014,Technology,265,189,78,0.4126984126984127
industry_relative_resilience_next_4obs,2014,Utilities,145,56,19,0.3392857142857143
industry_relative_resilience_next_4obs,2015,Agriculture,8,4,1,0.25
industry_relative_resilience_next_4obs,2015,Basic Materials,20,16,5,0.3125
industry_relative_resilience_next_4obs,2015,Communication Services,117,61,15,0.2459016393442623
industry_relative_resilience_next_4obs,2015,Consumer Cyclical,197,116,43,0.3706896551724138
industry_relative_resilience_next_4obs,2015,Consumer Defensive,59,39,11,0.28205128205128205
industry_relative_resilience_next_4obs,2015,Consumer Discretionary,4,4,2,0.5
industry_relative_resilience_next_4obs,2015,Energy,172,110,39,0.35454545454545455
industry_relative_resilience_next_4obs,2015,Financial Services,280,268,135,0.503731343283582
industry_relative_resilience_next_4obs,2015,Healthcare,189,89,32,0.3595505617977528
industry_relative_resilience_next_4obs,2015,Industrials,377,215,96,0.44651162790697674
industry_relative_resilience_next_4obs,2015,Real Estate,123,115,35,0.30434782608695654
industry_relative_resilience_next_4obs,2015,Technology,273,197,79,0.4010152284263959
industry_relative_resilience_next_4obs,2015,Utilities,148,58,22,0.3793103448275862
industry_relative_resilience_next_4obs,2016,Agriculture,8,4,4,1.0
industry_relative_resilience_next_4obs,2016,Basic Materials,20,16,8,0.5
industry_relative_resilience_next_4obs,2016,Communication Services,120,61,18,0.29508196721311475
industry_relative_resilience_next_4obs,2016,Consumer Cyclical,190,113,35,0.30973451327433627
industry_relative_resilience_next_4obs,2016,Consumer Defensive,59,39,14,0.358974358974359
industry_relative_resilience_next_4obs,2016,Consumer Discretionary,4,4,0,0.0
industry_relative_resilience_next_4obs,2016,Energy,164,89,32,0.3595505617977528
industry_relative_resilience_next_4obs,2016,Financial Services,281,269,134,0.49814126394052044
industry_relative_resilience_next_4obs,2016,Healthcare,191,94,38,0.40425531914893614
industry_relative_resilience_next_4obs,2016,Industrials,373,210,97,0.46190476190476193
industry_relative_resilience_next_4obs,2016,Real Estate,130,120,47,0.39166666666666666
industry_relative_resilience_next_4obs,2016,Technology,265,192,81,0.421875
industry_relative_resilience_next_4obs,2016,Utilities,145,58,22,0.3793103448275862
industry_relative_resilience_next_4obs,2017,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2017,Basic Materials,21,16,6,0.375
industry_relative_resilience_next_4obs,2017,Communication Services,119,62,17,0.27419354838709675
industry_relative_resilience_next_4obs,2017,Consumer Cyclical,200,122,32,0.26229508196721313
industry_relative_resilience_next_4obs,2017,Consumer Defensive,62,42,20,0.47619047619047616
industry_relative_resilience_next_4obs,2017,Consumer Discretionary,4,4,0,0.0
industry_relative_resilience_next_4obs,2017,Energy,160,89,34,0.38202247191011235
industry_relative_resilience_next_4obs,2017,Financial Services,286,268,131,0.48880597014925375
industry_relative_resilience_next_4obs,2017,Healthcare,194,98,48,0.4897959183673469
industry_relative_resilience_next_4obs,2017,Industrials,381,214,92,0.42990654205607476
industry_relative_resilience_next_4obs,2017,Real Estate,131,119,46,0.3865546218487395
industry_relative_resilience_next_4obs,2017,Technology,286,206,83,0.4029126213592233
industry_relative_resilience_next_4obs,2017,Utilities,147,61,23,0.3770491803278688
industry_relative_resilience_next_4obs,2018,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2018,Basic Materials,22,18,4,0.2222222222222222
industry_relative_resilience_next_4obs,2018,Communication Services,120,67,26,0.3880597014925373
industry_relative_resilience_next_4obs,2018,Consumer Cyclical,198,123,31,0.25203252032520324
industry_relative_resilience_next_4obs,2018,Consumer Defensive,61,41,10,0.24390243902439024
industry_relative_resilience_next_4obs,2018,Consumer Discretionary,4,4,1,0.25
industry_relative_resilience_next_4obs,2018,Energy,162,93,42,0.45161290322580644
industry_relative_resilience_next_4obs,2018,Financial Services,281,269,133,0.4944237918215613
industry_relative_resilience_next_4obs,2018,Healthcare,189,100,50,0.5
industry_relative_resilience_next_4obs,2018,Industrials,387,222,99,0.44594594594594594
industry_relative_resilience_next_4obs,2018,Real Estate,130,121,47,0.3884297520661157
industry_relative_resilience_next_4obs,2018,Technology,294,214,92,0.42990654205607476
industry_relative_resilience_next_4obs,2018,Utilities,153,71,25,0.352112676056338
industry_relative_resilience_next_4obs,2019,Agriculture,11,4,0,0.0
industry_relative_resilience_next_4obs,2019,Basic Materials,24,20,7,0.35
industry_relative_resilience_next_4obs,2019,Communication Services,124,72,27,0.375
industry_relative_resilience_next_4obs,2019,Consumer Cyclical,195,126,29,0.23015873015873015
industry_relative_resilience_next_4obs,2019,Consumer Defensive,60,40,5,0.125
industry_relative_resilience_next_4obs,2019,Consumer Discretionary,4,4,0,0.0
industry_relative_resilience_next_4obs,2019,Energy,163,102,35,0.3431372549019608
industry_relative_resilience_next_4obs,2019,Financial Services,281,269,126,0.4684014869888476
industry_relative_resilience_next_4obs,2019,Healthcare,189,105,47,0.44761904761904764
industry_relative_resilience_next_4obs,2019,Industrials,393,227,95,0.4185022026431718
industry_relative_resilience_next_4obs,2019,Real Estate,135,127,59,0.4645669291338583
industry_relative_resilience_next_4obs,2019,Technology,304,225,81,0.36
industry_relative_resilience_next_4obs,2019,Utilities,148,64,26,0.40625
industry_relative_resilience_next_4obs,2020,Agriculture,10,4,2,0.5
industry_relative_resilience_next_4obs,2020,Basic Materials,24,20,10,0.5
industry_relative_resilience_next_4obs,2020,Communication Services,119,69,29,0.42028985507246375
industry_relative_resilience_next_4obs,2020,Consumer Cyclical,192,112,30,0.26785714285714285
industry_relative_resilience_next_4obs,2020,Consumer Defensive,61,41,9,0.21951219512195122
industry_relative_resilience_next_4obs,2020,Consumer Discretionary,5,5,0,0.0
industry_relative_resilience_next_4obs,2020,Energy,158,94,28,0.2978723404255319
industry_relative_resilience_next_4obs,2020,Financial Services,282,270,137,0.5074074074074074
industry_relative_resilience_next_4obs,2020,Healthcare,203,119,47,0.3949579831932773
industry_relative_resilience_next_4obs,2020,Industrials,400,240,103,0.42916666666666664
industry_relative_resilience_next_4obs,2020,Real Estate,142,128,46,0.359375
industry_relative_resilience_next_4obs,2020,Technology,307,231,87,0.37662337662337664
industry_relative_resilience_next_4obs,2020,Utilities,150,65,26,0.4
industry_relative_resilience_next_4obs,2021,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2021,Basic Materials,24,20,8,0.4
industry_relative_resilience_next_4obs,2021,Communication Services,118,67,19,0.2835820895522388
industry_relative_resilience_next_4obs,2021,Consumer Cyclical,202,126,35,0.2777777777777778
industry_relative_resilience_next_4obs,2021,Consumer Defensive,60,40,11,0.275
industry_relative_resilience_next_4obs,2021,Consumer Discretionary,4,4,0,0.0
industry_relative_resilience_next_4obs,2021,Energy,159,86,31,0.36046511627906974
industry_relative_resilience_next_4obs,2021,Financial Services,287,269,135,0.5018587360594795
industry_relative_resilience_next_4obs,2021,Healthcare,201,120,49,0.4083333333333333
industry_relative_resilience_next_4obs,2021,Industrials,408,245,104,0.42448979591836733
industry_relative_resilience_next_4obs,2021,Real Estate,143,135,61,0.45185185185185184
industry_relative_resilience_next_4obs,2021,Technology,322,250,101,0.404
industry_relative_resilience_next_4obs,2021,Utilities,145,61,22,0.36065573770491804
industry_relative_resilience_next_4obs,2022,Agriculture,8,4,1,0.25
industry_relative_resilience_next_4obs,2022,Basic Materials,24,20,8,0.4
industry_relative_resilience_next_4obs,2022,Communication Services,119,65,22,0.3384615384615385
industry_relative_resilience_next_4obs,2022,Consumer Cyclical,207,131,40,0.3053435114503817
industry_relative_resilience_next_4obs,2022,Consumer Defensive,60,40,9,0.225
industry_relative_resilience_next_4obs,2022,Consumer Discretionary,4,4,0,0.0
industry_relative_resilience_next_4obs,2022,Energy,150,81,29,0.35802469135802467
industry_relative_resilience_next_4obs,2022,Financial Services,284,268,122,0.4552238805970149
industry_relative_resilience_next_4obs,2022,Healthcare,199,115,55,0.4782608695652174
industry_relative_resilience_next_4obs,2022,Industrials,406,243,101,0.4156378600823045
industry_relative_resilience_next_4obs,2022,Real Estate,140,132,56,0.42424242424242425
industry_relative_resilience_next_4obs,2022,Technology,328,264,102,0.38636363636363635
industry_relative_resilience_next_4obs,2022,Utilities,143,61,19,0.3114754098360656
industry_relative_resilience_next_4obs,2023,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2023,Basic Materials,24,20,10,0.5
industry_relative_resilience_next_4obs,2023,Communication Services,113,55,16,0.2909090909090909
industry_relative_resilience_next_4obs,2023,Consumer Cyclical,196,121,38,0.3140495867768595
industry_relative_resilience_next_4obs,2023,Consumer Defensive,63,43,8,0.18604651162790697
industry_relative_resilience_next_4obs,2023,Consumer Discretionary,4,4,2,0.5
industry_relative_resilience_next_4obs,2023,Energy,140,79,26,0.3291139240506329
industry_relative_resilience_next_4obs,2023,Financial Services,279,264,131,0.4962121212121212
industry_relative_resilience_next_4obs,2023,Healthcare,198,123,56,0.45528455284552843
industry_relative_resilience_next_4obs,2023,Industrials,389,229,117,0.5109170305676856
industry_relative_resilience_next_4obs,2023,Real Estate,141,125,59,0.472
industry_relative_resilience_next_4obs,2023,Technology,328,259,99,0.38223938223938225
industry_relative_resilience_next_4obs,2023,Utilities,135,57,18,0.3157894736842105
industry_relative_resilience_next_4obs,2024,Agriculture,8,4,0,0.0
industry_relative_resilience_next_4obs,2024,Basic Materials,24,20,11,0.55
industry_relative_resilience_next_4obs,2024,Communication Services,106,54,16,0.2962962962962963
industry_relative_resilience_next_4obs,2024,Consumer Cyclical,174,103,36,0.34951456310679613
industry_relative_resilience_next_4obs,2024,Consumer Defensive,64,44,8,0.18181818181818182
industry_relative_resilience_next_4obs,2024,Consumer Discretionary,4,4,2,0.5
industry_relative_resilience_next_4obs,2024,Energy,127,69,31,0.4492753623188406
industry_relative_resilience_next_4obs,2024,Financial Services,268,248,122,0.49193548387096775
industry_relative_resilience_next_4obs,2024,Healthcare,184,113,45,0.39823008849557523
industry_relative_resilience_next_4obs,2024,Industrials,379,214,99,0.46261682242990654
industry_relative_resilience_next_4obs,2024,Real Estate,125,116,46,0.39655172413793105
industry_relative_resilience_next_4obs,2024,Technology,315,244,100,0.4098360655737705
industry_relative_resilience_next_4obs,2024,Utilities,129,54,18,0.3333333333333333
stress_resilience_next_4obs,2009,Basic Materials,11,7,7,1.0
stress_resilience_next_4obs,2009,Communication Services,16,8,4,0.5
stress_resilience_next_4obs,2009,Consumer Cyclical,38,15,13,0.8666666666666667
stress_resilience_next_4obs,2009,Consumer Defensive,21,11,8,0.7272727272727273
stress_resilience_next_4obs,2009,Energy,48,22,16,0.7272727272727273
stress_resilience_next_4obs,2009,Financial Services,90,85,27,0.3176470588235294
stress_resilience_next_4obs,2009,Healthcare,47,14,14,1.0
stress_resilience_next_4obs,2009,Industrials,107,59,50,0.847457627118644
stress_resilience_next_4obs,2009,Real Estate,20,20,16,0.8
stress_resilience_next_4obs,2009,Technology,71,45,40,0.8888888888888888
stress_resilience_next_4obs,2009,Utilities,40,13,13,1.0
stress_resilience_next_4obs,2010,Agriculture,2,0,0,
stress_resilience_next_4obs,2010,Basic Materials,20,1,1,1.0
stress_resilience_next_4obs,2010,Communication Services,52,5,2,0.4
stress_resilience_next_4obs,2010,Consumer Cyclical,117,9,7,0.7777777777777778
stress_resilience_next_4obs,2010,Consumer Defensive,55,9,8,0.8888888888888888
stress_resilience_next_4obs,2010,Consumer Discretionary,2,0,0,
stress_resilience_next_4obs,2010,Energy,112,5,4,0.8
stress_resilience_next_4obs,2010,Financial Services,217,34,7,0.20588235294117646
stress_resilience_next_4obs,2010,Healthcare,110,6,6,1.0
stress_resilience_next_4obs,2010,Industrials,265,19,17,0.8947368421052632
stress_resilience_next_4obs,2010,Real Estate,66,8,7,0.875
stress_resilience_next_4obs,2010,Technology,179,23,20,0.8695652173913043
stress_resilience_next_4obs,2010,Utilities,100,4,2,0.5
stress_resilience_next_4obs,2011,Agriculture,6,1,1,1.0
stress_resilience_next_4obs,2011,Basic Materials,20,6,6,1.0
stress_resilience_next_4obs,2011,Communication Services,96,23,8,0.34782608695652173
stress_resilience_next_4obs,2011,Consumer Cyclical,169,42,28,0.6666666666666666
stress_resilience_next_4obs,2011,Consumer Defensive,58,14,11,0.7857142857142857
stress_resilience_next_4obs,2011,Consumer Discretionary,4,2,2,1.0
stress_resilience_next_4obs,2011,Energy,144,41,31,0.7560975609756098
stress_resilience_next_4obs,2011,Financial Services,259,107,42,0.3925233644859813
stress_resilience_next_4obs,2011,Healthcare,153,30,14,0.4666666666666667
stress_resilience_next_4obs,2011,Industrials,351,73,58,0.7945205479452054
stress_resilience_next_4obs,2011,Real Estate,101,42,34,0.8095238095238095
stress_resilience_next_4obs,2011,Technology,232,69,56,0.8115942028985508
stress_resilience_next_4obs,2011,Utilities,134,21,17,0.8095238095238095
stress_resilience_next_4obs,2012,Agriculture,8,0,0,
stress_resilience_next_4obs,2012,Basic Materials,20,0,0,
stress_resilience_next_4obs,2012,Communication Services,115,0,0,
stress_resilience_next_4obs,2012,Consumer Cyclical,191,0,0,
stress_resilience_next_4obs,2012,Consumer Defensive,56,0,0,
stress_resilience_next_4obs,2012,Consumer Discretionary,4,0,0,
stress_resilience_next_4obs,2012,Energy,164,1,0,0.0
stress_resilience_next_4obs,2012,Financial Services,272,0,0,
stress_resilience_next_4obs,2012,Healthcare,185,0,0,
stress_resilience_next_4obs,2012,Industrials,374,0,0,
stress_resilience_next_4obs,2012,Real Estate,120,0,0,
stress_resilience_next_4obs,2012,Technology,256,2,2,1.0
stress_resilience_next_4obs,2012,Utilities,145,0,0,
stress_resilience_next_4obs,2013,Agriculture,8,0,0,
stress_resilience_next_4obs,2013,Basic Materials,20,0,0,
stress_resilience_next_4obs,2013,Communication Services,117,0,0,
stress_resilience_next_4obs,2013,Consumer Cyclical,190,0,0,
stress_resilience_next_4obs,2013,Consumer Defensive,57,0,0,
stress_resilience_next_4obs,2013,Consumer Discretionary,4,0,0,
stress_resilience_next_4obs,2013,Energy,166,0,0,
stress_resilience_next_4obs,2013,Financial Services,275,0,0,
stress_resilience_next_4obs,2013,Healthcare,191,0,0,
stress_resilience_next_4obs,2013,Industrials,390,0,0,
stress_resilience_next_4obs,2013,Real Estate,118,0,0,
stress_resilience_next_4obs,2013,Technology,273,0,0,
stress_resilience_next_4obs,2013,Utilities,148,0,0,
stress_resilience_next_4obs,2014,Agriculture,8,0,0,
stress_resilience_next_4obs,2014,Basic Materials,20,0,0,
stress_resilience_next_4obs,2014,Communication Services,119,0,0,
stress_resilience_next_4obs,2014,Consumer Cyclical,193,0,0,
stress_resilience_next_4obs,2014,Consumer Defensive,56,1,1,1.0
stress_resilience_next_4obs,2014,Consumer Discretionary,4,0,0,
stress_resilience_next_4obs,2014,Energy,168,0,0,
stress_resilience_next_4obs,2014,Financial Services,274,0,0,
stress_resilience_next_4obs,2014,Healthcare,193,0,0,
stress_resilience_next_4obs,2014,Industrials,376,4,2,0.5
stress_resilience_next_4obs,2014,Real Estate,124,0,0,
stress_resilience_next_4obs,2014,Technology,265,0,0,
stress_resilience_next_4obs,2014,Utilities,145,1,0,0.0
stress_resilience_next_4obs,2015,Agriculture,8,1,1,1.0
stress_resilience_next_4obs,2015,Basic Materials,20,3,2,0.6666666666666666
stress_resilience_next_4obs,2015,Communication Services,117,15,6,0.4
stress_resilience_next_4obs,2015,Consumer Cyclical,197,32,19,0.59375
stress_resilience_next_4obs,2015,Consumer Defensive,59,9,7,0.7777777777777778
stress_resilience_next_4obs,2015,Consumer Discretionary,4,1,1,1.0
stress_resilience_next_4obs,2015,Energy,172,22,4,0.18181818181818182
stress_resilience_next_4obs,2015,Financial Services,280,63,25,0.3968253968253968
stress_resilience_next_4obs,2015,Healthcare,189,23,13,0.5652173913043478
stress_resilience_next_4obs,2015,Industrials,377,51,39,0.7647058823529411
stress_resilience_next_4obs,2015,Real Estate,123,24,18,0.75
stress_resilience_next_4obs,2015,Technology,273,51,34,0.6666666666666666
stress_resilience_next_4obs,2015,Utilities,148,13,8,0.6153846153846154
stress_resilience_next_4obs,2016,Agriculture,8,2,2,1.0
stress_resilience_next_4obs,2016,Basic Materials,20,4,2,0.5
stress_resilience_next_4obs,2016,Communication Services,120,18,8,0.4444444444444444
stress_resilience_next_4obs,2016,Consumer Cyclical,190,29,15,0.5172413793103449
stress_resilience_next_4obs,2016,Consumer Defensive,59,9,6,0.6666666666666666
stress_resilience_next_4obs,2016,Consumer Discretionary,4,1,1,1.0
stress_resilience_next_4obs,2016,Energy,164,28,8,0.2857142857142857
stress_resilience_next_4obs,2016,Financial Services,281,75,34,0.4533333333333333
stress_resilience_next_4obs,2016,Healthcare,191,25,14,0.56
stress_resilience_next_4obs,2016,Industrials,373,58,41,0.7068965517241379
stress_resilience_next_4obs,2016,Real Estate,130,33,30,0.9090909090909091
stress_resilience_next_4obs,2016,Technology,265,48,37,0.7708333333333334
stress_resilience_next_4obs,2016,Utilities,145,15,10,0.6666666666666666
stress_resilience_next_4obs,2017,Agriculture,8,0,0,
stress_resilience_next_4obs,2017,Basic Materials,21,0,0,
stress_resilience_next_4obs,2017,Communication Services,119,0,0,
stress_resilience_next_4obs,2017,Consumer Cyclical,200,2,1,0.5
stress_resilience_next_4obs,2017,Consumer Defensive,62,0,0,
stress_resilience_next_4obs,2017,Consumer Discretionary,4,0,0,
stress_resilience_next_4obs,2017,Energy,160,1,1,1.0
stress_resilience_next_4obs,2017,Financial Services,286,0,0,
stress_resilience_next_4obs,2017,Healthcare,194,0,0,
stress_resilience_next_4obs,2017,Industrials,381,2,1,0.5
stress_resilience_next_4obs,2017,Real Estate,131,0,0,
stress_resilience_next_4obs,2017,Technology,286,1,1,1.0
stress_resilience_next_4obs,2017,Utilities,147,0,0,
stress_resilience_next_4obs,2018,Agriculture,8,0,0,
stress_resilience_next_4obs,2018,Basic Materials,22,0,0,
stress_resilience_next_4obs,2018,Communication Services,120,6,5,0.8333333333333334
stress_resilience_next_4obs,2018,Consumer Cyclical,198,5,3,0.6
stress_resilience_next_4obs,2018,Consumer Defensive,61,3,3,1.0
stress_resilience_next_4obs,2018,Consumer Discretionary,4,0,0,
stress_resilience_next_4obs,2018,Energy,162,3,3,1.0
stress_resilience_next_4obs,2018,Financial Services,281,6,6,1.0
stress_resilience_next_4obs,2018,Healthcare,189,4,2,0.5
stress_resilience_next_4obs,2018,Industrials,387,18,15,0.8333333333333334
stress_resilience_next_4obs,2018,Real Estate,130,4,4,1.0
stress_resilience_next_4obs,2018,Technology,294,12,12,1.0
stress_resilience_next_4obs,2018,Utilities,153,3,2,0.6666666666666666
stress_resilience_next_4obs,2019,Agriculture,11,0,0,
stress_resilience_next_4obs,2019,Basic Materials,24,0,0,
stress_resilience_next_4obs,2019,Communication Services,124,0,0,
stress_resilience_next_4obs,2019,Consumer Cyclical,195,3,2,0.6666666666666666
stress_resilience_next_4obs,2019,Consumer Defensive,60,0,0,
stress_resilience_next_4obs,2019,Consumer Discretionary,4,0,0,
stress_resilience_next_4obs,2019,Energy,163,0,0,
stress_resilience_next_4obs,2019,Financial Services,281,0,0,
stress_resilience_next_4obs,2019,Healthcare,189,0,0,
stress_resilience_next_4obs,2019,Industrials,393,0,0,
stress_resilience_next_4obs,2019,Real Estate,135,0,0,
stress_resilience_next_4obs,2019,Technology,304,1,1,1.0
stress_resilience_next_4obs,2019,Utilities,148,0,0,
stress_resilience_next_4obs,2020,Agriculture,10,2,2,1.0
stress_resilience_next_4obs,2020,Basic Materials,24,11,11,1.0
stress_resilience_next_4obs,2020,Communication Services,119,40,16,0.4
stress_resilience_next_4obs,2020,Consumer Cyclical,192,72,25,0.3472222222222222
stress_resilience_next_4obs,2020,Consumer Defensive,61,25,16,0.64
stress_resilience_next_4obs,2020,Consumer Discretionary,5,2,0,0.0
stress_resilience_next_4obs,2020,Energy,158,61,19,0.3114754098360656
stress_resilience_next_4obs,2020,Financial Services,282,164,66,0.4024390243902439
stress_resilience_next_4obs,2020,Healthcare,203,65,46,0.7076923076923077
stress_resilience_next_4obs,2020,Industrials,400,146,104,0.7123287671232876
stress_resilience_next_4obs,2020,Real Estate,142,77,56,0.7272727272727273
stress_resilience_next_4obs,2020,Technology,307,133,89,0.6691729323308271
stress_resilience_next_4obs,2020,Utilities,150,41,29,0.7073170731707317
stress_resilience_next_4obs,2021,Agriculture,8,0,0,
stress_resilience_next_4obs,2021,Basic Materials,24,1,1,1.0
stress_resilience_next_4obs,2021,Communication Services,118,7,3,0.42857142857142855
stress_resilience_next_4obs,2021,Consumer Cyclical,202,6,2,0.3333333333333333
stress_resilience_next_4obs,2021,Consumer Defensive,60,2,1,0.5
stress_resilience_next_4obs,2021,Consumer Discretionary,4,0,0,
stress_resilience_next_4obs,2021,Energy,159,9,7,0.7777777777777778
stress_resilience_next_4obs,2021,Financial Services,287,21,7,0.3333333333333333
stress_resilience_next_4obs,2021,Healthcare,201,5,4,0.8
stress_resilience_next_4obs,2021,Industrials,408,18,14,0.7777777777777778
stress_resilience_next_4obs,2021,Real Estate,143,8,3,0.375
stress_resilience_next_4obs,2021,Technology,322,23,12,0.5217391304347826
stress_resilience_next_4obs,2021,Utilities,145,7,6,0.8571428571428571
stress_resilience_next_4obs,2022,Agriculture,8,4,4,1.0
stress_resilience_next_4obs,2022,Basic Materials,24,19,19,1.0
stress_resilience_next_4obs,2022,Communication Services,119,59,21,0.3559322033898305
stress_resilience_next_4obs,2022,Consumer Cyclical,207,118,47,0.3983050847457627
stress_resilience_next_4obs,2022,Consumer Defensive,60,35,23,0.6571428571428571
stress_resilience_next_4obs,2022,Consumer Discretionary,4,4,0,0.0
stress_resilience_next_4obs,2022,Energy,150,76,72,0.9473684210526315
stress_resilience_next_4obs,2022,Financial Services,284,257,89,0.3463035019455253
stress_resilience_next_4obs,2022,Healthcare,199,103,72,0.6990291262135923
stress_resilience_next_4obs,2022,Industrials,406,216,163,0.7546296296296297
stress_resilience_next_4obs,2022,Real Estate,140,129,96,0.7441860465116279
stress_resilience_next_4obs,2022,Technology,328,244,147,0.6024590163934426
stress_resilience_next_4obs,2022,Utilities,143,60,43,0.7166666666666667
stress_resilience_next_4obs,2023,Agriculture,8,3,3,1.0
stress_resilience_next_4obs,2023,Basic Materials,24,15,15,1.0
stress_resilience_next_4obs,2023,Communication Services,113,40,13,0.325
stress_resilience_next_4obs,2023,Consumer Cyclical,196,86,40,0.46511627906976744
stress_resilience_next_4obs,2023,Consumer Defensive,63,30,21,0.7
stress_resilience_next_4obs,2023,Consumer Discretionary,4,3,2,0.6666666666666666
stress_resilience_next_4obs,2023,Energy,140,58,52,0.896551724137931
stress_resilience_next_4obs,2023,Financial Services,279,198,84,0.42424242424242425
stress_resilience_next_4obs,2023,Healthcare,198,90,64,0.7111111111111111
stress_resilience_next_4obs,2023,Industrials,389,168,128,0.7619047619047619
stress_resilience_next_4obs,2023,Real Estate,141,93,70,0.7526881720430108
stress_resilience_next_4obs,2023,Technology,328,186,125,0.6720430107526881
stress_resilience_next_4obs,2023,Utilities,135,43,29,0.6744186046511628
stress_resilience_next_4obs,2024,Agriculture,8,2,2,1.0
stress_resilience_next_4obs,2024,Basic Materials,24,11,11,1.0
stress_resilience_next_4obs,2024,Communication Services,106,28,11,0.39285714285714285
stress_resilience_next_4obs,2024,Consumer Cyclical,174,51,29,0.5686274509803921
stress_resilience_next_4obs,2024,Consumer Defensive,64,23,17,0.7391304347826086
stress_resilience_next_4obs,2024,Consumer Discretionary,4,2,2,1.0
stress_resilience_next_4obs,2024,Energy,127,42,36,0.8571428571428571
stress_resilience_next_4obs,2024,Financial Services,268,136,63,0.4632352941176471
stress_resilience_next_4obs,2024,Healthcare,184,59,46,0.7796610169491526
