target,model,feature_group,importance,importance_share
persistent_resilience_next_6obs,logistic_l2,global_event_context,1.146839038943835,0.019398392978125473
persistent_resilience_next_6obs,logistic_l2,industry_sector,6.233954850093073,0.10544522978687948
persistent_resilience_next_6obs,logistic_l2,macro_conditions,6.5043552097038955,0.11001896006553112
persistent_resilience_next_6obs,logistic_l2,market_health_v2,1.1524763552222095,0.019493746269037684
persistent_resilience_next_6obs,logistic_l2,missingness_indicator,18.556866432150652,0.313883095421094
persistent_resilience_next_6obs,random_forest,accounting_fundamental,0.2387447766189009,0.2387447766189009
persistent_resilience_next_6obs,random_forest,financial_quality_cashflow,0.03757888149469877,0.03757888149469877
persistent_resilience_next_6obs,random_forest,financial_ratio,0.362101991675208,0.362101991675208
persistent_resilience_next_6obs,random_forest,firm_trend,0.22389855388603735,0.22389855388603735
persistent_resilience_next_6obs,random_forest,global_event_context,0.002794675483756105,0.002794675483756105
persistent_resilience_next_6obs,random_forest,industry_sector,0.015869293984760464,0.015869293984760464
persistent_resilience_next_6obs,random_forest,macro_conditions,0.06818463809248759,0.06818463809248759
persistent_resilience_next_6obs,random_forest,market_health_v2,0.0028280866097031947,0.0028280866097031947
persistent_resilience_next_6obs,random_forest,missingness_indicator,0.04799910215444771,0.04799910215444771
persistent_resilience_next_6obs,gradient_boosting,accounting_fundamental,0.34092059258765217,0.34092059258765217
persistent_resilience_next_6obs,gradient_boosting,financial_quality_cashflow,0.006158539318099352,0.006158539318099352
persistent_resilience_next_6obs,gradient_boosting,financial_ratio,0.5430968339326316,0.5430968339326316
persistent_resilience_next_6obs,gradient_boosting,firm_trend,0.07212954508411784,0.07212954508411784
persistent_resilience_next_6obs,gradient_boosting,global_event_context,0.00028242765620753094,0.00028242765620753094
persistent_resilience_next_6obs,gradient_boosting,industry_sector,0.016947126411402537,0.016947126411402537
persistent_resilience_next_6obs,gradient_boosting,macro_conditions,0.012030637555988996,0.012030637555988996
persistent_resilience_next_6obs,gradient_boosting,market_health_v2,0.0003097605054235472,0.0003097605054235472
persistent_resilience_next_6obs,gradient_boosting,missingness_indicator,0.008124536948476436,0.008124536948476436
