selection_bucket,selected_rank_within_bucket,selected_ticker,cik,name,selected_shortname,selected_exchange,Sector,selected_industry,filings,first_period,last_period,countryba,stprba,sic,forms,afs_values,has_current_ticker,selection_score
long_coverage_matched_control,44,GME,1326380,GAMESTOP CORP.,GameStop Corp.,NYSE,Consumer Cyclical,SIC 5734.0,69,20090731,20260131,US,TX,5734.0,"10-K,10-K/A,10-Q,10-Q/A","1-LAF,2-ACC",True,18.096
long_coverage_matched_control,45,BWA,908255,BORGWARNER INC,BORGWARNER INC,NYSE,Consumer Cyclical,SIC 3714.0,68,20090630,20251231,US,MI,3714.0,"10-K,10-K/A,10-Q",1-LAF,True,17.085
long_coverage_matched_control,46,GAP,39911,GAP INC,GAP INC,NYSE,Consumer Cyclical,SIC 5651.0,67,20090731,20260131,US,CA,5651.0,"10-K,10-Q,10-Q/A",1-LAF,True,16.096
long_coverage_matched_control,47,M,794367,"MACY'S, INC.","Macy's, Inc.",NYSE,Consumer Cyclical,SIC 5311.0,67,20090731,20260131,US,OH,5311.0,"10-K,10-Q",1-LAF,True,16.096
long_coverage_matched_control,48,GPC,40987,GENUINE PARTS CO,GENUINE PARTS CO,NYSE,Consumer Cyclical,SIC 5013.0,67,20090630,20251231,US,GA,5013.0,"10-K,10-Q",1-LAF,True,16.085
long_coverage_matched_control,49,TXT,217346,TEXTRON INC,TEXTRON INC,NYSE,Consumer Cyclical,SIC 3720.0,66,20090630,20251231,US,RI,3720.0,"10-K,10-Q",1-LAF,True,15.084999999999999
long_coverage_matched_control,50,AVT,8858,AVNET INC,AVNET INC,Nasdaq,Consumer Cyclical,SIC 5065.0,66,20090930,20251231,US,AZ,5065.0,"10-K,10-K/A,10-Q,10-Q/A","1-LAF,2-ACC",True,15.088
long_coverage_matched_control,51,ICUI,883984,ICU MEDICAL INC/DE,ICU MEDICAL INC/DE,Nasdaq,Healthcare,SIC 3841.0,70,20090331,20251231,US,CA,3841.0,"10-K,10-Q,10-Q/A","1-LAF,2-ACC",True,19.084
long_coverage_matched_control,52,LGND,886163,LIGAND PHARMACEUTICALS INC,LIGAND PHARMACEUTICALS INC,Nasdaq,Healthcare,SIC 2834.0,69,20110630,20251231,US,CA,2834.0,"10-K,10-K/A,10-Q,10-Q/A","1-LAF,2-ACC",True,18.102999999999998
long_coverage_matched_control,53,BAX,10456,BAXTER INTERNATIONAL INC,BAXTER INTERNATIONAL INC,NYSE,Healthcare,SIC 3841.0,67,20090630,20251231,US,IL,3841.0,"10-K,10-Q",1-LAF,True,16.085
long_coverage_matched_control,54,DGX,1022079,QUEST DIAGNOSTICS INC,QUEST DIAGNOSTICS INC,NYSE,Healthcare,SIC 8071.0,67,20090630,20251231,US,NJ,8071.0,"10-K,10-Q",1-LAF,True,16.085
long_coverage_matched_control,55,CRMD,1410098,CORMEDIX INC.,CorMedix Inc.,Nasdaq,Healthcare,SIC 2834.0,67,20110630,20251231,US,NJ,2834.0,"10-K,10-K/A,10-Q,10-Q/A","2-ACC,4-NON,5-SML",True,16.102999999999998
long_coverage_matched_control,56,CVM,725363,CEL SCI CORP,CEL SCI CORP,NYSE,Healthcare,SIC 2836.0,66,20110630,20251231,US,VA,2836.0,"10-K,10-K/A,10-Q,10-Q/A","2-ACC,4-NON,5-SML",True,15.103
long_coverage_matched_control,57,RGEN,730272,REPLIGEN CORP,REPLIGEN CORP,Nasdaq,Healthcare,SIC 2836.0,65,20110630,20251231,US,MA,2836.0,"10-K,10-K/A,10-Q,10-Q/A","1-LAF,2-ACC",True,14.103
long_coverage_matched_control,58,RDNT,790526,"RADNET, INC.","RadNet, Inc.",Nasdaq,Healthcare,SIC 8071.0,65,20110630,20251231,US,CA,8071.0,"10-K,10-K/A,10-Q,10-Q/A","1-LAF,2-ACC,5-SML",True,14.103
long_coverage_matched_control,59,NRG,1013871,"NRG ENERGY, INC.","NRG ENERGY, INC.",NYSE,Utilities,SIC 4911.0,68,20090630,20251231,US,NJ,4911.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,17.085
long_coverage_matched_control,60,CNP,1130310,CENTERPOINT ENERGY INC,CENTERPOINT ENERGY INC,NYSE,Utilities,SIC 4911.0,68,20090630,20251231,US,TX,4911.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,17.085
long_coverage_matched_control,61,AES,874761,AES CORP,AES CORP,NYSE,Utilities,SIC 4991.0,67,20090630,20251231,US,VA,4991.0,"10-K,10-Q",1-LAF,True,16.085
long_coverage_matched_control,62,ORA,1296445,"ORMAT TECHNOLOGIES, INC.","ORMAT TECHNOLOGIES, INC.",NYSE,Utilities,SIC 4911.0,67,20100630,20251231,US,NV,4911.0,"10-K,10-K/A,10-Q,10-Q/A","1-LAF,2-ACC",True,16.092
long_coverage_matched_control,63,HE,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,HAWAIIAN ELECTRIC INDUSTRIES INC,NYSE,Utilities,SIC 4911.0,65,20100630,20251231,US,HI,4911.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,14.091999999999999
long_coverage_matched_control,64,BKH,1130464,BLACK HILLS CORP /SD/,BLACK HILLS CORP /SD/,NYSE,Utilities,SIC 4911.0,65,20100630,20251231,US,SD,4911.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,14.091999999999999
long_coverage_matched_control,65,NFG,70145,NATIONAL FUEL GAS CO,NATIONAL FUEL GAS CO,NYSE,Utilities,SIC 4924.0,64,20100630,20251231,US,NY,4924.0,"10-K,10-Q,10-Q/A",1-LAF,True,13.091999999999999
long_coverage_matched_control,66,OTTR,1466593,OTTER TAIL CORP,Otter Tail Corp,Nasdaq,Utilities,SIC 4911.0,64,20100630,20251231,US,MN,4911.0,"10-K,10-K/A,10-Q",1-LAF,True,13.091999999999999
long_coverage_matched_control,67,KIM,879101,KIMCO REALTY CORP,KIMCO REALTY CORP,NYSE,Real Estate,SIC 6798.0,71,20090630,20251231,US,NY,6798.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,20.085
long_coverage_matched_control,68,NLY,1043219,ANNALY CAPITAL MANAGEMENT INC,ANNALY CAPITAL MANAGEMENT INC,NYSE,Real Estate,SIC 6798.0,68,20090630,20251231,US,NY,6798.0,"10-K,10-Q,10-Q/A",1-LAF,True,17.085
long_coverage_matched_control,69,VNO,899689,VORNADO REALTY TRUST,VORNADO REALTY TRUST,NYSE,Real Estate,SIC 6798.0,67,20090630,20251231,US,NY,6798.0,"10-K,10-Q,10-Q/A",1-LAF,True,16.085
long_coverage_matched_control,70,HST,1070750,"HOST HOTELS & RESORTS, INC.","HOST HOTELS & RESORTS, INC.",Nasdaq,Real Estate,SIC 6798.0,67,20090630,20251231,US,MD,6798.0,"10-K,10-Q",1-LAF,True,16.085
long_coverage_matched_control,71,ELS,895417,EQUITY LIFESTYLE PROPERTIES INC,EQUITY LIFESTYLE PROPERTIES INC,NYSE,Real Estate,SIC 6798.0,67,20100630,20251231,US,IL,6798.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,16.092
long_coverage_matched_control,72,RYN,52827,RAYONIER INC,RAYONIER INC,NYSE,Real Estate,SIC 6798.0,66,20100630,20251231,US,FL,6798.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,15.091999999999999
long_coverage_matched_control,73,OHI,888491,OMEGA HEALTHCARE INVESTORS INC,OMEGA HEALTHCARE INVESTORS INC,NYSE,Real Estate,SIC 6798.0,65,20100630,20251231,US,MD,6798.0,"10-K,10-K/A,10-Q,10-Q/A",1-LAF,True,14.091999999999999
long_coverage_matched_control,74,REG,910606,REGENCY CENTERS CORP,REGENCY CENTERS CORP,Nasdaq,Real Estate,SIC 6798.0,64,20100630,20251231,US,FL,6798.0,"10-K,10-Q,10-Q/A",1-LAF,True,13.091999999999999
long_coverage_matched_control,75,FDP,1047340,FRESH DEL MONTE PRODUCE INC,FRESH DEL MONTE PRODUCE INC,NYSE,Agriculture,SIC 100.0,63,20100630,20251231,US,FL,100.0,"10-K,10-Q",1-LAF,True,12.091999999999999
