ticker,cik,firm_id,shortname,sec_name,exchange,Sector,Industry,cohort,include_status,sec_filings,first_period,last_period,notes
AAPL,320193.0,CIK0000320193,Apple Inc.,Apple Inc.,Nasdaq,Technology,Consumer Electronics,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
ABBV,1551152.0,CIK0001551152,AbbVie Inc.,AbbVie Inc.,NYSE,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,52.0,20130331.0,20251231.0,Existing defended-thesis universe.
ABNB,1559720.0,CIK0001559720,"Airbnb, Inc.","Airbnb, Inc.",Nasdaq,Consumer Cyclical,Travel Services,core_large_cap,include_legacy_core,20.0,20210331.0,20251231.0,Existing defended-thesis universe.
ABT,1800.0,CIK0000001800,Abbott Laboratories,ABBOTT LABORATORIES,NYSE,Healthcare,Medical Devices,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
ACN,1467373.0,CIK0001467373,Accenture plc,Accenture plc,NYSE,Technology,Information Technology Services,core_large_cap,include_legacy_core,66.0,20091130.0,20260228.0,Existing defended-thesis universe.
ADBE,796343.0,CIK0000796343,Adobe Inc.,ADOBE INC.,Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,37.0,20090531.0,20180831.0,Existing defended-thesis universe.
ADI,6281.0,CIK0000006281,"Analog Devices, Inc.",ANALOG DEVICES INC,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,67.0,20090731.0,20260131.0,Existing defended-thesis universe.
ADP,8670.0,CIK0000008670,"Automatic Data Processing, Inc.",AUTOMATIC DATA PROCESSING INC,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,65.0,20090930.0,20251231.0,Existing defended-thesis universe.
ADSK,769397.0,CIK0000769397,"Autodesk, Inc.","Autodesk, Inc.",Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,41.0,20090430.0,20190731.0,Existing defended-thesis universe.
AEP,4904.0,CIK0000004904,American Electric Power Company,AMERICAN ELECTRIC POWER CO INC,Nasdaq,Utilities,Utilities - Regulated Electric,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
AFL,4977.0,CIK0000004977,AFLAC Incorporated,AFLAC INC,NYSE,Financial Services,Insurance - Life,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
AIG,5272.0,CIK0000005272,"American International Group, I","AMERICAN INTERNATIONAL GROUP, INC.",NYSE,Financial Services,Insurance - Diversified,core_large_cap,include_legacy_core,46.0,20090630.0,20200930.0,Existing defended-thesis universe.
AJG,354190.0,CIK0000354190,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,NYSE,Financial Services,Insurance Brokers,core_large_cap,include_legacy_core,37.0,20100630.0,20190630.0,Existing defended-thesis universe.
ALL,899051.0,CIK0000899051,Allstate Corporation (The),ALLSTATE CORP,NYSE,Financial Services,Insurance - Property & Casualty,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
AMAT,6951.0,CIK0000006951,"Applied Materials, Inc.",APPLIED MATERIALS INC /DE,Nasdaq,Technology,Semiconductor Equipment & Materials,core_large_cap,include_legacy_core,68.0,20090731.0,20260131.0,Existing defended-thesis universe.
AMD,2488.0,CIK0000002488,"Advanced Micro Devices, Inc.",ADVANCED MICRO DEVICES INC,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
AME,1037868.0,CIK0001037868,"AMETEK, Inc.",AMETEK INC/,NYSE,Industrials,Specialty Industrial Machinery,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
AMGN,318154.0,CIK0000318154,Amgen Inc.,AMGEN INC,Nasdaq,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
AMP,820027.0,CIK0000820027,"Ameriprise Financial, Inc.",AMERIPRISE FINANCIAL INC,NYSE,Financial Services,Asset Management,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
AMT,1053507.0,CIK0001053507,American Tower Corporation (REI,AMERICAN TOWER CORP /MA/,NYSE,Real Estate,REIT - Specialty,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
AMZN,1018724.0,CIK0001018724,"Amazon.com, Inc.",AMAZON COM INC,Nasdaq,Consumer Cyclical,Internet Retail,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
ANET,1596532.0,CIK0001596532,"Arista Networks, Inc.","Arista Networks, Inc.",NYSE,Technology,Computer Hardware,core_large_cap,include_legacy_core,48.0,20140630.0,20251231.0,Existing defended-thesis universe.
ANSS,,ANSS,"ANSYS, Inc.",,,Technology,Software - Application,core_large_cap,include_legacy_core,,,,Existing defended-thesis universe.
AON,315293.0,CIK0000315293,Aon plc,Aon plc,NYSE,Financial Services,Insurance Brokers,core_large_cap,include_legacy_core,56.0,20120331.0,20251231.0,Existing defended-thesis universe.
APD,2969.0,CIK0000002969,"Air Products and Chemicals, Inc","Air Products & Chemicals, Inc.",NYSE,Basic Materials,Specialty Chemicals,core_large_cap,include_legacy_core,51.0,20090630.0,20211231.0,Existing defended-thesis universe.
APH,820313.0,CIK0000820313,Amphenol Corporation,AMPHENOL CORP /DE/,NYSE,Technology,Electronic Components,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
APP,1751008.0,CIK0001751008,AppLovin Corporation,AppLovin Corp,Nasdaq,Technology,Application Software,core_large_cap,include_legacy_core,20.0,20210331.0,20251231.0,Existing defended-thesis universe.
AVGO,1730168.0,CIK0001730168,Broadcom Inc.,Broadcom Inc.,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,32.0,20180430.0,20260131.0,Existing defended-thesis universe.
AXON,1069183.0,CIK0001069183,"Axon Enterprise, Inc.","AXON ENTERPRISE, INC.",Nasdaq,Industrials,Aerospace & Defense,core_large_cap,include_legacy_core,37.0,20170331.0,20251231.0,Existing defended-thesis universe.
AXP,4962.0,CIK0000004962,American Express Company,AMERICAN EXPRESS CO,NYSE,Financial Services,Credit Services,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
AZO,866787.0,CIK0000866787,"AutoZone, Inc.",AUTOZONE INC,NYSE,Consumer Cyclical,Specialty Retail,core_large_cap,include_legacy_core,66.0,20091130.0,20260131.0,Existing defended-thesis universe.
BA,12927.0,CIK0000012927,Boeing Company (The),BOEING CO,NYSE,Industrials,Aerospace & Defense,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
BAC,70858.0,CIK0000070858,Bank of America Corporation,BANK OF AMERICA CORP /DE/,NYSE,Financial Services,Banks - Diversified,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
BDX,10795.0,CIK0000010795,"Becton, Dickinson and Company",BECTON DICKINSON & CO,NYSE,Healthcare,Medical Instruments & Supplies,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
BIIB,875045.0,CIK0000875045,Biogen Inc.,BIOGEN INC.,Nasdaq,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,44.0,20150331.0,20251231.0,Existing defended-thesis universe.
BK,1390777.0,CIK0001390777,The Bank of New York Mellon Cor,Bank of New York Mellon Corp,NYSE,Financial Services,Banks - Diversified,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
BKNG,1075531.0,CIK0001075531,Booking Holdings Inc. Common St,Booking Holdings Inc.,Nasdaq,Consumer Cyclical,Travel Services,core_large_cap,include_legacy_core,33.0,20171231.0,20251231.0,Existing defended-thesis universe.
BKR,1701605.0,CIK0001701605,Baker Hughes Company,Baker Hughes Co,Nasdaq,Energy,Oil & Gas Equipment & Services,core_large_cap,include_legacy_core,26.0,20190930.0,20251231.0,Existing defended-thesis universe.
BLK,2012383.0,CIK0002012383,"BlackRock, Inc.","BlackRock, Inc.",NYSE,Financial Services,Asset Management,core_large_cap,include_legacy_core,6.0,20240930.0,20251231.0,Existing defended-thesis universe.
BMY,14272.0,CIK0000014272,Bristol-Myers Squibb Company,BRISTOL MYERS SQUIBB CO,NYSE,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
BRK-B,1067983.0,CIK0001067983,Berkshire Hathaway Inc. New,BERKSHIRE HATHAWAY INC,NYSE,Financial Services,Insurance - Diversified,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
BSX,885725.0,CIK0000885725,Boston Scientific Corporation,BOSTON SCIENTIFIC CORP,NYSE,Healthcare,Medical Devices,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
BX,1393818.0,CIK0001393818,Blackstone Inc.,Blackstone Inc.,NYSE,Financial Services,Asset Management,core_large_cap,include_legacy_core,35.0,20100630.0,20190331.0,Existing defended-thesis universe.
C,831001.0,CIK0000831001,"Citigroup, Inc.",CITIGROUP INC,NYSE,Financial Services,Banks - Diversified,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
CARR,1783180.0,CIK0001783180,Carrier Global Corporation,CARRIER GLOBAL Corp,NYSE,Industrials,Building Products & Equipment,core_large_cap,include_legacy_core,24.0,20200331.0,20251231.0,Existing defended-thesis universe.
CAT,18230.0,CIK0000018230,"Caterpillar, Inc.",CATERPILLAR INC,NYSE,Industrials,Farm & Heavy Construction Machinery,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
CB,896159.0,CIK0000896159,Chubb Limited,Chubb Ltd,NYSE,Financial Services,Insurance - Property & Casualty,core_large_cap,include_legacy_core,41.0,20151231.0,20251231.0,Existing defended-thesis universe.
CDNS,813672.0,CIK0000813672,"Cadence Design Systems, Inc.",CADENCE DESIGN SYSTEMS INC,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,64.0,20100630.0,20251231.0,Existing defended-thesis universe.
CDW,1402057.0,CIK0001402057,CDW Corporation,CDW Corp,Nasdaq,Technology,Information Technology Services,core_large_cap,include_legacy_core,60.0,20110630.0,20251231.0,Existing defended-thesis universe.
CEG,1868275.0,CIK0001868275,Constellation Energy Corporatio,Constellation Energy Corp,Nasdaq,Utilities,Utilities - Renewable,core_large_cap,include_legacy_core,17.0,20211231.0,20251231.0,Existing defended-thesis universe.
CHTR,1091667.0,CIK0001091667,"Charter Communications, Inc.","CHARTER COMMUNICATIONS, INC. /MO/",Nasdaq,Communication Services,Telecom Services,core_large_cap,include_legacy_core,61.0,20110331.0,20251231.0,Existing defended-thesis universe.
CI,1739940.0,CIK0001739940,The Cigna Group,Cigna Group,NYSE,Healthcare,Healthcare Plans,core_large_cap,include_legacy_core,16.0,20181231.0,20220930.0,Existing defended-thesis universe.
CL,21665.0,CIK0000021665,Colgate-Palmolive Company,COLGATE PALMOLIVE CO,NYSE,Consumer Defensive,Household & Personal Products,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
CMCSA,1166691.0,CIK0001166691,Comcast Corporation,COMCAST CORP,Nasdaq,Communication Services,Telecom Services,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
CME,1156375.0,CIK0001156375,CME Group Inc.,CME GROUP INC.,Nasdaq,Financial Services,Financial Data & Stock Exchanges,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
CMG,1058090.0,CIK0001058090,"Chipotle Mexican Grill, Inc.",CHIPOTLE MEXICAN GRILL INC,NYSE,Consumer Cyclical,Restaurants,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
CMI,26172.0,CIK0000026172,Cummins Inc.,CUMMINS INC,NYSE,Industrials,Specialty Industrial Machinery,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
COF,927628.0,CIK0000927628,Capital One Financial Corporati,CAPITAL ONE FINANCIAL CORP,NYSE,Financial Services,Credit Services,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
COP,1163165.0,CIK0001163165,ConocoPhillips,CONOCOPHILLIPS,NYSE,Energy,Oil & Gas E&P,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
COR,1140859.0,CIK0001140859,"Cencora, Inc.","Cencora, Inc.",NYSE,Healthcare,Medical Distribution,core_large_cap,include_legacy_core,57.0,20090630.0,20230630.0,Existing defended-thesis universe.
COST,909832.0,CIK0000909832,Costco Wholesale Corporation,COSTCO WHOLESALE CORP /NEW,Nasdaq,Consumer Defensive,Discount Stores,core_large_cap,include_legacy_core,66.0,20091130.0,20260131.0,Existing defended-thesis universe.
CPRT,900075.0,CIK0000900075,"Copart, Inc.",COPART INC,Nasdaq,Industrials,Specialty Business Services,core_large_cap,include_legacy_core,62.0,20101031.0,20260131.0,Existing defended-thesis universe.
CRM,1108524.0,CIK0001108524,"Salesforce, Inc.","Salesforce, Inc.",NYSE,Technology,Software - Application,core_large_cap,include_legacy_core,39.0,20090731.0,20190430.0,Existing defended-thesis universe.
CRWD,1535527.0,CIK0001535527,"CrowdStrike Holdings, Inc.","CrowdStrike Holdings, Inc.",Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,28.0,20190430.0,20260131.0,Existing defended-thesis universe.
CSCO,858877.0,CIK0000858877,"Cisco Systems, Inc.","CISCO SYSTEMS, INC.",Nasdaq,Technology,Communication Equipment,core_large_cap,include_legacy_core,57.0,20120131.0,20260131.0,Existing defended-thesis universe.
CSGP,1057352.0,CIK0001057352,"CoStar Group, Inc.","COSTAR GROUP, INC.",Nasdaq,Real Estate,Real Estate Services,core_large_cap,include_legacy_core,32.0,20110630.0,20190331.0,Existing defended-thesis universe.
CSX,277948.0,CIK0000277948,CSX Corporation,CSX CORP,Nasdaq,Industrials,Railroads,core_large_cap,include_legacy_core,68.0,20090331.0,20251231.0,Existing defended-thesis universe.
CTAS,723254.0,CIK0000723254,Cintas Corporation,CINTAS CORP,Nasdaq,Industrials,Specialty Business Services,core_large_cap,include_legacy_core,62.0,20100831.0,20251130.0,Existing defended-thesis universe.
CTSH,1058290.0,CIK0001058290,Cognizant Technology Solutions ,COGNIZANT TECHNOLOGY SOLUTIONS CORP,Nasdaq,Technology,Information Technology Services,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
CVS,64803.0,CIK0000064803,CVS Health Corporation,CVS HEALTH Corp,NYSE,Healthcare,Healthcare Plans,core_large_cap,include_legacy_core,46.0,20140930.0,20251231.0,Existing defended-thesis universe.
CVX,93410.0,CIK0000093410,Chevron Corporation,CHEVRON CORP,NYSE,Energy,Oil & Gas Integrated,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
D,715957.0,CIK0000715957,"Dominion Energy, Inc.","DOMINION ENERGY, INC",NYSE,Utilities,Utilities - Regulated Electric,core_large_cap,include_legacy_core,32.0,20090630.0,20170331.0,Existing defended-thesis universe.
DASH,1792789.0,CIK0001792789,DoorDash Inc.,"DoorDash, Inc.",Nasdaq,Technology,Internet Retail,core_large_cap,include_legacy_core,21.0,20201231.0,20251231.0,Existing defended-thesis universe.
DDOG,1561550.0,CIK0001561550,Datadog Inc.,"Datadog, Inc.",Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,26.0,20190930.0,20251231.0,Existing defended-thesis universe.
DE,315189.0,CIK0000315189,Deere & Company,DEERE & CO,NYSE,Industrials,Farm & Heavy Construction Machinery,core_large_cap,include_legacy_core,67.0,20090731.0,20260131.0,Existing defended-thesis universe.
DELL,1571996.0,CIK0001571996,Dell Technologies Inc.,Dell Technologies Inc.,NYSE,Technology,Computer Hardware,core_large_cap,include_legacy_core,38.0,20161031.0,20260131.0,Existing defended-thesis universe.
DFS,,DFS,Discover Financial Services,,,Financial Services,Credit Services,core_large_cap,include_legacy_core,,,,Existing defended-thesis universe.
DHI,882184.0,CIK0000882184,"D.R. Horton, Inc.",HORTON D R INC /DE/,NYSE,Consumer Cyclical,Residential Construction,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
DHR,313616.0,CIK0000313616,Danaher Corporation,DANAHER CORP /DE/,NYSE,Healthcare,Diagnostics & Research,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
DIS,1744489.0,CIK0001744489,Walt Disney Company (The),Walt Disney Co,NYSE,Communication Services,Entertainment,core_large_cap,include_legacy_core,28.0,20190331.0,20251231.0,Existing defended-thesis universe.
DLR,1297996.0,CIK0001297996,"Digital Realty Trust, Inc.","DIGITAL REALTY TRUST, INC.",NYSE,Real Estate,REIT - Specialty,core_large_cap,include_legacy_core,64.0,20100630.0,20251231.0,Existing defended-thesis universe.
DUK,1326160.0,CIK0001326160,Duke Energy Corporation (Holdin,Duke Energy CORP,NYSE,Utilities,Utilities - Regulated Electric,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
DXCM,1093557.0,CIK0001093557,"DexCom, Inc.",DEXCOM INC,Nasdaq,Healthcare,Medical Devices,core_large_cap,include_legacy_core,59.0,20110630.0,20251231.0,Existing defended-thesis universe.
EA,712515.0,CIK0000712515,Electronic Arts Inc.,ELECTRONIC ARTS INC.,Nasdaq,Communication Services,Electronic Gaming & Multimedia,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
ECL,31462.0,CIK0000031462,Ecolab Inc.,ECOLAB INC.,NYSE,Basic Materials,Specialty Chemicals,core_large_cap,include_legacy_core,42.0,20150930.0,20251231.0,Existing defended-thesis universe.
ELV,1156039.0,CIK0001156039,"Elevance Health, Inc.","Elevance Health, Inc.",NYSE,Healthcare,Healthcare Plans,core_large_cap,include_legacy_core,30.0,20141231.0,20220331.0,Existing defended-thesis universe.
EMR,32604.0,CIK0000032604,Emerson Electric Company,EMERSON ELECTRIC CO,NYSE,Industrials,Specialty Industrial Machinery,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
EOG,821189.0,CIK0000821189,"EOG Resources, Inc.",EOG RESOURCES INC,NYSE,Energy,Oil & Gas E&P,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
EQIX,1101239.0,CIK0001101239,"Equinix, Inc.",EQUINIX INC,Nasdaq,Real Estate,REIT - Specialty,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
ETN,1551182.0,CIK0001551182,"Eaton Corporation, PLC",Eaton Corp plc,NYSE,Industrials,Specialty Industrial Machinery,core_large_cap,include_legacy_core,53.0,20121231.0,20251231.0,Existing defended-thesis universe.
EW,1099800.0,CIK0001099800,Edwards Lifesciences Corporatio,Edwards Lifesciences Corp,NYSE,Healthcare,Medical Devices,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
EXC,1109357.0,CIK0001109357,Exelon Corporation,EXELON CORP,Nasdaq,Utilities,Utilities - Regulated Electric,core_large_cap,include_legacy_core,66.0,20090630.0,20251231.0,Existing defended-thesis universe.
FANG,1539838.0,CIK0001539838,"Diamondback Energy, Inc.","Diamondback Energy, Inc.",Nasdaq,Energy,Oil & Gas E&P,core_large_cap,include_legacy_core,54.0,20120930.0,20251231.0,Existing defended-thesis universe.
FAST,815556.0,CIK0000815556,Fastenal Company,FASTENAL CO,Nasdaq,Industrials,Industrial Distribution,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
FCX,831259.0,CIK0000831259,"Freeport-McMoRan, Inc.",FREEPORT-MCMORAN INC,NYSE,Basic Materials,Copper,core_large_cap,include_legacy_core,47.0,20140630.0,20251231.0,Existing defended-thesis universe.
FDX,1048911.0,CIK0001048911,FedEx Corporation,FEDEX CORP,NYSE,Industrials,Integrated Freight & Logistics,core_large_cap,include_legacy_core,66.0,20090831.0,20260228.0,Existing defended-thesis universe.
FI,,FI,"Fiserv, Inc.",,,Technology,Information Technology Services,core_large_cap,include_legacy_core,,,,Existing defended-thesis universe.
FICO,814547.0,CIK0000814547,Fair Isaac Corporation,FAIR ISAAC CORP,NYSE,Technology,Software - Application,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
FIS,1136893.0,CIK0001136893,Fidelity National Information S,"Fidelity National Information Services, Inc.",NYSE,Technology,Information Technology Services,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
FTNT,1262039.0,CIK0001262039,"Fortinet, Inc.","Fortinet, Inc.",Nasdaq,Technology,Software - Infrastructure,core_large_cap,include_legacy_core,33.0,20110630.0,20190331.0,Existing defended-thesis universe.
GD,40533.0,CIK0000040533,General Dynamics Corporation,GENERAL DYNAMICS CORP,NYSE,Industrials,Aerospace & Defense,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
GE,40545.0,CIK0000040545,GE Aerospace,GENERAL ELECTRIC CO,NYSE,Industrials,Aerospace & Defense,core_large_cap,include_legacy_core,69.0,20090630.0,20251231.0,Existing defended-thesis universe.
GEHC,1932393.0,CIK0001932393,GE HealthCare Technologies Inc.,GE HealthCare Technologies Inc.,Nasdaq,Healthcare,Health Information Services,core_large_cap,include_legacy_core,12.0,20230331.0,20251231.0,Existing defended-thesis universe.
GEV,1996810.0,CIK0001996810,GE Vernova Inc.,GE Vernova Inc.,NYSE,Utilities,Utilities - Renewable,core_large_cap,include_legacy_core,8.0,20240331.0,20251231.0,Existing defended-thesis universe.
GILD,882095.0,CIK0000882095,"Gilead Sciences, Inc.","GILEAD SCIENCES, INC.",Nasdaq,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,50.0,20090630.0,20210930.0,Existing defended-thesis universe.
GM,1467858.0,CIK0001467858,General Motors Company,General Motors Co,NYSE,Consumer Cyclical,Auto Manufacturers,core_large_cap,include_legacy_core,60.0,20110630.0,20251231.0,Existing defended-thesis universe.
GOOG,1652044.0,CIK0001652044,Alphabet Inc.,Alphabet Inc.,Nasdaq,Communication Services,Internet Content & Information,core_large_cap,include_legacy_core,42.0,20150930.0,20251231.0,Existing defended-thesis universe.
GS,886982.0,CIK0000886982,"Goldman Sachs Group, Inc. (The)",GOLDMAN SACHS GROUP INC,NYSE,Financial Services,Capital Markets,core_large_cap,include_legacy_core,68.0,20090630.0,20251231.0,Existing defended-thesis universe.
GWW,277135.0,CIK0000277135,"W.W. Grainger, Inc.","W.W. GRAINGER, INC.",NYSE,Industrials,Industrial Distribution,core_large_cap,include_legacy_core,41.0,20090630.0,20190630.0,Existing defended-thesis universe.
HCA,860730.0,CIK0000860730,"HCA Healthcare, Inc.","HCA Healthcare, Inc.",NYSE,Healthcare,Medical Care Facilities,core_large_cap,include_legacy_core,36.0,20170331.0,20251231.0,Existing defended-thesis universe.
HD,354950.0,CIK0000354950,"Home Depot, Inc. (The)","HOME DEPOT, INC.",NYSE,Consumer Cyclical,Home Improvement Retail,core_large_cap,include_legacy_core,40.0,20090731.0,20190430.0,Existing defended-thesis universe.
HLT,1585689.0,CIK0001585689,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,NYSE,Consumer Cyclical,Lodging,core_large_cap,include_legacy_core,48.0,20140331.0,20251231.0,Existing defended-thesis universe.
HON,773840.0,CIK0000773840,Honeywell International Inc.,HONEYWELL INTERNATIONAL INC,Nasdaq,Industrials,Conglomerates,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
HWM,4281.0,CIK0000004281,Howmet Aerospace Inc.,Howmet Aerospace Inc.,NYSE,Industrials,Aerospace & Defense,core_large_cap,include_legacy_core,30.0,20090630.0,20160630.0,Existing defended-thesis universe.
IBM,51143.0,CIK0000051143,International Business Machines,INTERNATIONAL BUSINESS MACHINES CORP,NYSE,Technology,Information Technology Services,core_large_cap,include_legacy_core,66.0,20090630.0,20251231.0,Existing defended-thesis universe.
ICE,1571949.0,CIK0001571949,Intercontinental Exchange Inc.,"Intercontinental Exchange, Inc.",NYSE,Financial Services,Financial Data & Stock Exchanges,core_large_cap,include_legacy_core,48.0,20140630.0,20251231.0,Existing defended-thesis universe.
IDXX,874716.0,CIK0000874716,"IDEXX Laboratories, Inc.",IDEXX LABORATORIES INC /DE,Nasdaq,Healthcare,Diagnostics & Research,core_large_cap,include_legacy_core,63.0,20100630.0,20251231.0,Existing defended-thesis universe.
INTC,50863.0,CIK0000050863,Intel Corporation,INTEL CORP,Nasdaq,Technology,Semiconductors,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
INTU,896878.0,CIK0000896878,Intuit Inc.,INTUIT INC.,Nasdaq,Technology,Software - Application,core_large_cap,include_legacy_core,53.0,20091031.0,20230131.0,Existing defended-thesis universe.
ISRG,1035267.0,CIK0001035267,"Intuitive Surgical, Inc.",INTUITIVE SURGICAL INC,Nasdaq,Healthcare,Medical Instruments & Supplies,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
ITW,49826.0,CIK0000049826,Illinois Tool Works Inc.,ILLINOIS TOOL WORKS INC,NYSE,Industrials,Specialty Industrial Machinery,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
JCI,833444.0,CIK0000833444,Johnson Controls International ,Johnson Controls International plc,NYSE,Industrials,Building Products & Equipment,core_large_cap,include_legacy_core,38.0,20160930.0,20251231.0,Existing defended-thesis universe.
JNJ,200406.0,CIK0000200406,Johnson & Johnson,JOHNSON & JOHNSON,NYSE,Healthcare,Drug Manufacturers - General,core_large_cap,include_legacy_core,67.0,20090630.0,20251231.0,Existing defended-thesis universe.
JPM,19617.0,CIK0000019617,JP Morgan Chase & Co.,JPMORGAN CHASE & CO,NYSE,Financial Services,Banks - Diversified,core_large_cap,include_legacy_core,59.0,20110930.0,20251231.0,Existing defended-thesis universe.
KDP,1418135.0,CIK0001418135,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,Nasdaq,Consumer Defensive,Beverages - Non-Alcoholic,core_large_cap,include_legacy_core,34.0,20100331.0,20180331.0,Existing defended-thesis universe.
KHC,1637459.0,CIK0001637459,The Kraft Heinz Company,Kraft Heinz Co,Nasdaq,Consumer Defensive,Packaged Foods,core_large_cap,include_legacy_core,45.0,20150630.0,20251231.0,Existing defended-thesis universe.
KKR,1404912.0,CIK0001404912,KKR & Co. Inc.,KKR & Co. Inc.,NYSE,Financial Services,Asset Management,core_large_cap,include_legacy_core,31.0,20180630.0,20251231.0,Existing defended-thesis universe.
KLAC,319201.0,CIK0000319201,KLA Corporation,KLA CORP,Nasdaq,Technology,Semiconductor Equipment & Materials,core_large_cap,include_legacy_core,35.0,20100930.0,20190331.0,Existing defended-thesis universe.
KMB,55785.0,CIK0000055785,Kimberly-Clark Corporation,KIMBERLY CLARK CORP,Nasdaq,Consumer Defensive,Household & Personal Products,core_large_cap,include_legacy_core,69.0,20090630.0,20251231.0,Existing defended-thesis universe.
KMI,1506307.0,CIK0001506307,"Kinder Morgan, Inc.","KINDER MORGAN, INC.",NYSE,Energy,Oil & Gas Midstream,core_large_cap,include_legacy_core,59.0,20110630.0,20251231.0,Existing defended-thesis universe.
