ticker,cik,firm_id,shortname,sec_name,exchange,Sector,Industry,cohort,include_status,sec_filings,first_period,last_period,notes
CHD,313927.0,CIK0000313927,,CHURCH & DWIGHT CO INC /DE/,NYSE,,,additional_controls,include_if_num_tags_parse,63.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
MTD,1037646.0,CIK0001037646,,METTLER TOLEDO INTERNATIONAL INC/,NYSE,,,additional_controls,include_if_num_tags_parse,62.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
DOV,29905.0,CIK0000029905,,DOVER Corp,NYSE,,,additional_controls,include_if_num_tags_parse,68.0,20090630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
TYL,860731.0,CIK0000860731,,TYLER TECHNOLOGIES INC,NYSE,,,additional_controls,include_if_num_tags_parse,59.0,20110630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
FTV,1659166.0,CIK0001659166,,Fortive Corp,NYSE,,,additional_controls,include_if_num_tags_parse,39.0,20160630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
TROW,1113169.0,CIK0001113169,,PRICE T ROWE GROUP INC,Nasdaq,,,additional_controls,include_if_num_tags_parse,67.0,20090630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
VLTO,1967680.0,CIK0001967680,,Veralto Corp,NYSE,,,additional_controls,include_if_num_tags_parse,10.0,20230930.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
EQT,33213.0,CIK0000033213,,EQT Corp,NYSE,,,additional_controls,include_if_num_tags_parse,67.0,20090630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
SYF,1601712.0,CIK0001601712,,Synchrony Financial,NYSE,,,additional_controls,include_if_num_tags_parse,47.0,20140630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
NVR,906163.0,CIK0000906163,,NVR INC,NYSE,,,additional_controls,include_if_num_tags_parse,63.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
DTE,936340.0,CIK0000936340,,DTE ENERGY CO,NYSE,,,additional_controls,include_if_num_tags_parse,67.0,20090630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
VTR,740260.0,CIK0000740260,,"Ventas, Inc.",NYSE,,,additional_controls,include_if_num_tags_parse,42.0,20090630.0,20190331.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
AWK,1410636.0,CIK0001410636,,"American Water Works Company, Inc.",NYSE,,,additional_controls,include_if_num_tags_parse,63.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
ADM,7084.0,CIK0000007084,,Archer-Daniels-Midland Co,NYSE,,,additional_controls,include_if_num_tags_parse,38.0,20090930.0,20190331.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
NTAP,1002047.0,CIK0001002047,,"NetApp, Inc.",Nasdaq,,,additional_controls,include_if_num_tags_parse,62.0,20100731.0,20260131.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
WST,105770.0,CIK0000105770,,WEST PHARMACEUTICAL SERVICES INC,NYSE,,,additional_controls,include_if_num_tags_parse,63.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
CPAY,1175454.0,CIK0001175454,,"CORPAY, INC.",NYSE,,,additional_controls,include_if_num_tags_parse,51.0,20110630.0,20231231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
PPL,922224.0,CIK0000922224,,PPL Corp,NYSE,,,additional_controls,include_if_num_tags_parse,67.0,20090630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
LYB,1489393.0,CIK0001489393,,LyondellBasell Industries N.V.,NYSE,,,additional_controls,include_if_num_tags_parse,59.0,20110630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
AEE,1002910.0,CIK0001002910,,AMEREN CORP,NYSE,,,additional_controls,include_if_num_tags_parse,67.0,20090630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
EXPE,1324424.0,CIK0001324424,,"Expedia Group, Inc.",Nasdaq,,,additional_controls,include_if_num_tags_parse,32.0,20180331.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
HBAN,49196.0,CIK0000049196,,HUNTINGTON BANCSHARES INC /MD/,Nasdaq,,,additional_controls,include_if_num_tags_parse,44.0,20100630.0,20201231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
FE,1031296.0,CIK0001031296,,FIRSTENERGY CORP,NYSE,,,additional_controls,include_if_num_tags_parse,68.0,20090331.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
HUBB,48898.0,CIK0000048898,,HUBBELL INC,NYSE,,,additional_controls,include_if_num_tags_parse,63.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
HAL,45012.0,CIK0000045012,,HALLIBURTON CO,NYSE,,,additional_controls,include_if_num_tags_parse,67.0,20090630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
ROL,84839.0,CIK0000084839,,ROLLINS INC,NYSE,,,additional_controls,include_if_num_tags_parse,64.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
PHM,822416.0,CIK0000822416,,PULTEGROUP INC/MI/,NYSE,,,additional_controls,include_if_num_tags_parse,63.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
CINF,20286.0,CIK0000020286,,CINCINNATI FINANCIAL CORP,Nasdaq,,,additional_controls,include_if_num_tags_parse,63.0,20100630.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
PTC,857005.0,CIK0000857005,,PTC INC.,Nasdaq,,,additional_controls,include_if_num_tags_parse,53.0,20121231.0,20251231.0,Existing extra ticker list; use as matched non-distressed controls if SEC coverage is sufficient.
AAMRQ,6201.0,CIK0000006201,AMR CORP,AMR CORP,,,,distress_candidates,include_if_num_tags_parse,15.0,20100630.0,20130930.0,bankruptcy; event_year=2011; filings=15.0
AMC,1411579.0,CIK0001411579,"AMC ENTERTAINMENT HOLDINGS, INC.","AMC ENTERTAINMENT HOLDINGS, INC.",,,,distress_candidates,include_if_num_tags_parse,48.0,20140331.0,20251231.0,near_distress; event_year=2020; filings=48.0
ANRZQ,1301063.0,CIK0001301063,"ALPHA NATURAL RESOURCES, INC.","ALPHA NATURAL RESOURCES, INC.",,,,distress_candidates,include_if_num_tags_parse,25.0,20090930.0,20150630.0,bankruptcy; event_year=2015; filings=25.0
ASNA,1498301.0,CIK0001498301,"ASCENA RETAIL GROUP, INC.","ASCENA RETAIL GROUP, INC.",,,,distress_candidates,include_if_num_tags_parse,38.0,20110131.0,20200731.0,bankruptcy; event_year=2020; filings=38.0
BBBY,886158.0,CIK0000886158,BED BATH & BEYOND INC,BED BATH & BEYOND INC,,,,distress_candidates,include_if_num_tags_parse,56.0,20090831.0,20230228.0,bankruptcy; event_year=2023; filings=56.0
BRDS,1861449.0,CIK0001861449,"BIRD GLOBAL, INC.","BIRD GLOBAL, INC.",,,,distress_candidates,include_if_num_tags_parse,12.0,20210930.0,20230930.0,bankruptcy; event_year=2023; filings=12.0
BTUUQ,1064728.0,CIK0001064728,PEABODY ENERGY CORP,PEABODY ENERGY CORP,,,,distress_candidates,include_if_num_tags_parse,70.0,20090630.0,20251231.0,bankruptcy; event_year=2016; filings=70.0
BYND,1655210.0,CIK0001655210,"BEYOND MEAT, INC.","BEYOND MEAT, INC.",,,,distress_candidates,include_if_num_tags_parse,27.0,20190331.0,20250930.0,near_distress; event_year=2022; filings=27.0
CANO,1800682.0,CIK0001800682,"CANO HEALTH, INC.","CANO HEALTH, INC.",,,,distress_candidates,include_if_num_tags_parse,12.0,20210630.0,20240331.0,bankruptcy; event_year=2024; filings=12.0
CHK,895126.0,CIK0000895126,CHESAPEAKE ENERGY CORP,CHESAPEAKE ENERGY CORP,,,,distress_candidates,include_if_num_tags_parse,62.0,20090630.0,20240630.0,bankruptcy; event_year=2020; filings=62.0
CIT,1171825.0,CIK0001171825,CIT GROUP INC,CIT GROUP INC,,,,distress_candidates,include_if_num_tags_parse,46.0,20100630.0,20210930.0,bankruptcy; event_year=2009; filings=46.0
CVNA,1690820.0,CIK0001690820,CARVANA CO.,CARVANA CO.,,,,distress_candidates,include_if_num_tags_parse,36.0,20170331.0,20251231.0,near_distress; event_year=2022; filings=36.0
EKDKQ,31235.0,CIK0000031235,EASTMAN KODAK CO,EASTMAN KODAK CO,,,,distress_candidates,include_if_num_tags_parse,65.0,20100630.0,20251231.0,bankruptcy; event_year=2012; filings=65.0
FTR,20520.0,CIK0000020520,FRONTIER COMMUNICATIONS CORP,FRONTIER COMMUNICATIONS CORP,,,,distress_candidates,include_if_num_tags_parse,44.0,20100630.0,20210331.0,bankruptcy; event_year=2020; filings=44.0
GTATQ,1394954.0,CIK0001394954,GT ADVANCED TECHNOLOGIES INC.,GT ADVANCED TECHNOLOGIES INC.,,,,distress_candidates,include_if_num_tags_parse,13.0,20110630.0,20140630.0,bankruptcy; event_year=2014; filings=13.0
HTZ,1657853.0,CIK0001657853,"HERTZ GLOBAL HOLDINGS, INC","HERTZ GLOBAL HOLDINGS, INC",,,,distress_candidates,include_if_num_tags_parse,39.0,20160630.0,20251231.0,bankruptcy; event_year=2020; filings=39.0
JCP,1166126.0,CIK0001166126,J C PENNEY CO INC,J C PENNEY CO INC,,,,distress_candidates,include_if_num_tags_parse,46.0,20090731.0,20201031.0,bankruptcy; event_year=2020; filings=46.0
JOAN,1834585.0,CIK0001834585,JOANN INC.,JOANN INC.,,,,distress_candidates,include_if_num_tags_parse,11.0,20210430.0,20231031.0,bankruptcy; event_year=2024; filings=11.0
LINEQ,1326428.0,CIK0001326428,"LINN ENERGY, LLC","LINN ENERGY, LLC",,,,distress_candidates,include_if_num_tags_parse,26.0,20100630.0,20160930.0,bankruptcy; event_year=2016; filings=26.0
NPCMQ,1458891.0,CIK0001458891,NOBLE CORP PLC,NOBLE CORP PLC,,,,distress_candidates,include_if_num_tags_parse,28.0,20131231.0,20200930.0,bankruptcy; event_year=2020; filings=28.0
NVAX,1000694.0,CIK0001000694,NOVAVAX INC,NOVAVAX INC,,,,distress_candidates,include_if_num_tags_parse,59.0,20110630.0,20251231.0,near_distress; event_year=2022; filings=59.0
PGNPQ,1004980.0,CIK0001004980,PG&E CORP,PG&E CORP,,,,distress_candidates,include_if_num_tags_parse,67.0,20090630.0,20251231.0,bankruptcy; event_year=2019; filings=67.0
PIRRQ,278130.0,CIK0000278130,PIER 1 IMPORTS INC/DE,PIER 1 IMPORTS INC/DE,,,,distress_candidates,include_if_num_tags_parse,36.0,20110531.0,20191130.0,bankruptcy; event_year=2020; filings=36.0
PRTY,1592058.0,CIK0001592058,PARTY CITY HOLDCO INC.,PARTY CITY HOLDCO INC.,,,,distress_candidates,include_if_num_tags_parse,36.0,20150331.0,20230930.0,bankruptcy; event_year=2023; filings=36.0
PTON,1639825.0,CIK0001639825,"PELOTON INTERACTIVE, INC.","PELOTON INTERACTIVE, INC.",,,,distress_candidates,include_if_num_tags_parse,26.0,20190930.0,20251231.0,near_distress; event_year=2022; filings=26.0
PTRA,1820630.0,CIK0001820630,PROTERRA INC,PROTERRA INC,,,,distress_candidates,include_if_num_tags_parse,10.0,20210630.0,20230930.0,bankruptcy; event_year=2023; filings=10.0
REV,887921.0,CIK0000887921,REVLON INC /DE/,REVLON INC /DE/,,,,distress_candidates,include_if_num_tags_parse,47.0,20110630.0,20221231.0,bankruptcy; event_year=2022; filings=47.0
RIDE,1759546.0,CIK0001759546,LORDSTOWN MOTORS CORP.,LORDSTOWN MOTORS CORP.,,,,distress_candidates,include_if_num_tags_parse,15.0,20200930.0,20231231.0,bankruptcy; event_year=2023; filings=15.0
SDC,1775625.0,CIK0001775625,"SMILEDIRECTCLUB, INC.","SMILEDIRECTCLUB, INC.",,,,distress_candidates,include_if_num_tags_parse,16.0,20190930.0,20230630.0,bankruptcy; event_year=2023; filings=16.0
SHLDQ,1310067.0,CIK0001310067,SEARS HOLDINGS CORP,SEARS HOLDINGS CORP,,,,distress_candidates,include_if_num_tags_parse,34.0,20100731.0,20181031.0,bankruptcy; event_year=2018; filings=34.0
SI,1312109.0,CIK0001312109,SILVERGATE CAPITAL CORP,SILVERGATE CAPITAL CORP,,,,distress_candidates,include_if_num_tags_parse,13.0,20190930.0,20220930.0,liquidation_distress; event_year=2023; filings=13.0
SIVB,719739.0,CIK0000719739,SVB FINANCIAL GROUP,SVB FINANCIAL GROUP,,,,distress_candidates,include_if_num_tags_parse,51.0,20100630.0,20221231.0,bank_failure; event_year=2023; filings=51.0
SUNEQ,945436.0,CIK0000945436,"SUNEDISON, INC.","SUNEDISON, INC.",,,,distress_candidates,include_if_num_tags_parse,10.0,20130630.0,20150930.0,bankruptcy; event_year=2016; filings=10.0
TOYRF,1005414.0,CIK0001005414,TOYS R US INC,TOYS R US INC,,,,distress_candidates,include_if_num_tags_parse,25.0,20110731.0,20171031.0,bankruptcy; event_year=2017; filings=25.0
TUES,878726.0,CIK0000878726,TUESDAY MORNING CORP/DE,TUESDAY MORNING CORP/DE,,,,distress_candidates,include_if_num_tags_parse,45.0,20110930.0,20220930.0,bankruptcy; event_year=2020; filings=45.0
TUP,1008654.0,CIK0001008654,TUPPERWARE BRANDS CORP,TUPPERWARE BRANDS CORP,,,,distress_candidates,include_if_num_tags_parse,56.0,20100630.0,20230930.0,bankruptcy; event_year=2024; filings=56.0
UCIHQ,1022646.0,CIK0001022646,ULTRA PETROLEUM CORP,ULTRA PETROLEUM CORP,,,,distress_candidates,include_if_num_tags_parse,45.0,20090630.0,20200630.0,bankruptcy; event_year=2016; filings=45.0
UPST,1647639.0,CIK0001647639,"UPSTART HOLDINGS, INC.","UPSTART HOLDINGS, INC.",,,,distress_candidates,include_if_num_tags_parse,21.0,20210331.0,20251231.0,near_distress; event_year=2022; filings=21.0
WE,1813756.0,CIK0001813756,WEWORK INC.,WEWORK INC.,,,,distress_candidates,include_if_num_tags_parse,10.0,20201231.0,20230630.0,bankruptcy; event_year=2023; filings=10.0
WLL,1255474.0,CIK0001255474,WHITING PETROLEUM CORP,WHITING PETROLEUM CORP,,,,distress_candidates,include_if_num_tags_parse,49.0,20100630.0,20220331.0,bankruptcy; event_year=2020; filings=49.0
WLTGQ,837173.0,CIK0000837173,"WALTER ENERGY, INC.","WALTER ENERGY, INC.",,,,distress_candidates,include_if_num_tags_parse,25.0,20090630.0,20150930.0,bankruptcy; event_year=2015; filings=25.0
YELL,716006.0,CIK0000716006,YELLOW CORP,YELLOW CORP,,,,distress_candidates,include_if_num_tags_parse,11.0,20201231.0,20230630.0,bankruptcy; event_year=2023; filings=11.0
