ticker,company,candidate_role,universe_group,priority,event_year,event_type,Sector,Industry,Fulltimeemployees,Weight,notes
NOW,"ServiceNow, Inc.",core,legacy_large_cap_core,keep,,,Technology,Software - Application,22668.0,0.0040506148617239,Original defended-thesis large-cap universe.
NSC,Norfolk Southern Corporation,core,legacy_large_cap_core,keep,,,Industrials,Railroads,20700.0,0.0009530709769936,Original defended-thesis large-cap universe.
NVDA,NVIDIA Corporation,core,legacy_large_cap_core,keep,,,Technology,Semiconductors,29600.0,0.0593496381573215,Original defended-thesis large-cap universe.
NXPI,NXP Semiconductors N.V.,core,legacy_large_cap_core,keep,,,Technology,Semiconductors,34200.0,0.0009613408652148,Original defended-thesis large-cap universe.
O,Realty Income Corporation,core,legacy_large_cap_core,keep,,,Real Estate,REIT - Retail,418.0,0.000831239389321,Original defended-thesis large-cap universe.
ODFL,"Old Dominion Freight Line, Inc.",core,legacy_large_cap_core,keep,,,Industrials,Trucking,22686.0,0.0006966600794209,Original defended-thesis large-cap universe.
OKE,"ONEOK, Inc.",core,legacy_large_cap_core,keep,,,Energy,Oil & Gas Midstream,4775.0,0.0010519823685024,Original defended-thesis large-cap universe.
ON,ON Semiconductor Corporation,core,legacy_large_cap_core,keep,,,Technology,Semiconductors,30000.0,0.000501771020495,Original defended-thesis large-cap universe.
ORCL,Oracle Corporation,core,legacy_large_cap_core,keep,,,Technology,Software - Infrastructure,159000.0,0.0085374351921528,Original defended-thesis large-cap universe.
ORLY,"O'Reilly Automotive, Inc.",core,legacy_large_cap_core,keep,,,Consumer Cyclical,Specialty Retail,92709.0,0.001266226430874,Original defended-thesis large-cap universe.
OXY,Occidental Petroleum Corporatio,core,legacy_large_cap_core,keep,,,Energy,Oil & Gas E&P,12570.0,0.0007956475949921,Original defended-thesis large-cap universe.
PANW,"Palo Alto Networks, Inc.",core,legacy_large_cap_core,keep,,,Technology,Software - Infrastructure,15289.0,0.002205099938612,Original defended-thesis large-cap universe.
PAYX,"Paychex, Inc.",core,legacy_large_cap_core,keep,,,Technology,Software - Application,16000.0,0.0009039385321586,Original defended-thesis large-cap universe.
PCAR,PACCAR Inc.,core,legacy_large_cap_core,keep,,,Industrials,Farm & Heavy Construction Machinery,32400.0,0.0009934664723222,Original defended-thesis large-cap universe.
PCG,Pacific Gas & Electric Co.,core,legacy_large_cap_core,keep,,,Utilities,Utilities - Regulated Electric,28010.0,0.0007821768047099,Original defended-thesis large-cap universe.
PDD,PDD Holdings Inc.,core,legacy_large_cap_core,keep,,,Consumer Cyclical,Internet Retail,23465.0,,Original defended-thesis large-cap universe.
PEG,Public Service Enterprise Group,core,legacy_large_cap_core,keep,,,Utilities,Utilities - Regulated Electric,12543.0,0.0007624521242466,Original defended-thesis large-cap universe.
PEP,"Pepsico, Inc.",core,legacy_large_cap_core,keep,,,Consumer Defensive,Beverages - Non-Alcoholic,318000.0,0.0037714430905654,Original defended-thesis large-cap universe.
PFE,"Pfizer, Inc.",core,legacy_large_cap_core,keep,,,Healthcare,Drug Manufacturers - General,88000.0,0.0026875684982136,Original defended-thesis large-cap universe.
PG,Procter & Gamble Company (The),core,legacy_large_cap_core,keep,,,Consumer Defensive,Household & Personal Products,108000.0,0.0071207270389399,Original defended-thesis large-cap universe.
PGR,Progressive Corporation (The),core,legacy_large_cap_core,keep,,,Financial Services,Insurance - Property & Casualty,61432.0,0.0025291591143195,Original defended-thesis large-cap universe.
PH,Parker-Hannifin Corporation,core,legacy_large_cap_core,keep,,,Industrials,Specialty Industrial Machinery,61120.0,0.0014988088019894,Original defended-thesis large-cap universe.
PLD,"Prologis, Inc.",core,legacy_large_cap_core,keep,,,Real Estate,REIT - Industrial,2574.0,0.0017216272488319,Original defended-thesis large-cap universe.
PLTR,Palantir Technologies Inc.,core,legacy_large_cap_core,keep,,,Technology,Software - Infrastructure,3892.0,0.0033012985229311,Original defended-thesis large-cap universe.
PM,Philip Morris International Inc,core,legacy_large_cap_core,keep,,,Consumer Defensive,Tobacco,82700.0,0.0034748504787919,Original defended-thesis large-cap universe.
PNC,"PNC Financial Services Group, I",core,legacy_large_cap_core,keep,,,Financial Services,Banks - Regional,53749.0,0.0013760418389788,Original defended-thesis large-cap universe.
PRU,"Prudential Financial, Inc.",core,legacy_large_cap_core,keep,,,Financial Services,Insurance - Life,40366.0,0.0007545419277473,Original defended-thesis large-cap universe.
PSA,Public Storage,core,legacy_large_cap_core,keep,,,Real Estate,REIT - Industrial,6200.0,0.000937649701054,Original defended-thesis large-cap universe.
PSX,Phillips 66,core,legacy_large_cap_core,keep,,,Energy,Oil & Gas Refining & Marketing,14000.0,0.0008200705228894,Original defended-thesis large-cap universe.
PWR,"Quanta Services, Inc.",core,legacy_large_cap_core,keep,,,Industrials,Engineering & Construction,52500.0,0.0008721671635488,Original defended-thesis large-cap universe.
PYPL,"PayPal Holdings, Inc.",core,legacy_large_cap_core,keep,,,Financial Services,Credit Services,27200.0,0.0015715605610715,Original defended-thesis large-cap universe.
QCOM,QUALCOMM Incorporated,core,legacy_large_cap_core,keep,,,Technology,Semiconductors,49000.0,0.003056010434153,Original defended-thesis large-cap universe.
RCL,Royal Caribbean Cruises Ltd.,core,legacy_large_cap_core,keep,,,Consumer Cyclical,Travel Services,98100.0,0.0011533816093309,Original defended-thesis large-cap universe.
REGN,"Regeneron Pharmaceuticals, Inc.",core,legacy_large_cap_core,keep,,,Healthcare,Biotechnology,14165.0,0.001387599579251,Original defended-thesis large-cap universe.
ROP,"Roper Technologies, Inc.",core,legacy_large_cap_core,keep,,,Technology,Software - Application,16800.0,0.0010135940281477,Original defended-thesis large-cap universe.
ROST,"Ross Stores, Inc.",core,legacy_large_cap_core,keep,,,Consumer Cyclical,Apparel Retail,108000.0,0.0008853304362004,Original defended-thesis large-cap universe.
RSG,"Republic Services, Inc.",core,legacy_large_cap_core,keep,,,Industrials,Waste Management,41000.0,0.0011478148990938,Original defended-thesis large-cap universe.
RTX,RTX Corporation,core,legacy_large_cap_core,keep,,,Industrials,Aerospace & Defense,185000.0,0.0027893156400089,Original defended-thesis large-cap universe.
SBUX,Starbucks Corporation,core,legacy_large_cap_core,keep,,,Consumer Cyclical,Restaurants,,0.0017944556478219,Original defended-thesis large-cap universe.
SCHW,Charles Schwab Corporation (The,core,legacy_large_cap_core,keep,,,Financial Services,Capital Markets,32100.0,0.0024473320110606,Original defended-thesis large-cap universe.
SHW,Sherwin-Williams Company (The),core,legacy_large_cap_core,keep,,,Basic Materials,Specialty Chemicals,64088.0,0.0015653776364975,Original defended-thesis large-cap universe.
SLB,Schlumberger N.V.,core,legacy_large_cap_core,keep,,,Energy,Oil & Gas Equipment & Services,111000.0,0.0009357164593759,Original defended-thesis large-cap universe.
SNPS,"Synopsys, Inc.",core,legacy_large_cap_core,keep,,,Technology,Software - Infrastructure,20300.0,0.0013687790286249,Original defended-thesis large-cap universe.
SO,Southern Company (The),core,legacy_large_cap_core,keep,,,Utilities,Utilities - Regulated Electric,27819.0,0.0016333917228083,Original defended-thesis large-cap universe.
SPG,"Simon Property Group, Inc.",core,legacy_large_cap_core,keep,,,Real Estate,REIT - Retail,2500.0,0.001159265711956,Original defended-thesis large-cap universe.
SPGI,S&P Global Inc.,core,legacy_large_cap_core,keep,,,Financial Services,Financial Data & Stock Exchanges,40450.0,0.0027456223441796,Original defended-thesis large-cap universe.
SRE,DBA Sempra,core,legacy_large_cap_core,keep,,,Utilities,Utilities - Diversified,16835.0,0.0009892562147636,Original defended-thesis large-cap universe.
SYK,Stryker Corporation,core,legacy_large_cap_core,keep,,,Healthcare,Medical Devices,52000.0,0.0025006302033538,Original defended-thesis large-cap universe.
T,AT&T Inc.,core,legacy_large_cap_core,keep,,,Communication Services,Telecom Services,143630.0,0.0029368551268046,Original defended-thesis large-cap universe.
TDG,Transdigm Group Incorporated,core,legacy_large_cap_core,keep,,,Industrials,Aerospace & Defense,16600.0,0.0012910248943203,Original defended-thesis large-cap universe.
TEAM,Atlassian Corporation,core,legacy_large_cap_core,keep,,,Technology,Software - Application,12157.0,,Original defended-thesis large-cap universe.
TEL,TE Connectivity plc,core,legacy_large_cap_core,keep,,,Technology,Electronic Components,87000.0,0.0007732753741703,Original defended-thesis large-cap universe.
TFC,Truist Financial Corporation,core,legacy_large_cap_core,keep,,,Financial Services,Banks - Regional,37867.0,0.0010346446527107,Original defended-thesis large-cap universe.
TGT,Target Corporation,core,legacy_large_cap_core,keep,,,Consumer Defensive,Discount Stores,415000.0,0.001083896552633,Original defended-thesis large-cap universe.
TJX,"TJX Companies, Inc. (The)",core,legacy_large_cap_core,keep,,,Consumer Cyclical,Apparel Retail,349000.0,0.0024674573561195,Original defended-thesis large-cap universe.
TMO,Thermo Fisher Scientific Inc,core,legacy_large_cap_core,keep,,,Healthcare,Diagnostics & Research,122000.0,0.0036063330205653,Original defended-thesis large-cap universe.
TMUS,"T-Mobile US, Inc.",core,legacy_large_cap_core,keep,,,Communication Services,Telecom Services,67000.0,0.0045997825436772,Original defended-thesis large-cap universe.
TRV,"The Travelers Companies, Inc.",core,legacy_large_cap_core,keep,,,Financial Services,Insurance - Property & Casualty,32967.0,0.0009833502255494,Original defended-thesis large-cap universe.
TSLA,"Tesla, Inc.",core,legacy_large_cap_core,keep,,,Consumer Cyclical,Auto Manufacturers,140473.0,0.0243174937863789,Original defended-thesis large-cap universe.
TT,Trane Technologies plc,core,legacy_large_cap_core,keep,,,Industrials,Building Products & Equipment,40000.0,0.0015267170770852,Original defended-thesis large-cap universe.
TTD,The Trade Desk Inc.,core,legacy_large_cap_core,keep,,,Technology,Media & Information Services,3522.0,,Original defended-thesis large-cap universe.
TTWO,"Take-Two Interactive Software, ",core,legacy_large_cap_core,keep,,,Communication Services,Electronic Gaming & Multimedia,12371.0,0.0005749800766432,Original defended-thesis large-cap universe.
TXN,Texas Instruments Incorporated,core,legacy_large_cap_core,keep,,,Technology,Semiconductors,34000.0,0.0030668986069218,Original defended-thesis large-cap universe.
UBER,"Uber Technologies, Inc.",core,legacy_large_cap_core,keep,,,Technology,Software - Application,30800.0,0.0023007186880755,Original defended-thesis large-cap universe.
UNH,UnitedHealth Group Incorporated,core,legacy_large_cap_core,keep,,,Healthcare,Healthcare Plans,440000.0,0.0082806891423673,Original defended-thesis large-cap universe.
UNP,Union Pacific Corporation,core,legacy_large_cap_core,keep,,,Industrials,Railroads,30518.0,0.0024685471166568,Original defended-thesis large-cap universe.
UPS,"United Parcel Service, Inc.",core,legacy_large_cap_core,keep,,,Industrials,Integrated Freight & Logistics,500000.0,0.0019295908181313,Original defended-thesis large-cap universe.
URI,"United Rentals, Inc.",core,legacy_large_cap_core,keep,,,Industrials,Rental & Leasing Services,26300.0,0.0008531704148266,Original defended-thesis large-cap universe.
USB,U.S. Bancorp,core,legacy_large_cap_core,keep,,,Financial Services,Banks - Regional,70000.0,0.0013449662723025,Original defended-thesis large-cap universe.
V,Visa Inc.,core,legacy_large_cap_core,keep,,,Financial Services,Credit Services,,0.0110688708065074,Original defended-thesis large-cap universe.
VRSK,"Verisk Analytics, Inc.",core,legacy_large_cap_core,keep,,,Industrials,Consulting Services,7500.0,0.0007033806624259,Original defended-thesis large-cap universe.
VRTX,Vertex Pharmaceuticals Incorpor,core,legacy_large_cap_core,keep,,,Healthcare,Biotechnology,5400.0,0.0018406599323276,Original defended-thesis large-cap universe.
VST,Vistra Corp.,core,legacy_large_cap_core,keep,,,Utilities,Utilities - Independent Power Producers,4870.0,0.0008566472874199,Original defended-thesis large-cap universe.
VZ,Verizon Communications Inc.,core,legacy_large_cap_core,keep,,,Communication Services,Telecom Services,101200.0,0.0030241609517909,Original defended-thesis large-cap universe.
WBD,"Warner Bros. Discovery, Inc. - ",core,legacy_large_cap_core,keep,,,Communication Services,Entertainment,35300.0,0.0004718098644033,Original defended-thesis large-cap universe.
WDAY,Workday Inc.,core,legacy_large_cap_core,keep,,,Technology,Software - Application,20482.0,,Original defended-thesis large-cap universe.
WELL,Welltower Inc.,core,legacy_large_cap_core,keep,,,Real Estate,REIT - Healthcare Facilities,533.0,0.0013963394764462,Original defended-thesis large-cap universe.
WFC,Wells Fargo & Company,core,legacy_large_cap_core,keep,,,Financial Services,Banks - Diversified,220167.0,0.0042134876359495,Original defended-thesis large-cap universe.
WM,"Waste Management, Inc.",core,legacy_large_cap_core,keep,,,Industrials,Waste Management,48000.0,0.0014863153179179,Original defended-thesis large-cap universe.
WMB,"Williams Companies, Inc. (The)",core,legacy_large_cap_core,keep,,,Energy,Oil & Gas Midstream,5601.0,0.0011731177120881,Original defended-thesis large-cap universe.
WMT,Walmart Inc.,core,legacy_large_cap_core,keep,,,Consumer Defensive,Discount Stores,2100000.0,0.0133315249578394,Original defended-thesis large-cap universe.
XEL,Xcel Energy Inc.,core,legacy_large_cap_core,keep,,,Utilities,Utilities - Regulated Electric,11311.0,0.0006963322964299,Original defended-thesis large-cap universe.
XOM,Exxon Mobil Corporation,core,legacy_large_cap_core,keep,,,Energy,Oil & Gas Integrated,62000.0,0.0083714826727031,Original defended-thesis large-cap universe.
ZS,Zscaler Inc.,core,legacy_large_cap_core,keep,,,Technology,Internet Security,7348.0,,Original defended-thesis large-cap universe.
ZTS,Zoetis Inc.,core,legacy_large_cap_core,keep,,,Healthcare,Drug Manufacturers - Specialty & Generic,14100.0,0.0013380109058871,Original defended-thesis large-cap universe.
BBBYQ,Bed Bath & Beyond Inc.,failure_candidate,distressed_seed,high,2023,chapter_11,,,,,Retail bankruptcy; useful recent failure example.
GMGMQ,General Motors Corp.,failure_candidate,distressed_seed,high,2009,chapter_11,,,,,Old GM bankruptcy entity; confirm historical ticker/CIK during SEC matching.
LEHMQ,Lehman Brothers Holdings Inc.,failure_candidate,distressed_seed,high,2008,chapter_11,,,,,Large financial crisis bankruptcy; use with financial-sector caveats.
SHLDQ,Sears Holdings Corp.,failure_candidate,distressed_seed,high,2018,chapter_11,,,,,Retail distress and bankruptcy.
SVBFG,SVB Financial Group,failure_candidate,distressed_seed,high,2023,chapter_11,,,,,Bank holding company after Silicon Valley Bank failure; financial-sector caveats.
WAMUQ,Washington Mutual Inc.,failure_candidate,distressed_seed,high,2008,chapter_11,,,,,Major bank failure and bankruptcy; financial-sector ratios may need separate handling.
HERTZ,The Hertz Corp historical entity,failure_candidate,distressed_seed,low,2020,chapter_11,,,,,Alias row for name matching; remove if duplicate after CIK resolution.
TOYRF,Toys R Us Inc.,failure_candidate,distressed_seed,low,2017,chapter_11,,,,,Private/limited public-data complications; likely exclude unless SEC coverage works.
AAMRQ,AMR Corp.,failure_candidate,distressed_seed,medium,2011,chapter_11,,,,,American Airlines parent bankruptcy before merger.
ANRZQ,Alpha Natural Resources Inc.,failure_candidate,distressed_seed,medium,2015,chapter_11,,,,,Coal-sector bankruptcy.
BTUUQ,Peabody Energy Corp.,failure_candidate,distressed_seed,medium,2016,chapter_11,,,,,Energy-sector downturn case.
CHKAQ,Chesapeake Energy Corp.,failure_candidate,distressed_seed,medium,2020,chapter_11,,,,,Energy-sector bankruptcy.
CIT,CIT Group Inc.,failure_candidate,distressed_seed,medium,2009,chapter_11,,,,,Financial crisis restructuring; later emerged.
EKDKQ,Eastman Kodak Co.,failure_candidate,distressed_seed,medium,2012,chapter_11,,,,,Industrial/technology restructuring; emerged later.
FRCB,First Republic Bank,failure_candidate,distressed_seed,medium,2023,receivership_delisting,,,,,Bank failure/receivership; may not fit corporate-bankruptcy target.
GTATQ,GT Advanced Technologies Inc.,failure_candidate,distressed_seed,medium,2014,chapter_11,,,,,Technology/manufacturing bankruptcy.
HTZ,The Hertz Corp.,failure_candidate,distressed_seed,medium,2020,chapter_11,,,,,COVID-era bankruptcy and emergence; ticker continuity needs checking.
JCPNQ,J. C. Penney Co. Inc.,failure_candidate,distressed_seed,medium,2020,chapter_11,,,,,Retail bankruptcy.
LINEQ,Linn Energy LLC,failure_candidate,distressed_seed,medium,2016,chapter_11,,,,,Energy-sector bankruptcy; entity structure may differ from corporations.
MFGLQ,MF Global Holdings Ltd.,failure_candidate,distressed_seed,medium,2011,chapter_11,,,,,Financial-sector distress case; use with caution.
NPCMQ,Noble Corp.,failure_candidate,distressed_seed,medium,2020,chapter_11,,,,,Offshore drilling bankruptcy.
PGNPQ,Pacific Gas and Electric Co.,failure_candidate,distressed_seed,medium,2019,chapter_11,,,,,Utility bankruptcy/restructuring; later emerged.
PIRRQ,Pier 1 Imports Inc.,failure_candidate,distressed_seed,medium,2020,chapter_11,,,,,Retail bankruptcy.
REVRQ,Revlon Inc.,failure_candidate,distressed_seed,medium,2022,chapter_11,,,,,Consumer products bankruptcy.
RIDEQ,Lordstown Motors Corp.,failure_candidate,distressed_seed,medium,2023,chapter_11,,,,,Recent public EV bankruptcy; short history.
SUNEQ,SunEdison Inc.,failure_candidate,distressed_seed,medium,2016,chapter_11,,,,,Renewable energy bankruptcy.
TUP,Tupperware Brands Corp.,failure_candidate,distressed_seed,medium,2024,chapter_11,,,,,Consumer products bankruptcy; verify latest available SEC quarters.
UCIHQ,Ultra Petroleum Corp.,failure_candidate,distressed_seed,medium,2016,chapter_11,,,,,Energy-sector bankruptcy; verify SEC coverage.
VALPQ,Valaris plc,failure_candidate,distressed_seed,medium,2020,chapter_11,,,,,Energy services bankruptcy.
VORBQ,Virgin Orbit Holdings Inc.,failure_candidate,distressed_seed,medium,2023,chapter_11,,,,,Recent public-company bankruptcy; short history after SPAC.
WEWKQ,WeWork Inc.,failure_candidate,distressed_seed,medium,2023,chapter_11,,,,,Real estate/services bankruptcy; history is short.
WLL,Whiting Petroleum Corp.,failure_candidate,distressed_seed,medium,2020,chapter_11,,,,,Energy-sector bankruptcy; later M&A/ticker changes.
WLTGQ,Walter Energy Inc.,failure_candidate,distressed_seed,medium,2015,chapter_11,,,,,Coal-sector bankruptcy.
A,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
ACGL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
ADM,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
AEE,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
AVB,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
AWK,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
BR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
BRO,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CAH,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CBRE,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CCI,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CCL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CHD,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CINF,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CNC,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CPAY,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
CTVA,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
DAL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
DD,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
DECK,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
DOV,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
DOW,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
DTE,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EBAY,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
ED,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EFX,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EIX,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EQR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EQT,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
ETR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EXPE,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
EXR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
F,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
FE,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
FITB,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
FTV,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
GDDY,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
GIS,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
GLW,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
GPN,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
GRMN,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HAL,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HBAN,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HES,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HIG,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HPE,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HPQ,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HSY,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HUBB,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
HUM,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
IQV,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
IR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
IRM,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
IT,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
K,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
KEYS,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
LEN,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
LHX,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
LVS,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
LYB,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
LYV,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
MLM,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
MPWR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
MTB,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
MTD,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
NTAP,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
NUE,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
NVR,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
OTIS,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
PHM,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
PPG,,possible_control_or_extra,legacy_extra_ticker_list,review,,,,,,,Legacy extra ticker list; use only if SEC coverage and matching logic justify inclusion.
