experiment,model,seed,split,rows,positives,positive_share,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,target
test_broader_targets3,logistic_l2,42,train,17164,2599,0.1514215800512701,0.8125715629602588,0.9245989538610204,0.6885894446636991,0.669880624426079,0.5613697575990766,0.6108436257065103,13846,719,1140,1459,success_composite_sector_relative_next_4obs
test_broader_targets3,logistic_l2,42,validation,6012,917,0.1525282767797738,0.8125715629602588,0.8634894474986168,0.4985154582962521,0.42248835662009315,0.6924754634678298,0.524793388429752,4227,868,282,635,success_composite_sector_relative_next_4obs
test_broader_targets3,logistic_l2,42,test,4350,740,0.17011494252873563,0.8125715629602588,0.87269821067605,0.5492164718182961,0.618421052631579,0.3810810810810811,0.47157190635451507,3436,174,458,282,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,42,train,17164,2599,0.1514215800512701,0.43199149777392043,0.9981005660235056,0.9891828712885562,0.8251035361580121,0.9965371296652559,0.9027535726734053,14016,549,9,2590,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,42,validation,6012,917,0.1525282767797738,0.43199149777392043,0.9497608684717734,0.7924241582475586,0.6713881019830028,0.7753544165757906,0.7196356275303643,4747,348,206,711,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,42,test,4350,740,0.17011494252873563,0.43199149777392043,0.9459384592348582,0.7520788277508333,0.6662777129521587,0.7716216216216216,0.715090795241077,3324,286,169,571,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,202,train,17164,2599,0.1514215800512701,0.43665851332098005,0.9980760774794288,0.9889796732947506,0.82848,0.9961523662947287,0.9046121593291405,14029,536,10,2589,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,202,validation,6012,917,0.1525282767797738,0.43665851332098005,0.9497469561429887,0.791147661247745,0.6841085271317829,0.7699018538713195,0.724474089276552,4769,326,211,706,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,202,test,4350,740,0.17011494252873563,0.43665851332098005,0.9463363779291757,0.751528386154085,0.6686320754716981,0.7662162162162162,0.7141057934508815,3329,281,173,567,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,777,train,17164,2599,0.1514215800512701,0.44833175976231027,0.998154139666858,0.9894076042305484,0.841796875,0.9949980761831474,0.9120084641156763,14079,486,13,2586,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,777,validation,6012,917,0.1525282767797738,0.44833175976231027,0.950981728831589,0.7966368495697055,0.6936758893280632,0.7655398037077427,0.7278382581648521,4785,310,215,702,success_composite_sector_relative_next_4obs
test_broader_targets3,random_forest,777,test,4350,740,0.17011494252873563,0.44833175976231027,0.9462296922961744,0.7551608338696162,0.685,0.7405405405405405,0.7116883116883117,3358,252,192,548,success_composite_sector_relative_next_4obs
test_broader_targets3,gradient_boosting,42,train,17164,2599,0.1514215800512701,0.7053794804967621,0.9666840754590578,0.8421084538275383,0.7243038844963905,0.8106964217006541,0.7650689905591865,13763,802,492,2107,success_composite_sector_relative_next_4obs
test_broader_targets3,gradient_boosting,42,validation,6012,917,0.1525282767797738,0.7053794804967621,0.9476868613037137,0.7698992185308025,0.6848906560636183,0.7513631406761178,0.7165886635465417,4778,317,228,689,success_composite_sector_relative_next_4obs
