target,feature_set,model,runs,positives,positive_share,roc_auc_mean,pr_auc_mean,precision_mean,recall_mean,f1_mean
success_resilience_quality_v2_next_4obs,all_features,gradient_boosting,1,1449.0,0.3331034482758621,0.9671427643641124,0.926452600340268,0.8436692506459949,0.9013112491373361,0.8715382048715382
success_resilience_quality_v2_next_4obs,firm_core,gradient_boosting,1,1449.0,0.3331034482758621,0.9677022915636286,0.926326966671753,0.8499673842139596,0.8992408557625949,0.8739101274312542
success_resilience_quality_v2_next_4obs,ratios_trends_only,gradient_boosting,1,1449.0,0.3331034482758621,0.9675638371290546,0.9258935285140851,0.8409236690186017,0.9047619047619048,0.8716755319148936
success_resilience_quality_v2_next_4obs,raw_accounting_only,random_forest,1,1449.0,0.3331034482758621,0.9516725034012925,0.8959713709543404,0.8044728434504792,0.8688750862663907,0.8354346383543464
success_resilience_quality_v2_next_4obs,raw_accounting_only,gradient_boosting,1,1449.0,0.3331034482758621,0.9459304506739424,0.8775492264987228,0.806640625,0.855072463768116,0.8301507537688442
success_resilience_quality_v2_next_4obs,ratios_trends_only,logistic_l2,1,1449.0,0.3331034482758621,0.9268506207492764,0.8114837136011862,0.7652228499686127,0.8412698412698413,0.8014464168310323
success_resilience_quality_v2_next_4obs,firm_core,logistic_l2,1,1449.0,0.3331034482758621,0.9275331392592308,0.8113022517665991,0.7504587155963303,0.8467908902691511,0.7957198443579765
success_resilience_quality_v2_next_4obs,raw_accounting_only,logistic_l2,1,1449.0,0.3331034482758621,0.8778670118987549,0.7268920794710289,0.6421052631578947,0.841959972394755,0.7285756942370857
success_resilience_quality_v2_next_4obs,all_features,logistic_l2,1,1449.0,0.3331034482758621,0.8831149583363962,0.7213031738375291,0.763915547024952,0.274672187715666,0.4040609137055837
success_resilience_quality_v2_next_4obs,macro_event_only,gradient_boosting,1,1449.0,0.3331034482758621,0.5947444647368212,0.40748767106887124,0.36077705827937095,0.8074534161490683,0.49872122762148335
success_resilience_quality_v2_next_4obs,macro_event_only,random_forest,1,1449.0,0.3331034482758621,0.5868987134442825,0.4046875839555323,0.35774410774410775,0.8799171842650103,0.5086774386594853
success_resilience_quality_v2_next_4obs,macro_event_only,logistic_l2,1,1449.0,0.3331034482758621,0.5306205542031269,0.36110077922937317,0.4645161290322581,0.049689440993788817,0.08977556109725685
