target,feature_set,model,feature_group,importance,importance_share
failure_pressure_score3_next_4obs,all_features,gradient_boosting,macro,0.03358215784542473,0.0170674631772264
failure_pressure_score3_next_4obs,all_features,logistic_l2,macro,9.121064137676814,0.2939766801005516
failure_pressure_score3_next_4obs,all_features,logistic_l2,accounting_fundamental,6.784897154907641,0.2186807931965121
failure_pressure_score3_next_4obs,all_features,logistic_l2,firm_trend,6.040971579587938,0.1947036818010338
failure_pressure_score3_next_4obs,all_features,logistic_l2,sector,5.664943349961424,0.18258409477685503
failure_pressure_score3_next_4obs,all_features,logistic_l2,financial_ratio,3.4146124590671922,0.11005475012504752
failure_pressure_score3_next_4obs,all_features,random_forest,firm_trend,0.613676715996369,0.3726485890917006
failure_pressure_score3_next_4obs,all_features,random_forest,accounting_fundamental,0.5337977031157403,0.32414291717668503
failure_pressure_score3_next_4obs,all_features,random_forest,financial_ratio,0.4205997166046343,0.2554046566857418
failure_pressure_score3_next_4obs,all_features,random_forest,macro,0.051078006574319684,0.03101657043095222
failure_pressure_score3_next_4obs,all_features,random_forest,sector,0.027645226490484925,0.016787266614920207
failure_pressure_sector_strict_next_4obs,all_features,gradient_boosting,firm_trend,1.2963352758873794,0.6602003925903082
failure_pressure_sector_strict_next_4obs,all_features,gradient_boosting,accounting_fundamental,0.30313712312372787,0.15438232023577853
failure_pressure_sector_strict_next_4obs,all_features,gradient_boosting,financial_ratio,0.2990595377923095,0.15230567888635593
failure_pressure_sector_strict_next_4obs,all_features,gradient_boosting,sector,0.03846702250701869,0.01959056721921703
failure_pressure_sector_strict_next_4obs,all_features,gradient_boosting,macro,0.02654921551143124,0.013521041068340373
failure_pressure_sector_strict_next_4obs,all_features,logistic_l2,firm_trend,6.397015829060895,0.25995495215028497
failure_pressure_sector_strict_next_4obs,all_features,logistic_l2,macro,6.1838976107224894,0.2512944864376892
failure_pressure_sector_strict_next_4obs,all_features,logistic_l2,accounting_fundamental,5.2988955466863334,0.21533073781535755
failure_pressure_sector_strict_next_4obs,all_features,logistic_l2,sector,3.6697110276449565,0.149125714253057
failure_pressure_sector_strict_next_4obs,all_features,logistic_l2,financial_ratio,2.8135006658650816,0.11433197142441992
failure_pressure_sector_strict_next_4obs,all_features,logistic_l2,regime_time,0.2451499901548795,0.009962137919191302
failure_pressure_sector_strict_next_4obs,all_features,random_forest,firm_trend,0.6415289126478347,0.39938017615860333
failure_pressure_sector_strict_next_4obs,all_features,random_forest,accounting_fundamental,0.4768940435587754,0.2968876746947895
failure_pressure_sector_strict_next_4obs,all_features,random_forest,financial_ratio,0.42843519596407426,0.266719894712847
failure_pressure_sector_strict_next_4obs,all_features,random_forest,macro,0.059453204638043114,0.037012254433760154
success_quality_growth_next_4obs,all_features,gradient_boosting,financial_ratio,1.5963391350031302,0.8019869757614327
success_quality_growth_next_4obs,all_features,gradient_boosting,firm_trend,0.2880336731644354,0.1447056263881857
success_quality_growth_next_4obs,all_features,gradient_boosting,accounting_fundamental,0.0895060639075629,0.0449670724293777
success_quality_growth_next_4obs,all_features,gradient_boosting,sector,0.008623906720208305,0.004332576153860309
success_quality_growth_next_4obs,all_features,gradient_boosting,macro,0.007977345258440337,0.004007749267143555
success_quality_growth_next_4obs,all_features,logistic_l2,accounting_fundamental,15.133540208912208,0.3283767325538566
success_quality_growth_next_4obs,all_features,logistic_l2,sector,11.234506443496475,0.24377313350633337
success_quality_growth_next_4obs,all_features,logistic_l2,macro,7.725252352771004,0.16762721020577898
success_quality_growth_next_4obs,all_features,logistic_l2,firm_trend,6.822115181518839,0.14803039219428238
success_quality_growth_next_4obs,all_features,logistic_l2,financial_ratio,5.170494797215796,0.11219253153974872
success_quality_growth_next_4obs,all_features,random_forest,financial_ratio,0.7826504820419873,0.46892292534173313
success_quality_growth_next_4obs,all_features,random_forest,firm_trend,0.5883419045428319,0.35250346522440495
success_quality_growth_next_4obs,all_features,random_forest,accounting_fundamental,0.29281816004696204,0.17544121079968739
success_quality_growth_next_4obs,all_features,random_forest,sector,0.005228094359425401,0.003132398634174549
success_resilience_quality_v2_next_4obs,all_features,gradient_boosting,financial_ratio,1.0612545109851226,0.5332904755263743
success_resilience_quality_v2_next_4obs,all_features,gradient_boosting,accounting_fundamental,0.5986722363774599,0.3008384872030469
success_resilience_quality_v2_next_4obs,all_features,gradient_boosting,firm_trend,0.323957511055562,0.16279172746299236
success_resilience_quality_v2_next_4obs,all_features,gradient_boosting,sector,0.006127863845301759,0.003079309807586452
success_resilience_quality_v2_next_4obs,all_features,logistic_l2,firm_trend,11.68565591475576,0.2976457862767046
success_resilience_quality_v2_next_4obs,all_features,logistic_l2,sector,9.549153321765846,0.24322684746731282
success_resilience_quality_v2_next_4obs,all_features,logistic_l2,accounting_fundamental,7.909120839361015,0.2014535177282158
success_resilience_quality_v2_next_4obs,all_features,logistic_l2,macro,6.132303268206521,0.1561961297908612
success_resilience_quality_v2_next_4obs,all_features,logistic_l2,financial_ratio,3.9840433120441983,0.10147771873690556
success_resilience_quality_v2_next_4obs,all_features,random_forest,firm_trend,0.6365620242879653,0.3722453033320594
success_resilience_quality_v2_next_4obs,all_features,random_forest,financial_ratio,0.6325152770714605,0.36987886834593064
success_resilience_quality_v2_next_4obs,all_features,random_forest,accounting_fundamental,0.43777981296956936,0.25600251515756417
success_resilience_quality_v2_next_4obs,all_features,random_forest,sector,0.003203479021523615,0.001873313164445854
success_score3_next_4obs,all_features,gradient_boosting,financial_ratio,1.0634989745346768,0.5360421499211024
success_score3_next_4obs,all_features,gradient_boosting,firm_trend,0.5082971470756205,0.25620024282241954
success_score3_next_4obs,all_features,gradient_boosting,accounting_fundamental,0.365719734530201,0.18433604306193113
success_score3_next_4obs,all_features,gradient_boosting,sector,0.039606748742984935,0.019963241390866335
success_score3_next_4obs,all_features,gradient_boosting,macro,0.006861256630407703,0.00345832280368056
success_score3_next_4obs,all_features,logistic_l2,accounting_fundamental,10.206678595358715,0.3007057120184922
success_score3_next_4obs,all_features,logistic_l2,firm_trend,6.582494831369075,0.19393123596788606
success_score3_next_4obs,all_features,logistic_l2,sector,6.549142684882675,0.19294862631060747
success_score3_next_4obs,all_features,logistic_l2,financial_ratio,5.739093202367417,0.16908322248367322
success_score3_next_4obs,all_features,logistic_l2,macro,4.865007432435778,0.14333120321934095
success_score3_next_4obs,all_features,random_forest,financial_ratio,0.6218595052228436,0.3971670477562111
success_score3_next_4obs,all_features,random_forest,firm_trend,0.5840081968284827,0.37299230686628765
success_score3_next_4obs,all_features,random_forest,accounting_fundamental,0.3524917313595752,0.22512818269520465
success_score3_next_4obs,all_features,random_forest,sector,0.007378481494247392,0.004712462682296593
success_sector_quality_next_4obs,all_features,gradient_boosting,financial_ratio,0.9550363529503993,0.4814865296586852
success_sector_quality_next_4obs,all_features,gradient_boosting,accounting_fundamental,0.5817194213472978,0.2932768627647367
success_sector_quality_next_4obs,all_features,gradient_boosting,firm_trend,0.3530078017631816,0.1779707137726336
success_sector_quality_next_4obs,all_features,gradient_boosting,sector,0.08850646239069736,0.04462099196246726
success_sector_quality_next_4obs,all_features,gradient_boosting,macro,0.005246205766933654,0.00264490184147729
success_sector_quality_next_4obs,all_features,logistic_l2,accounting_fundamental,12.238067471766051,0.3053684316363343
success_sector_quality_next_4obs,all_features,logistic_l2,firm_trend,9.86848251566867,0.24624173999634386
success_sector_quality_next_4obs,all_features,logistic_l2,sector,9.214639759604934,0.22992683264544095
success_sector_quality_next_4obs,all_features,logistic_l2,financial_ratio,5.223506635938351,0.13033871832611282
success_sector_quality_next_4obs,all_features,logistic_l2,macro,3.5317038074007505,0.08812427739576809
success_sector_quality_next_4obs,all_features,random_forest,financial_ratio,0.6309438432857719,0.3858445030382154
success_sector_quality_next_4obs,all_features,random_forest,firm_trend,0.601224162237355,0.3676698656491523
success_sector_quality_next_4obs,all_features,random_forest,accounting_fundamental,0.3878165112296485,0.23716352990490078
success_sector_quality_next_4obs,all_features,random_forest,sector,0.015243763856631391,0.00932210140773155
success_stable_balance_next_4obs,all_features,gradient_boosting,financial_ratio,0.9833873526734044,0.493406077317948
success_stable_balance_next_4obs,all_features,gradient_boosting,accounting_fundamental,0.6433869806840165,0.32281383879274733
success_stable_balance_next_4obs,all_features,gradient_boosting,firm_trend,0.3640987358751804,0.18268338364959627
success_stable_balance_next_4obs,all_features,gradient_boosting,macro,0.0021857881266188796,0.0010967002397084366
success_stable_balance_next_4obs,all_features,logistic_l2,firm_trend,12.684223514376445,0.3268881305714585
success_stable_balance_next_4obs,all_features,logistic_l2,sector,9.998887839654843,0.2576837084267622
success_stable_balance_next_4obs,all_features,logistic_l2,accounting_fundamental,8.2959484269971,0.2137968531967822
success_stable_balance_next_4obs,all_features,logistic_l2,financial_ratio,5.121873978308155,0.1319970282685498
success_stable_balance_next_4obs,all_features,logistic_l2,macro,2.702015409243458,0.06963427953644738
success_stable_balance_next_4obs,all_features,random_forest,firm_trend,0.6603431423482892,0.38439473884025754
success_stable_balance_next_4obs,all_features,random_forest,financial_ratio,0.65660469654507,0.382218538610349
success_stable_balance_next_4obs,all_features,random_forest,accounting_fundamental,0.40092984158838935,0.2333867225493934
