model,split,rows,positives,threshold,roc_auc,pr_auc,precision,recall,f1,tn,fp,fn,tp,target,model_family,seed,params_json,scale_pos_weight,fit_seconds
xgboost_cfg3_seed202,test,5734,575,0.762095034122467,0.9442005107157605,0.7380720054232632,0.690671031096563,0.7339130434782609,0.7116357504215852,4970,189,153,422,failure_pressure_conservative_v2_next_4obs,xgboost,202,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 10, ""n_estimators"": 600, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",10.02572347266881,1.031
xgboost_cfg3_seed777,train,17145,1555,0.7493524551391602,0.980122347370006,0.8472969042198739,0.7106849315068493,0.8340836012861736,0.7674556213017751,15062,528,258,1297,failure_pressure_conservative_v2_next_4obs,xgboost,777,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 10, ""n_estimators"": 600, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",10.02572347266881,1.031
xgboost_cfg3_seed777,validation,6029,834,0.7493524551391602,0.9213606977747926,0.708928769047796,0.6650998824911868,0.6786570743405276,0.6718100890207716,4910,285,268,566,failure_pressure_conservative_v2_next_4obs,xgboost,777,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 10, ""n_estimators"": 600, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",10.02572347266881,1.031
xgboost_cfg3_seed777,test,5734,575,0.7493524551391602,0.9443576021642213,0.7341781491206676,0.6821086261980831,0.7426086956521739,0.711074104912573,4960,199,148,427,failure_pressure_conservative_v2_next_4obs,xgboost,777,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 10, ""n_estimators"": 600, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.75}",10.02572347266881,1.031
xgboost_cfg4_seed42,train,17145,1555,0.6857706904411316,0.9905023419662616,0.9150220152035787,0.7441130298273155,0.9144694533762058,0.8205424120023082,15101,489,133,1422,failure_pressure_conservative_v2_next_4obs,xgboost,42,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.788
xgboost_cfg4_seed42,validation,6029,834,0.6857706904411316,0.9229694204213146,0.7136569065611149,0.6784841075794621,0.6654676258992805,0.671912832929782,4932,263,279,555,failure_pressure_conservative_v2_next_4obs,xgboost,42,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.788
xgboost_cfg4_seed42,test,5734,575,0.6857706904411316,0.9416784513345187,0.7383147000941213,0.7158273381294964,0.6921739130434783,0.7038019451812556,5001,158,177,398,failure_pressure_conservative_v2_next_4obs,xgboost,42,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.788
xgboost_cfg4_seed202,train,17145,1555,0.5764725208282471,0.990571497517784,0.9155092054949687,0.6830953477660064,0.9536977491961415,0.7960279119699408,14902,688,72,1483,failure_pressure_conservative_v2_next_4obs,xgboost,202,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.786
xgboost_cfg4_seed202,validation,6029,834,0.5764725208282471,0.9215326487606835,0.7105387774610212,0.625,0.7194244604316546,0.6688963210702341,4835,360,234,600,failure_pressure_conservative_v2_next_4obs,xgboost,202,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.786
xgboost_cfg4_seed202,test,5734,575,0.5764725208282471,0.9409379977582444,0.7276265210489105,0.6375545851528385,0.7617391304347826,0.694136291600634,4910,249,137,438,failure_pressure_conservative_v2_next_4obs,xgboost,202,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.786
xgboost_cfg4_seed777,train,17145,1555,0.6440845727920532,0.9904432926540016,0.9131811237208276,0.7226932668329177,0.9318327974276527,0.8140449438202246,15034,556,106,1449,failure_pressure_conservative_v2_next_4obs,xgboost,777,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 6, ""n_estimators"": 350, ""reg_alpha"": 0.05, ""reg_lambda"": 3.0, ""subsample"": 0.8}",10.02572347266881,0.797
